Gene 1,Gene 2,Weight,Network group,Network
Camk1g,Shisa6,0.022934083,Co-expression,Gallardo-Castrillon-2007
Camk1g,Rnf182,0.016496727,Co-expression,Gallardo-Castrillon-2007
Camk1g,Fam19a1,0.016805258,Co-expression,Gallardo-Castrillon-2007
Camk1g,Erc2,0.01229079,Co-expression,Gallardo-Castrillon-2007
Cntn3,Hs3st4,0.005725334,Co-expression,Gallardo-Castrillon-2007
Cntn3,Grik4,0.02251069,Co-expression,Gallardo-Castrillon-2007
Cntn3,Nlgn1,0.02639686,Co-expression,Gallardo-Castrillon-2007
Cntn3,Tmem181a,0.019958558,Co-expression,Gallardo-Castrillon-2007
Cntn3,Grm4,0.012719703,Co-expression,Gallardo-Castrillon-2007
Gabra4,Shisa6,0.013987705,Co-expression,Gallardo-Castrillon-2007
Gabra4,Fam19a1,0.011120567,Co-expression,Gallardo-Castrillon-2007
Gabra4,Grik4,0.01257622,Co-expression,Gallardo-Castrillon-2007
Gabra4,Clstn2,0.015272898,Co-expression,Gallardo-Castrillon-2007
Gabra4,Erc2,0.009433837,Co-expression,Gallardo-Castrillon-2007
Gabra4,Grm4,0.006767292,Co-expression,Gallardo-Castrillon-2007
Gabra4,Cntn6,0.012627815,Co-expression,Gallardo-Castrillon-2007
Gabra4,Camk1g,0.011761788,Co-expression,Gallardo-Castrillon-2007
Cnksr2,Hs3st4,0.006360332,Co-expression,Gallardo-Castrillon-2007
Cnksr2,Dgkb,0.031580042,Co-expression,Gallardo-Castrillon-2007
Syt16,Shisa6,0.016344648,Co-expression,Gallardo-Castrillon-2007
Syt16,Rnf182,0.01166452,Co-expression,Gallardo-Castrillon-2007
Syt16,Fam19a1,0.012732156,Co-expression,Gallardo-Castrillon-2007
Syt16,Dgkb,0.014078378,Co-expression,Gallardo-Castrillon-2007
Syt16,Erc2,0.00990611,Co-expression,Gallardo-Castrillon-2007
Syt16,Grm4,0.007455644,Co-expression,Gallardo-Castrillon-2007
Syt16,Camk1g,0.0146768,Co-expression,Gallardo-Castrillon-2007
Syt16,Gabra4,0.007930251,Co-expression,Gallardo-Castrillon-2007
Syt1,Nrxn3,0.019417286,Co-expression,Gallardo-Castrillon-2007
Syt1,Celf4,0.005934432,Co-expression,Gallardo-Castrillon-2007
Syt1,Cadps,0.008829061,Co-expression,Gallardo-Castrillon-2007
Adgrb3,Nrxn3,0.013218623,Co-expression,Gallardo-Castrillon-2007
Adgrb3,Trhde,0.010622663,Co-expression,Gallardo-Castrillon-2007
Adgrb3,Celf4,0.004443461,Co-expression,Gallardo-Castrillon-2007
Adgrb3,Cadps,0.006194062,Co-expression,Gallardo-Castrillon-2007
Adgrb3,Cntn6,0.009548303,Co-expression,Gallardo-Castrillon-2007
Adgrb3,Syt1,0.00890502,Co-expression,Gallardo-Castrillon-2007
BC030500,Dgkb,0.02496563,Co-expression,Gallardo-Castrillon-2007
BC030500,Grm4,0.011060317,Co-expression,Gallardo-Castrillon-2007
Shisa9,Hs3st4,0.006033406,Co-expression,Gallardo-Castrillon-2007
Shisa9,Trhde,0.023069603,Co-expression,Gallardo-Castrillon-2007
Shisa9,Gabra4,0.013592334,Co-expression,Gallardo-Castrillon-2007
Shisa9,Syt1,0.01486186,Co-expression,Gallardo-Castrillon-2007
Prickle2,Shisa6,0.016768498,Co-expression,Gallardo-Castrillon-2007
Prickle2,Dock4,0.01805105,Co-expression,Gallardo-Castrillon-2007
Prickle2,Clstn2,0.02002239,Co-expression,Gallardo-Castrillon-2007
Prickle2,Erc2,0.009587294,Co-expression,Gallardo-Castrillon-2007
Prickle2,Grm4,0.007466928,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Hs3st4,0.00328857,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Grik4,0.011264863,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Dgkb,0.012322266,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Nlgn1,0.012455746,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Ntm,0.004350555,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Grm4,0.005980935,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,Cntn3,0.011356957,Co-expression,Gallardo-Castrillon-2007
Cyp4x1,BC030500,0.010376372,Co-expression,Gallardo-Castrillon-2007
Cdh9,Hs3st4,0.002271167,Co-expression,Gallardo-Castrillon-2007
Cdh9,Trhde,0.007479008,Co-expression,Gallardo-Castrillon-2007
Cdh9,Grik4,0.007009246,Co-expression,Gallardo-Castrillon-2007
Cdh9,Dgkb,0.008438742,Co-expression,Gallardo-Castrillon-2007
Cdh9,Nlgn1,0.008265894,Co-expression,Gallardo-Castrillon-2007
Cdh9,Ntm,0.002889027,Co-expression,Gallardo-Castrillon-2007
Cdh9,Tmem181a,0.005994871,Co-expression,Gallardo-Castrillon-2007
Cdh9,Grm4,0.003648797,Co-expression,Gallardo-Castrillon-2007
Cdh9,Cntn3,0.007857325,Co-expression,Gallardo-Castrillon-2007
Cdh9,Cnksr2,0.008617172,Co-expression,Gallardo-Castrillon-2007
Cdh9,BC030500,0.007256233,Co-expression,Gallardo-Castrillon-2007
Cdh9,Shisa9,0.007584166,Co-expression,Gallardo-Castrillon-2007
Cdh9,Cyp4x1,0.004096724,Co-expression,Gallardo-Castrillon-2007
Gad1,Nrxn3,0.00985641,Co-expression,Gallardo-Castrillon-2007
Gad1,Trhde,0.007383759,Co-expression,Gallardo-Castrillon-2007
Gad1,Ntm,0.003281438,Co-expression,Gallardo-Castrillon-2007
Gad1,Celf4,0.003211463,Co-expression,Gallardo-Castrillon-2007
Gad1,Cadps,0.004665358,Co-expression,Gallardo-Castrillon-2007
Gad1,Syt1,0.006496463,Co-expression,Gallardo-Castrillon-2007
Gad1,Adgrb3,0.00478011,Co-expression,Gallardo-Castrillon-2007
Hs3st4,Shisa6,0.011115662,Co-expression,Thorrez-Schuit-2008
Nlgn1,Hs3st4,0.012314633,Co-expression,Thorrez-Schuit-2008
Ntm,Nrxn3,0.011758826,Co-expression,Thorrez-Schuit-2008
Ntm,Trhde,0.008877322,Co-expression,Thorrez-Schuit-2008
Arhgef25,Rnf182,0.014404545,Co-expression,Thorrez-Schuit-2008
Celf4,Unc5c,0.006569539,Co-expression,Thorrez-Schuit-2008
Celf4,Erc2,0.003820684,Co-expression,Thorrez-Schuit-2008
Celf4,Ntm,0.003770793,Co-expression,Thorrez-Schuit-2008
Cadps,Nrxn3,0.01072042,Co-expression,Thorrez-Schuit-2008
Cadps,Ntm,0.004488405,Co-expression,Thorrez-Schuit-2008
Cadps,Celf4,0.003442816,Co-expression,Thorrez-Schuit-2008
Cntn6,Nrxn3,0.010806018,Co-expression,Thorrez-Schuit-2008
Cntn6,Hs3st4,0.004990273,Co-expression,Thorrez-Schuit-2008
Cntn6,Rnf182,0.005870041,Co-expression,Thorrez-Schuit-2008
Cntn6,Elavl2,0.010000545,Co-expression,Thorrez-Schuit-2008
Cntn6,Ntm,0.004532998,Co-expression,Thorrez-Schuit-2008
Cntn6,Cadps,0.003916178,Co-expression,Thorrez-Schuit-2008
Camk1g,Cpne4,0.00782272,Co-expression,Thorrez-Schuit-2008
Camk1g,Hs3st4,0.0039239,Co-expression,Thorrez-Schuit-2008
Camk1g,Rnf182,0.004663822,Co-expression,Thorrez-Schuit-2008
Camk1g,Nlgn1,0.008483822,Co-expression,Thorrez-Schuit-2008
Camk1g,Elavl2,0.008596388,Co-expression,Thorrez-Schuit-2008
Camk1g,Arhgef25,0.007212659,Co-expression,Thorrez-Schuit-2008
Camk1g,Cntn6,0.003203477,Co-expression,Thorrez-Schuit-2008
Cntn3,Hs3st4,0.011578932,Co-expression,Thorrez-Schuit-2008
Cntn3,Nlgn1,0.02597002,Co-expression,Thorrez-Schuit-2008
Cntn3,Arhgef25,0.021414373,Co-expression,Thorrez-Schuit-2008
Cntn3,Camk1g,0.00782951,Co-expression,Thorrez-Schuit-2008
Gabra4,Fam19a1,0.008104495,Co-expression,Thorrez-Schuit-2008
Gabra4,Erc2,0.006690952,Co-expression,Thorrez-Schuit-2008
Cnksr2,Fam19a1,0.012761507,Co-expression,Thorrez-Schuit-2008
Syt16,Fam19a1,0.004677773,Co-expression,Thorrez-Schuit-2008
Syt16,Clstn2,0.005538376,Co-expression,Thorrez-Schuit-2008
Syt16,Erc2,0.003994416,Co-expression,Thorrez-Schuit-2008
Syt16,Celf4,0.00307546,Co-expression,Thorrez-Schuit-2008
Syt16,Camk1g,0.002730481,Co-expression,Thorrez-Schuit-2008
Syt16,Cntn3,0.008167507,Co-expression,Thorrez-Schuit-2008
Syt16,Gabra4,0.005435862,Co-expression,Thorrez-Schuit-2008
Syt1,Nrxn3,0.021354549,Co-expression,Thorrez-Schuit-2008
Syt1,Celf4,0.006884806,Co-expression,Thorrez-Schuit-2008
Syt1,Cadps,0.007949602,Co-expression,Thorrez-Schuit-2008
Adgrb3,Rnf182,0.004294514,Co-expression,Thorrez-Schuit-2008
Adgrb3,Trhde,0.006234746,Co-expression,Thorrez-Schuit-2008
Adgrb3,Clstn2,0.005040418,Co-expression,Thorrez-Schuit-2008
Adgrb3,Unc5c,0.005968985,Co-expression,Thorrez-Schuit-2008
Adgrb3,Elavl2,0.007711254,Co-expression,Thorrez-Schuit-2008
Adgrb3,Erc2,0.003431287,Co-expression,Thorrez-Schuit-2008
Adgrb3,Ntm,0.003554402,Co-expression,Thorrez-Schuit-2008
Adgrb3,Celf4,0.002784867,Co-expression,Thorrez-Schuit-2008
Adgrb3,Cadps,0.003129802,Co-expression,Thorrez-Schuit-2008
Adgrb3,Cntn6,0.003140319,Co-expression,Thorrez-Schuit-2008
Adgrb3,Camk1g,0.002482496,Co-expression,Thorrez-Schuit-2008
Adgrb3,Cntn3,0.007204121,Co-expression,Thorrez-Schuit-2008
Adgrb3,Syt16,0.002814577,Co-expression,Thorrez-Schuit-2008
Adgrb3,Syt1,0.006176071,Co-expression,Thorrez-Schuit-2008
BC030500,Hs3st4,0.006232902,Co-expression,Thorrez-Schuit-2008
BC030500,Nlgn1,0.014949117,Co-expression,Thorrez-Schuit-2008
BC030500,Elavl2,0.014631411,Co-expression,Thorrez-Schuit-2008
BC030500,Ntm,0.005485413,Co-expression,Thorrez-Schuit-2008
BC030500,Cadps,0.005004865,Co-expression,Thorrez-Schuit-2008
BC030500,Grm4,0.010377128,Co-expression,Thorrez-Schuit-2008
BC030500,Cntn6,0.005404861,Co-expression,Thorrez-Schuit-2008
BC030500,Camk1g,0.004120414,Co-expression,Thorrez-Schuit-2008
BC030500,Adgrb3,0.003840012,Co-expression,Thorrez-Schuit-2008
Shisa9,Celf4,0.009362791,Co-expression,Thorrez-Schuit-2008
Prickle2,Erc2,0.00625011,Co-expression,Thorrez-Schuit-2008
Prickle2,Celf4,0.004900561,Co-expression,Thorrez-Schuit-2008
Prickle2,Syt16,0.00503611,Co-expression,Thorrez-Schuit-2008
Prickle2,Adgrb3,0.004370315,Co-expression,Thorrez-Schuit-2008
Cyp4x1,Cpne4,0.01721541,Co-expression,Thorrez-Schuit-2008
Cyp4x1,Hs3st4,0.008339235,Co-expression,Thorrez-Schuit-2008
Cyp4x1,Ntm,0.007706807,Co-expression,Thorrez-Schuit-2008
Cyp4x1,Cadps,0.00666898,Co-expression,Thorrez-Schuit-2008
Cyp4x1,Cntn6,0.006922276,Co-expression,Thorrez-Schuit-2008
Cyp4x1,Camk1g,0.005657585,Co-expression,Thorrez-Schuit-2008
Cyp4x1,Adgrb3,0.00536302,Co-expression,Thorrez-Schuit-2008
Cdh9,Shisa6,0.011319312,Co-expression,Thorrez-Schuit-2008
Cdh9,Cpne4,0.010957738,Co-expression,Thorrez-Schuit-2008
Cdh9,Hs3st4,0.006088589,Co-expression,Thorrez-Schuit-2008
Cdh9,Rnf182,0.00698593,Co-expression,Thorrez-Schuit-2008
Cdh9,Clstn2,0.007704642,Co-expression,Thorrez-Schuit-2008
Cdh9,Elavl2,0.012195762,Co-expression,Thorrez-Schuit-2008
Cdh9,Cntn6,0.004808895,Co-expression,Thorrez-Schuit-2008
Cdh9,Cntn3,0.011356856,Co-expression,Thorrez-Schuit-2008
Cdh9,Adgrb3,0.003704063,Co-expression,Thorrez-Schuit-2008
Cdh9,BC030500,0.006407896,Co-expression,Thorrez-Schuit-2008
Cdh9,Cyp4x1,0.008131826,Co-expression,Thorrez-Schuit-2008
Gad1,Nrxn3,0.013252479,Co-expression,Thorrez-Schuit-2008
Gad1,Hs3st4,0.006011961,Co-expression,Thorrez-Schuit-2008
Gad1,Ntm,0.005507171,Co-expression,Thorrez-Schuit-2008
Gad1,Cadps,0.004985431,Co-expression,Thorrez-Schuit-2008
Gad1,Cntn6,0.004940821,Co-expression,Thorrez-Schuit-2008
Gad1,Syt1,0.009733132,Co-expression,Thorrez-Schuit-2008
Gad1,Adgrb3,0.003750598,Co-expression,Thorrez-Schuit-2008
Gad1,BC030500,0.006066342,Co-expression,Thorrez-Schuit-2008
Gad1,Cyp4x1,0.008310817,Co-expression,Thorrez-Schuit-2008
Rnf182,Shisa6,0.013199901,Co-expression,Lattin-Sweet-2008
Nlgn1,Hs3st4,0.011204341,Co-expression,Lattin-Sweet-2008
Clstn2,Fam19a1,0.009331998,Co-expression,Lattin-Sweet-2008
Clstn2,Grik4,0.012175442,Co-expression,Lattin-Sweet-2008
Erc2,Hs3st4,0.004080106,Co-expression,Lattin-Sweet-2008
Erc2,Nlgn1,0.005824042,Co-expression,Lattin-Sweet-2008
Celf4,Erc2,0.002670186,Co-expression,Lattin-Sweet-2008
Cadps,Grik4,0.008284898,Co-expression,Lattin-Sweet-2008
Cadps,Elavl2,0.008989032,Co-expression,Lattin-Sweet-2008
Tmem181a,Erc2,0.00501192,Co-expression,Lattin-Sweet-2008
Tmem181a,Celf4,0.006370711,Co-expression,Lattin-Sweet-2008
Grm4,Shisa6,0.010131894,Co-expression,Lattin-Sweet-2008
Grm4,Rnf182,0.007128618,Co-expression,Lattin-Sweet-2008
Cntn6,Shisa6,0.009355223,Co-expression,Lattin-Sweet-2008
Cntn6,Rnf182,0.006464891,Co-expression,Lattin-Sweet-2008
Cntn6,Grm4,0.006836297,Co-expression,Lattin-Sweet-2008
Camk1g,Erc2,0.005612292,Co-expression,Lattin-Sweet-2008
Camk1g,Celf4,0.007554721,Co-expression,Lattin-Sweet-2008
Cntn3,Unc5c,0.014897492,Co-expression,Lattin-Sweet-2008
Gabra4,Dock4,0.011170163,Co-expression,Lattin-Sweet-2008
Gabra4,Hs3st4,0.006695383,Co-expression,Lattin-Sweet-2008
Gabra4,Dgkb,0.011495997,Co-expression,Lattin-Sweet-2008
Gabra4,Nlgn1,0.010063258,Co-expression,Lattin-Sweet-2008
Gabra4,Erc2,0.003358533,Co-expression,Lattin-Sweet-2008
Gabra4,Dcc,0.011448831,Co-expression,Lattin-Sweet-2008
Cnksr2,Dock4,0.021506961,Co-expression,Lattin-Sweet-2008
Cnksr2,Hs3st4,0.013402488,Co-expression,Lattin-Sweet-2008
Cnksr2,Erc2,0.006879451,Co-expression,Lattin-Sweet-2008
Erc1,Rnf182,0.011310066,Co-expression,Lattin-Sweet-2008
Erc1,Grm4,0.011642242,Co-expression,Lattin-Sweet-2008
Syt1,Nrxn3,0.008562581,Co-expression,Lattin-Sweet-2008
Syt1,Clstn2,0.005686846,Co-expression,Lattin-Sweet-2008
Syt1,Ntm,0.004942128,Co-expression,Lattin-Sweet-2008
Adgrb3,Nrxn3,0.005575493,Co-expression,Lattin-Sweet-2008
Adgrb3,Dock4,0.005834458,Co-expression,Lattin-Sweet-2008
Adgrb3,Erc2,0.002109446,Co-expression,Lattin-Sweet-2008
Adgrb3,Celf4,0.002624742,Co-expression,Lattin-Sweet-2008
Adgrb3,Tmem181a,0.004936455,Co-expression,Lattin-Sweet-2008
BC030500,Hs3st4,0.0123403,Co-expression,Lattin-Sweet-2008
BC030500,Nlgn1,0.020568488,Co-expression,Lattin-Sweet-2008
BC030500,Erc2,0.006046689,Co-expression,Lattin-Sweet-2008
BC030500,Gabra4,0.011018128,Co-expression,Lattin-Sweet-2008
BC030500,Adgrb3,0.005991563,Co-expression,Lattin-Sweet-2008
Shisa9,Celf4,0.006477906,Co-expression,Lattin-Sweet-2008
Shisa9,Adgrb3,0.005231144,Co-expression,Lattin-Sweet-2008
Prickle2,Hs3st4,0.00627398,Co-expression,Lattin-Sweet-2008
Prickle2,Fam19a1,0.007072331,Co-expression,Lattin-Sweet-2008
Prickle2,Clstn2,0.006134275,Co-expression,Lattin-Sweet-2008
Prickle2,Erc2,0.003401715,Co-expression,Lattin-Sweet-2008
Prickle2,Celf4,0.003894214,Co-expression,Lattin-Sweet-2008
Prickle2,Syt16,0.005004631,Co-expression,Lattin-Sweet-2008
Prickle2,Syt1,0.004504962,Co-expression,Lattin-Sweet-2008
Cyp4x1,Elavl2,0.019241113,Co-expression,Lattin-Sweet-2008
Cyp4x1,Cadps,0.006228609,Co-expression,Lattin-Sweet-2008
Cdh9,Hs3st4,0.011126902,Co-expression,Lattin-Sweet-2008
Cdh9,Nlgn1,0.017914318,Co-expression,Lattin-Sweet-2008
Cdh9,Erc2,0.006249806,Co-expression,Lattin-Sweet-2008
Cdh9,Gabra4,0.00952733,Co-expression,Lattin-Sweet-2008
Cdh9,BC030500,0.019586865,Co-expression,Lattin-Sweet-2008
Gad1,Nrxn3,0.011570788,Co-expression,Lattin-Sweet-2008
Gad1,Cpne4,0.008926,Co-expression,Lattin-Sweet-2008
Nrp1,Zbtb20,0.012376774,Co-expression,Akerblad-Sigvardsson-2005
Cadps,Celf4,0.022643305,Co-expression,Akerblad-Sigvardsson-2005
Prkca,Zbtb20,0.006403969,Co-expression,Akahoshi-Ishii-2011
Arhgef25,Zbtb20,0.003712482,Co-expression,Akahoshi-Ishii-2011
Arhgef25,Prkca,0.005879179,Co-expression,Akahoshi-Ishii-2011
Nrp1,Zbtb20,0.003251039,Co-expression,Akahoshi-Ishii-2011
Nrp1,Unc5c,0.004101361,Co-expression,Akahoshi-Ishii-2011
Nrp1,Prkca,0.005528486,Co-expression,Akahoshi-Ishii-2011
Nrp1,Arhgef25,0.003007691,Co-expression,Akahoshi-Ishii-2011
Cdh9,Nrp1,0.005926668,Co-expression,Akahoshi-Ishii-2011
Gad1,Cadps,0.00661218,Co-expression,Akahoshi-Ishii-2011
Tead1,Elavl2,0.008667359,Co-expression,Anderson-Neville-2007
Nrp1,Zbtb20,0.013541832,Co-expression,Anderson-Neville-2007
Cadps,Elavl2,0.009260355,Co-expression,Anderson-Neville-2007
Cntn3,Celf4,0.009316602,Co-expression,Anderson-Neville-2007
Syt1,Elavl2,0.001743928,Co-expression,Anderson-Neville-2007
Syt1,Cntn3,0.00276569,Co-expression,Anderson-Neville-2007
Cdh9,Elavl2,0.002814715,Co-expression,Anderson-Neville-2007
Gad1,Cntn3,0.009700432,Co-expression,Anderson-Neville-2007
Gad1,Syt1,0.005073196,Co-expression,Anderson-Neville-2007
Clstn2,Slit1,0.008659672,Co-expression,Rinn-Snyder-2004
Cadps,Zbtb20,0.006528027,Co-expression,Rinn-Snyder-2004
Cadps,Elavl2,0.007897517,Co-expression,Rinn-Snyder-2004
Cadps,Ntm,0.006095839,Co-expression,Rinn-Snyder-2004
Cadps,Celf4,0.003139007,Co-expression,Rinn-Snyder-2004
Cntn6,Nlgn1,0.008582315,Co-expression,Rinn-Snyder-2004
Cntn6,Cadps,0.002585147,Co-expression,Rinn-Snyder-2004
Camk1g,Unc5c,0.010515237,Co-expression,Rinn-Snyder-2004
Cntn3,Cadps,0.004450157,Co-expression,Rinn-Snyder-2004
Rab37,Clstn2,0.007327453,Co-expression,Rinn-Snyder-2004
Syt1,Slit1,0.012216801,Co-expression,Rinn-Snyder-2004
Syt1,Cadps,0.00429818,Co-expression,Rinn-Snyder-2004
Cdh9,Dcc,0.010226552,Co-expression,Rinn-Snyder-2004
Cdh9,Cadps,0.003901489,Co-expression,Rinn-Snyder-2004
Nrp1,Zbtb20,0.016003808,Co-expression,Zapala-Barlow-2005
Celf4,Unc5c,0.006153875,Co-expression,Zapala-Barlow-2005
Cadps,Elavl2,0.004700068,Co-expression,Zapala-Barlow-2005
Cntn3,Celf4,0.008129098,Co-expression,Zapala-Barlow-2005
Syt1,Prkca,0.011834282,Co-expression,Zapala-Barlow-2005
Syt1,Celf4,0.004590037,Co-expression,Zapala-Barlow-2005
Syt1,Cadps,0.005183532,Co-expression,Zapala-Barlow-2005
Gad1,Celf4,0.003758651,Co-expression,Zapala-Barlow-2005
Gad1,Cadps,0.00446671,Co-expression,Zapala-Barlow-2005
Gad1,Syt1,0.007120396,Co-expression,Zapala-Barlow-2005
Tead1,Nectin3,0.020391485,Co-expression,Peng-Stevenson-2013
Prkca,Clstn2,0.011043297,Co-expression,Peng-Stevenson-2013
Prickle2,Kcnq5,0.00826562,Co-expression,Peng-Stevenson-2013
Prickle2,Fam19a1,0.005538578,Co-expression,Peng-Stevenson-2013
Prickle2,Clstn2,0.003563555,Co-expression,Peng-Stevenson-2013
Prickle2,Nrp1,0.007527115,Co-expression,Peng-Stevenson-2013
Cadps,Prkca,0.022684932,Co-expression,Schreiner-Scott-2009
Syt1,Celf4,0.01284573,Co-expression,Schreiner-Scott-2009
Gad1,Elavl2,0.019970797,Co-expression,Schreiner-Scott-2009
Grik4,Slit1,0.00812551,Co-expression,Harris-Stevenson-2013
Dcc,Nrxn3,0.006941278,Co-expression,Harris-Stevenson-2013
Arhgef25,Zbtb20,0.013004435,Co-expression,Harris-Stevenson-2013
Erc1,Fam19a1,0.014133,Co-expression,Harris-Stevenson-2013
Prickle2,Nectin3,0.013512036,Co-expression,Harris-Stevenson-2013
Unc5c,Zbtb20,0.007392721,Co-expression,Moggs-Orphanides-2004
Cadps,Zbtb20,0.006763628,Co-expression,Moggs-Orphanides-2004
Nrp1,Nectin3,0.012234711,Co-expression,Stein-Gusterson-2004
Nrp1,Arhgef25,0.008842856,Co-expression,Hovatta-Barlow-2005
Celf4,Unc5c,0.00533448,Co-expression,Hovatta-Barlow-2005
Cntn3,Elavl2,0.008283051,Co-expression,Hovatta-Barlow-2005
Gad1,Celf4,0.003446359,Co-expression,Hovatta-Barlow-2005
Gad1,Cadps,0.007158121,Co-expression,Hovatta-Barlow-2005
Cadps,Elavl2,0.012414234,Co-expression,Jacobs-Benoist-2010
Cntn3,Elavl2,0.007917891,Co-expression,Jacobs-Benoist-2010
Syt1,Cadps,0.010685423,Co-expression,Jacobs-Benoist-2010
Cdh9,Elavl2,0.006705659,Co-expression,Jacobs-Benoist-2010
Cdh9,Cadps,0.013629707,Co-expression,Jacobs-Benoist-2010
Cdh9,Syt1,0.005363255,Co-expression,Jacobs-Benoist-2010
Nrp1,Zbtb20,0.01038488,Co-expression,Singh-Darlington-2011
Syt1,Nectin3,0.013943963,Co-expression,Singh-Darlington-2011
Trhde,Shisa6,0.018436663,Co-localization,Zhang-Hughes-2004
Dgkb,Cpne4,0.003332872,Co-localization,Zhang-Hughes-2004
Nlgn1,Cpne4,0.002023262,Co-localization,Zhang-Hughes-2004
Nlgn1,Trhde,0.004938752,Co-localization,Zhang-Hughes-2004
Nlgn1,Dgkb,0.004384794,Co-localization,Zhang-Hughes-2004
Clstn2,Nlgn1,0.005964677,Co-localization,Zhang-Hughes-2004
Erc2,Cpne4,0.002426781,Co-localization,Zhang-Hughes-2004
Erc2,Dgkb,0.002522674,Co-localization,Zhang-Hughes-2004
Erc2,Nlgn1,0.003438909,Co-localization,Zhang-Hughes-2004
Ntm,Trhde,0.00762642,Co-localization,Zhang-Hughes-2004
Ntm,Nlgn1,0.002349187,Co-localization,Zhang-Hughes-2004
Ntm,Erc2,0.005154349,Co-localization,Zhang-Hughes-2004
Cadps,Nlgn1,0.003175587,Co-localization,Zhang-Hughes-2004
Cadps,Dcc,0.009998459,Co-localization,Zhang-Hughes-2004
Cadps,Ntm,0.004755187,Co-localization,Zhang-Hughes-2004
Tmem181a,Rims1,0.012962053,Co-localization,Zhang-Hughes-2004
Grm4,Kcnq5,0.015351574,Co-localization,Zhang-Hughes-2004
Cntn6,Shisa6,0.015931804,Co-localization,Zhang-Hughes-2004
Cntn6,Trhde,0.016474452,Co-localization,Zhang-Hughes-2004
Cntn6,Ntm,0.006806607,Co-localization,Zhang-Hughes-2004
Camk1g,Dcc,0.016916443,Co-localization,Zhang-Hughes-2004
Camk1g,Arhgef25,0.013725347,Co-localization,Zhang-Hughes-2004
Camk1g,Cadps,0.009999936,Co-localization,Zhang-Hughes-2004
Cntn3,Rims1,0.017665427,Co-localization,Zhang-Hughes-2004
Cntn3,Grik4,0.022110572,Co-localization,Zhang-Hughes-2004
Gabra4,Dgkb,0.008022268,Co-localization,Zhang-Hughes-2004
Gabra4,Nlgn1,0.004809822,Co-localization,Zhang-Hughes-2004
Cnksr2,Shisa6,0.011048961,Co-localization,Zhang-Hughes-2004
Cnksr2,Dock4,0.008166778,Co-localization,Zhang-Hughes-2004
Syt16,Nlgn1,0.005120035,Co-localization,Zhang-Hughes-2004
Syt16,Gabra4,0.018311046,Co-localization,Zhang-Hughes-2004
Syt1,Cpne4,0.002572234,Co-localization,Zhang-Hughes-2004
Syt1,Trhde,0.006260608,Co-localization,Zhang-Hughes-2004
Syt1,Dgkb,0.005556089,Co-localization,Zhang-Hughes-2004
Syt1,Nlgn1,0.00196716,Co-localization,Zhang-Hughes-2004
