Gene 1,Gene 2,Weight,Network group,Network,cluster
ADCY9,BDNF,0.009645056,Co-expression,Zapala-Barlow-2005,1
ADCY9,ST6GALNAC5,0.008611385,Co-expression,Zapala-Barlow-2005,1
NPY2R,EPHA6,0.014842239,Co-expression,Zapala-Barlow-2005,1
NPY2R,GRIA1,0.012253853,Co-expression,Zapala-Barlow-2005,1
NPY2R,PPP3CA,0.011482533,Co-expression,Zapala-Barlow-2005,1
NPY2R,PRKCE,0.01410068,Co-expression,Zapala-Barlow-2005,1
NPY2R,EPHA7,0.017153168,Co-expression,Zapala-Barlow-2005,1
NPY2R,BDNF,0.014312617,Co-expression,Zapala-Barlow-2005,1
NPY2R,ST6GALNAC5,0.011410211,Co-expression,Zapala-Barlow-2005,1
MEF2D,DMD,0.011036955,Co-expression,Zapala-Barlow-2005,1
MEF2D,MEF2C,0.012539648,Co-expression,Zapala-Barlow-2005,1
MAS1,EPHA6,0.015908686,Co-expression,Zapala-Barlow-2005,1
MAS1,ST6GALNAC5,0.010109106,Co-expression,Zapala-Barlow-2005,1
MAS1,NPY2R,0.01647997,Co-expression,Zapala-Barlow-2005,1
NTM,LRRTM4,0.010101311,Co-expression,Gallardo-Castrillon-2007,1
ELAVL2,FAM19A1,0.014352798,Co-expression,Gallardo-Castrillon-2007,1
KCNC1,NTM,0.010507515,Co-expression,Gallardo-Castrillon-2007,1
EPHA6,PEX5L,0.010720996,Co-expression,Gallardo-Castrillon-2007,1
EPHA6,HS6ST3,0.006596624,Co-expression,Gallardo-Castrillon-2007,1
GRIA1,ATP2B1,0.005805914,Co-expression,Gallardo-Castrillon-2007,1
CELF4,PCDH9,0.009898435,Co-expression,Gallardo-Castrillon-2007,1
CELF4,NTM,0.003090932,Co-expression,Gallardo-Castrillon-2007,1
PPP3CA,GRIA1,0.005207386,Co-expression,Gallardo-Castrillon-2007,1
HS6ST2,FAM19A1,0.021656413,Co-expression,Gallardo-Castrillon-2007,1
PRKCE,GRIA1,0.008015168,Co-expression,Gallardo-Castrillon-2007,1
EPHA7,ZFHX4,0.008445849,Co-expression,Gallardo-Castrillon-2007,1
GLRB,PCDH9,0.009695136,Co-expression,Gallardo-Castrillon-2007,1
GLRB,GRIA1,0.002408689,Co-expression,Gallardo-Castrillon-2007,1
GLRB,CELF4,0.002898656,Co-expression,Gallardo-Castrillon-2007,1
CTTNBP2,KCNN2,0.018832207,Co-expression,Gallardo-Castrillon-2007,1
GRIA2,NTM,0.00851049,Co-expression,Gallardo-Castrillon-2007,1
GRIA2,GRIA1,0.006227288,Co-expression,Gallardo-Castrillon-2007,1
GRIA2,CELF4,0.007675442,Co-expression,Gallardo-Castrillon-2007,1
GRIA2,GLRB,0.007709398,Co-expression,Gallardo-Castrillon-2007,1
BDNF,PLK2,0.022248266,Co-expression,Gallardo-Castrillon-2007,1
ST6GALNAC5,GRIA1,0.003332859,Co-expression,Gallardo-Castrillon-2007,1
FLRT2,ADGRL2,0.022826653,Co-expression,Gallardo-Castrillon-2007,1
FLRT2,ZFHX4,0.00628832,Co-expression,Gallardo-Castrillon-2007,1
GAD1,PCDH9,0.010717372,Co-expression,Gallardo-Castrillon-2007,1
GAD1,CNTNAP2,0.010618141,Co-expression,Gallardo-Castrillon-2007,1
GAD1,NTM,0.003281438,Co-expression,Gallardo-Castrillon-2007,1
GAD1,CELF4,0.003211463,Co-expression,Gallardo-Castrillon-2007,1
GAD1,GLRB,0.003074882,Co-expression,Gallardo-Castrillon-2007,1
ADCY9,ZBTB20,0.02063137,Co-expression,Gallardo-Castrillon-2007,1
NPY2R,KCNN2,0.016264845,Co-expression,Gallardo-Castrillon-2007,1
NPY2R,CTTNBP2,0.020236468,Co-expression,Gallardo-Castrillon-2007,1
ADGRB3,PCDH9,0.015594337,Co-expression,Gallardo-Castrillon-2007,1
ADGRB3,LRRTM4,0.012244964,Co-expression,Gallardo-Castrillon-2007,1
ADGRB3,ATP2B1,0.011233144,Co-expression,Gallardo-Castrillon-2007,1
ADGRB3,CELF4,0.004443461,Co-expression,Gallardo-Castrillon-2007,1
ADGRB3,GLRB,0.004366113,Co-expression,Gallardo-Castrillon-2007,1
ADGRB3,GAD1,0.00478011,Co-expression,Gallardo-Castrillon-2007,1
MAS1,GALNTL6,0.017438676,Co-expression,Gallardo-Castrillon-2007,1
TCF4,PLK2,0.006635504,Co-expression,Hovatta-Barlow-2005,1
TCF4,MEF2C,0.011426816,Co-expression,Hovatta-Barlow-2005,1
EPHA6,PLK2,0.008549662,Co-expression,Hovatta-Barlow-2005,1
GRIA1,EPHA6,0.01704551,Co-expression,Hovatta-Barlow-2005,1
PPP3CA,TCF4,0.007016204,Co-expression,Hovatta-Barlow-2005,1
PPP3CA,CELF4,0.00427398,Co-expression,Hovatta-Barlow-2005,1
PRKCE,PLK2,0.013265203,Co-expression,Hovatta-Barlow-2005,1
PRKCE,EPHA6,0.016711848,Co-expression,Hovatta-Barlow-2005,1
EPHA7,PLK2,0.013153004,Co-expression,Hovatta-Barlow-2005,1
EPHA7,TCF4,0.012683337,Co-expression,Hovatta-Barlow-2005,1
EPHA7,PPP3CA,0.012778007,Co-expression,Hovatta-Barlow-2005,1
GRIA2,TCF4,0.012743391,Co-expression,Hovatta-Barlow-2005,1
GRIA2,PPP3CA,0.014270902,Co-expression,Hovatta-Barlow-2005,1
BDNF,MEF2C,0.014343478,Co-expression,Hovatta-Barlow-2005,1
BDNF,TCF4,0.00886579,Co-expression,Hovatta-Barlow-2005,1
BDNF,PPP3CA,0.008882368,Co-expression,Hovatta-Barlow-2005,1
BDNF,EPHA7,0.015179643,Co-expression,Hovatta-Barlow-2005,1
ST6GALNAC5,PLK2,0.008155441,Co-expression,Hovatta-Barlow-2005,1
ST6GALNAC5,EPHA6,0.009894712,Co-expression,Hovatta-Barlow-2005,1
ST6GALNAC5,GRIA1,0.014415873,Co-expression,Hovatta-Barlow-2005,1
ST6GALNAC5,PRKCE,0.01518378,Co-expression,Hovatta-Barlow-2005,1
GAD1,CELF4,0.003446359,Co-expression,Hovatta-Barlow-2005,1
GAD1,GLRB,0.004580488,Co-expression,Hovatta-Barlow-2005,1
ADCY9,PLK2,0.010234281,Co-expression,Hovatta-Barlow-2005,1
ADCY9,MEF2C,0.016032912,Co-expression,Hovatta-Barlow-2005,1
ADCY9,TCF4,0.009313752,Co-expression,Hovatta-Barlow-2005,1
ADCY9,PPP3CA,0.009190974,Co-expression,Hovatta-Barlow-2005,1
ADCY9,EPHA7,0.017906088,Co-expression,Hovatta-Barlow-2005,1
NPY2R,PPP3CA,0.008667636,Co-expression,Hovatta-Barlow-2005,1
NPY2R,ST6GALNAC5,0.011048063,Co-expression,Hovatta-Barlow-2005,1
MEF2D,TCF4,0.008773027,Co-expression,Hovatta-Barlow-2005,1
MEF2D,CELF4,0.005756418,Co-expression,Hovatta-Barlow-2005,1
MEF2D,PPP3CA,0.010580198,Co-expression,Hovatta-Barlow-2005,1
MAS1,PLK2,0.008746431,Co-expression,Hovatta-Barlow-2005,1
MAS1,EPHA6,0.00982208,Co-expression,Hovatta-Barlow-2005,1
MAS1,GRIA1,0.014395122,Co-expression,Hovatta-Barlow-2005,1
MAS1,PRKCE,0.014101793,Co-expression,Hovatta-Barlow-2005,1
MAS1,ST6GALNAC5,0.008820483,Co-expression,Hovatta-Barlow-2005,1
NTM,PCDH9,0.00661504,Co-expression,Thorrez-Schuit-2008,1
EPHA6,GALNTL6,0.018395469,Co-expression,Thorrez-Schuit-2008,1
GRIA1,FAM19A1,0.007008124,Co-expression,Thorrez-Schuit-2008,1
GRIA1,LRRTM4,0.010051147,Co-expression,Thorrez-Schuit-2008,1
CELF4,PCDH9,0.005074306,Co-expression,Thorrez-Schuit-2008,1
CELF4,NTM,0.003770793,Co-expression,Thorrez-Schuit-2008,1
PPP3CA,KCNC1,0.018762106,Co-expression,Thorrez-Schuit-2008,1
PRKCE,GRIA1,0.013587208,Co-expression,Thorrez-Schuit-2008,1
PRKCE,CELF4,0.008838783,Co-expression,Thorrez-Schuit-2008,1
EPHA7,NTM,0.01004663,Co-expression,Thorrez-Schuit-2008,1
EPHA7,ELAVL2,0.026310412,Co-expression,Thorrez-Schuit-2008,1
EPHA7,CELF4,0.007779623,Co-expression,Thorrez-Schuit-2008,1
GLRB,CELF4,0.005768023,Co-expression,Thorrez-Schuit-2008,1
CTTNBP2,GLRB,0.01589355,Co-expression,Thorrez-Schuit-2008,1
BDNF,FAM19A1,0.009957973,Co-expression,Thorrez-Schuit-2008,1
BDNF,GRIA1,0.010431253,Co-expression,Thorrez-Schuit-2008,1
BDNF,CELF4,0.006541626,Co-expression,Thorrez-Schuit-2008,1
ST6GALNAC5,GRIA1,0.011606791,Co-expression,Thorrez-Schuit-2008,1
FLRT2,TRPS1,0.01422723,Co-expression,Thorrez-Schuit-2008,1
FLRT2,TCF4,0.014410041,Co-expression,Thorrez-Schuit-2008,1
GAD1,PCDH9,0.00712817,Co-expression,Thorrez-Schuit-2008,1
GAD1,NTM,0.005507171,Co-expression,Thorrez-Schuit-2008,1
GAD1,KCNC1,0.011580389,Co-expression,Thorrez-Schuit-2008,1
GAD1,GLRB,0.008135413,Co-expression,Thorrez-Schuit-2008,1
ADCY9,DMD,0.021554621,Co-expression,Thorrez-Schuit-2008,1
ADCY9,MEF2C,0.010240018,Co-expression,Thorrez-Schuit-2008,1
NPY2R,KCNN2,0.015238646,Co-expression,Thorrez-Schuit-2008,1
NPY2R,MEIS2,0.016010989,Co-expression,Thorrez-Schuit-2008,1
PAQR8,FAM19A1,0.009900425,Co-expression,Thorrez-Schuit-2008,1
PAQR8,LRRTM4,0.014230539,Co-expression,Thorrez-Schuit-2008,1
PAQR8,GRIA1,0.009911956,Co-expression,Thorrez-Schuit-2008,1
PAQR8,CTTNBP2,0.020896485,Co-expression,Thorrez-Schuit-2008,1
ADGRB3,PCDH9,0.004688339,Co-expression,Thorrez-Schuit-2008,1
ADGRB3,LRRTM4,0.005969038,Co-expression,Thorrez-Schuit-2008,1
ADGRB3,ATP2B1,0.006459957,Co-expression,Thorrez-Schuit-2008,1
ADGRB3,NTM,0.003554402,Co-expression,Thorrez-Schuit-2008,1
ADGRB3,ELAVL2,0.007711254,Co-expression,Thorrez-Schuit-2008,1
ADGRB3,CELF4,0.002784867,Co-expression,Thorrez-Schuit-2008,1
ADGRB3,EPHA7,0.00745739,Co-expression,Thorrez-Schuit-2008,1
ADGRB3,GLRB,0.005173667,Co-expression,Thorrez-Schuit-2008,1
ADGRB3,GAD1,0.003750598,Co-expression,Thorrez-Schuit-2008,1
MAS1,GALNTL6,0.018341964,Co-expression,Thorrez-Schuit-2008,1
MAS1,EPHA6,0.012172805,Co-expression,Thorrez-Schuit-2008,1
NTM,PCDH9,0.006672094,Co-expression,Lattin-Sweet-2008,1
MEIS2,ATP2B1,0.011248426,Co-expression,Lattin-Sweet-2008,1
KCNC1,NTM,0.010908032,Co-expression,Lattin-Sweet-2008,1
TCF4,NTM,0.011352117,Co-expression,Lattin-Sweet-2008,1
GRIA1,EPHA6,0.012296556,Co-expression,Lattin-Sweet-2008,1
CELF4,GRIA1,0.005226256,Co-expression,Lattin-Sweet-2008,1
PPP3CA,ATP2B1,0.005907207,Co-expression,Lattin-Sweet-2008,1
PRKCE,FAM19A1,0.018476924,Co-expression,Lattin-Sweet-2008,1
EPHA7,EPHA6,0.019868169,Co-expression,Lattin-Sweet-2008,1
EPHA7,GRIA1,0.01097459,Co-expression,Lattin-Sweet-2008,1
GLRB,PCDH9,0.009638397,Co-expression,Lattin-Sweet-2008,1
GLRB,PEX5L,0.015611179,Co-expression,Lattin-Sweet-2008,1
GLRB,NTM,0.008039068,Co-expression,Lattin-Sweet-2008,1
CTTNBP2,ATP2B1,0.012393036,Co-expression,Lattin-Sweet-2008,1
CTTNBP2,KCNN2,0.011885747,Co-expression,Lattin-Sweet-2008,1
CTTNBP2,MEIS2,0.018908508,Co-expression,Lattin-Sweet-2008,1
CTTNBP2,EPHA6,0.016309325,Co-expression,Lattin-Sweet-2008,1
CTTNBP2,GRIA1,0.012298443,Co-expression,Lattin-Sweet-2008,1
CTTNBP2,PPP3CA,0.008849147,Co-expression,Lattin-Sweet-2008,1
CTTNBP2,EPHA7,0.016267657,Co-expression,Lattin-Sweet-2008,1
FNDC4,PCDH9,0.008254904,Co-expression,Lattin-Sweet-2008,1
FNDC4,PEX5L,0.014830925,Co-expression,Lattin-Sweet-2008,1
FNDC4,GLRB,0.010375259,Co-expression,Lattin-Sweet-2008,1
GRIA2,LRRTM4,0.011001914,Co-expression,Lattin-Sweet-2008,1
GRIA2,ATP2B1,0.006007553,Co-expression,Lattin-Sweet-2008,1
GRIA2,MEIS2,0.009134241,Co-expression,Lattin-Sweet-2008,1
GRIA2,GRIA1,0.007135188,Co-expression,Lattin-Sweet-2008,1
GRIA2,CELF4,0.004080711,Co-expression,Lattin-Sweet-2008,1
GRIA2,CTTNBP2,0.009789965,Co-expression,Lattin-Sweet-2008,1
ST6GALNAC5,EPHA6,0.014061715,Co-expression,Lattin-Sweet-2008,1
ST6GALNAC5,GRIA1,0.00972401,Co-expression,Lattin-Sweet-2008,1
ST6GALNAC5,PPP3CA,0.006269157,Co-expression,Lattin-Sweet-2008,1
ST6GALNAC5,PRKCE,0.017518707,Co-expression,Lattin-Sweet-2008,1
ST6GALNAC5,EPHA7,0.014162825,Co-expression,Lattin-Sweet-2008,1
ST6GALNAC5,CTTNBP2,0.014012076,Co-expression,Lattin-Sweet-2008,1
FLRT2,ADGRL2,0.01892524,Co-expression,Lattin-Sweet-2008,1
GAD1,MEIS2,0.011185714,Co-expression,Lattin-Sweet-2008,1
GAD1,KCNC1,0.010873575,Co-expression,Lattin-Sweet-2008,1
ADCY9,KCNN2,0.012297661,Co-expression,Lattin-Sweet-2008,1
NPY2R,FAM19A1,0.015719395,Co-expression,Lattin-Sweet-2008,1
NPY2R,EPHA6,0.016781976,Co-expression,Lattin-Sweet-2008,1
NPY2R,GRIA1,0.011135488,Co-expression,Lattin-Sweet-2008,1
NPY2R,ST6GALNAC5,0.012809659,Co-expression,Lattin-Sweet-2008,1
MEF2D,MEF2C,0.027494332,Co-expression,Lattin-Sweet-2008,1
PAQR8,PCDH9,0.007283574,Co-expression,Lattin-Sweet-2008,1
PAQR8,FNDC4,0.008056331,Co-expression,Lattin-Sweet-2008,1
ADGRB3,LRRTM4,0.006768294,Co-expression,Lattin-Sweet-2008,1
ADGRB3,GRIA1,0.004398411,Co-expression,Lattin-Sweet-2008,1
ADGRB3,CELF4,0.002624742,Co-expression,Lattin-Sweet-2008,1
ADGRB3,GRIA2,0.003357151,Co-expression,Lattin-Sweet-2008,1
ELAVL2,KCNN2,0.01786683,Co-expression,Peng-Stevenson-2013,1
TCF4,MEIS2,0.015594926,Co-expression,Peng-Stevenson-2013,1
GRIA1,ZBTB20,0.005380398,Co-expression,Peng-Stevenson-2013,1
GRIA1,DMD,0.007064686,Co-expression,Peng-Stevenson-2013,1
PRKCE,FAM19A1,0.006539012,Co-expression,Peng-Stevenson-2013,1
PRKCE,ATP2B1,0.006695767,Co-expression,Peng-Stevenson-2013,1
EPHA7,PPP3CA,0.009871482,Co-expression,Peng-Stevenson-2013,1
BDNF,PRKCE,0.005319631,Co-expression,Peng-Stevenson-2013,1
ADCY9,ZBTB20,0.009487623,Co-expression,Peng-Stevenson-2013,1
ADCY9,GRIA1,0.003491805,Co-expression,Peng-Stevenson-2013,1
ZFHX4,ZFPM2,0.011929628,Co-expression,Boivin-Vidal-2012,1
TCF4,ZBTB20,0.009725962,Co-expression,Boivin-Vidal-2012,1
EPHA6,RUNX2,0.008916158,Co-expression,Boivin-Vidal-2012,1
EPHA6,KCNC1,0.004560559,Co-expression,Boivin-Vidal-2012,1
GAD1,KCNC1,0.01131514,Co-expression,Boivin-Vidal-2012,1
GAD1,EPHA6,0.008098753,Co-expression,Boivin-Vidal-2012,1
NPY2R,EPHA6,0.010414232,Co-expression,Boivin-Vidal-2012,1
MEIS2,ELAVL2,0.004209696,Co-expression,Anderson-Neville-2007,1
TCF4,PLK2,0.010544037,Co-expression,Anderson-Neville-2007,1
EPHA6,ELAVL2,0.004574983,Co-expression,Anderson-Neville-2007,1
PPP3CA,TCF4,0.008771646,Co-expression,Anderson-Neville-2007,1
EPHA7,ELAVL2,0.007535039,Co-expression,Anderson-Neville-2007,1
BDNF,TCF4,0.007486552,Co-expression,Anderson-Neville-2007,1
GAD1,MEIS2,0.012629771,Co-expression,Anderson-Neville-2007,1
TCF4,ZBTB20,0.005182401,Co-expression,Akahoshi-Ishii-2011,1
GRIA1,ZBTB20,0.005831959,Co-expression,Akahoshi-Ishii-2011,1
GRIA1,TCF4,0.006678303,Co-expression,Akahoshi-Ishii-2011,1
PPP3CA,ZBTB20,0.004610734,Co-expression,Akahoshi-Ishii-2011,1
PPP3CA,EPHA6,0.006616836,Co-expression,Akahoshi-Ishii-2011,1
PRKCE,ZBTB20,0.010140833,Co-expression,Akahoshi-Ishii-2011,1
PRKCE,TCF4,0.012577453,Co-expression,Akahoshi-Ishii-2011,1
PRKCE,EPHA6,0.013922559,Co-expression,Akahoshi-Ishii-2011,1
PRKCE,GRIA1,0.014995943,Co-expression,Akahoshi-Ishii-2011,1
PRKCE,PPP3CA,0.013417953,Co-expression,Akahoshi-Ishii-2011,1
GLRB,MEIS2,0.011235923,Co-expression,Akahoshi-Ishii-2011,1
GRIA2,ZBTB20,0.010572287,Co-expression,Akahoshi-Ishii-2011,1
GRIA2,TCF4,0.011759456,Co-expression,Akahoshi-Ishii-2011,1
GRIA2,GRIA1,0.014665057,Co-expression,Akahoshi-Ishii-2011,1
GRIA2,PPP3CA,0.011518112,Co-expression,Akahoshi-Ishii-2011,1
BDNF,ELAVL2,0.011482951,Co-expression,Akahoshi-Ishii-2011,1
ST6GALNAC5,ZBTB20,0.003584859,Co-expression,Akahoshi-Ishii-2011,1
ST6GALNAC5,ZFPM2,0.006644567,Co-expression,Akahoshi-Ishii-2011,1
ST6GALNAC5,TCF4,0.004187754,Co-expression,Akahoshi-Ishii-2011,1
ST6GALNAC5,EPHA6,0.005105822,Co-expression,Akahoshi-Ishii-2011,1
ST6GALNAC5,GRIA1,0.004396902,Co-expression,Akahoshi-Ishii-2011,1
ST6GALNAC5,PPP3CA,0.00393413,Co-expression,Akahoshi-Ishii-2011,1
ST6GALNAC5,PRKCE,0.008927063,Co-expression,Akahoshi-Ishii-2011,1
ST6GALNAC5,EPHA7,0.006067657,Co-expression,Akahoshi-Ishii-2011,1
ST6GALNAC5,GRIA2,0.006892151,Co-expression,Akahoshi-Ishii-2011,1
ADCY9,ZBTB20,0.009284298,Co-expression,Akahoshi-Ishii-2011,1
ADCY9,PPP3CA,0.012175931,Co-expression,Akahoshi-Ishii-2011,1
NPY2R,ZFPM2,0.006343187,Co-expression,Akahoshi-Ishii-2011,1
NPY2R,EPHA6,0.004289696,Co-expression,Akahoshi-Ishii-2011,1
NPY2R,EPHA7,0.006326435,Co-expression,Akahoshi-Ishii-2011,1
NPY2R,ST6GALNAC5,0.002842139,Co-expression,Akahoshi-Ishii-2011,1
MEF2D,GLRB,0.007526072,Co-expression,Akahoshi-Ishii-2011,1
MAS1,ST6GALNAC5,0.004076162,Co-expression,Akahoshi-Ishii-2011,1
MAS1,NPY2R,0.003573577,Co-expression,Akahoshi-Ishii-2011,1
DMD,MEIS2,0.01965346,Co-expression,Stein-Gusterson-2004,1
TCF4,ZBTB20,0.007649377,Co-expression,Stein-Gusterson-2004,1
BDNF,TCF4,0.007266426,Co-expression,Stein-Gusterson-2004,1
ST6GALNAC5,PLK2,0.009433513,Co-expression,Stein-Gusterson-2004,1
MEF2D,PPP3CA,0.00742895,Co-expression,Stein-Gusterson-2004,1
GRIA1,ZFHX4,0.012882107,Co-expression,Schreiner-Scott-2009,1
PPP3CA,TCF4,0.013744352,Co-expression,Schreiner-Scott-2009,1
PRKCE,EPHA6,0.017406082,Co-expression,Schreiner-Scott-2009,1
PRKCE,CELF4,0.015507286,Co-expression,Schreiner-Scott-2009,1
GLRB,DMD,0.012448434,Co-expression,Schreiner-Scott-2009,1
BDNF,ZBTB20,0.009522352,Co-expression,Schreiner-Scott-2009,1
BDNF,TCF4,0.011177463,Co-expression,Schreiner-Scott-2009,1
BDNF,PPP3CA,0.009006714,Co-expression,Schreiner-Scott-2009,1
GAD1,ELAVL2,0.019970797,Co-expression,Schreiner-Scott-2009,1
GAD1,TCF4,0.013817244,Co-expression,Schreiner-Scott-2009,1
MAS1,KCNC1,0.003980485,Co-expression,Schreiner-Scott-2009,1
TCF4,ZBTB20,0.003448512,Co-expression,Moggs-Orphanides-2004,1
CELF4,DMD,0.005013533,Co-expression,Moggs-Orphanides-2004,1
CELF4,TCF4,0.003842107,Co-expression,Moggs-Orphanides-2004,1
PPP3CA,TCF4,0.004477034,Co-expression,Moggs-Orphanides-2004,1
PPP3CA,CELF4,0.003693604,Co-expression,Moggs-Orphanides-2004,1
GLRB,MEIS2,0.004709002,Co-expression,Moggs-Orphanides-2004,1
GLRB,EPHA7,0.010565476,Co-expression,Moggs-Orphanides-2004,1
ADCY9,ZBTB20,0.006412594,Co-expression,Moggs-Orphanides-2004,1
NPY2R,DMD,0.013609481,Co-expression,Moggs-Orphanides-2004,1
NPY2R,CELF4,0.007500086,Co-expression,Moggs-Orphanides-2004,1
NPY2R,GLRB,0.008898029,Co-expression,Moggs-Orphanides-2004,1
MEF2D,DMD,0.007177537,Co-expression,Moggs-Orphanides-2004,1
MEF2D,TCF4,0.005051805,Co-expression,Moggs-Orphanides-2004,1
MEF2D,CELF4,0.004119598,Co-expression,Moggs-Orphanides-2004,1
MEF2C,PLK2,0.019715533,Co-expression,Jacobs-Benoist-2010,1
ST6GALNAC5,CELF4,0.017616255,Co-expression,Jacobs-Benoist-2010,1
MAS1,RUNX2,0.006998366,Co-expression,Jacobs-Benoist-2010,1
MAS1,EPHA6,0.005879132,Co-expression,Jacobs-Benoist-2010,1
ZFPM2,ZBTB20,0.014925343,Co-expression,Hernandez-Novoa-Kovacs-2008,1
EPHA6,ZFHX4,0.004226141,Co-expression,Hernandez-Novoa-Kovacs-2008,1
PRKCE,PPP3CA,0.010661665,Co-expression,Hernandez-Novoa-Kovacs-2008,1
BDNF,PPP3CA,0.004088303,Co-expression,Hernandez-Novoa-Kovacs-2008,1
MEF2D,MEIS2,0.005609395,Co-expression,Hernandez-Novoa-Kovacs-2008,1
MAS1,RUNX2,0.005157504,Co-expression,Hernandez-Novoa-Kovacs-2008,1
MAS1,KCNC1,0.003732573,Co-expression,Hernandez-Novoa-Kovacs-2008,1
MAS1,GAD1,0.003874205,Co-expression,Hernandez-Novoa-Kovacs-2008,1
ZFHX4,KCNN2,0.003661646,Co-expression,Rinn-Snyder-2004,1
MEF2C,PLK2,0.010540684,Co-expression,Rinn-Snyder-2004,1
EPHA6,KCNC1,0.005105029,Co-expression,Rinn-Snyder-2004,1
HS6ST2,ZFHX4,0.011140093,Co-expression,Rinn-Snyder-2004,1
PRKCE,MEF2C,0.016608177,Co-expression,Rinn-Snyder-2004,1
EPHA7,CELF4,0.01536488,Co-expression,Rinn-Snyder-2004,1
GLRB,NTM,0.008307475,Co-expression,Rinn-Snyder-2004,1
GLRB,ELAVL2,0.010675876,Co-expression,Rinn-Snyder-2004,1
GLRB,CELF4,0.004246166,Co-expression,Rinn-Snyder-2004,1
GLRB,PRKCE,0.005715478,Co-expression,Rinn-Snyder-2004,1
GLRB,EPHA7,0.009787694,Co-expression,Rinn-Snyder-2004,1
FNDC4,KCNN2,0.004809977,Co-expression,Rinn-Snyder-2004,1
FNDC4,ZFHX4,0.004634682,Co-expression,Rinn-Snyder-2004,1
GRIA2,GLRB,0.008399637,Co-expression,Rinn-Snyder-2004,1
ST6GALNAC5,MEF2C,0.012250287,Co-expression,Rinn-Snyder-2004,1
ST6GALNAC5,PRKCE,0.009137236,Co-expression,Rinn-Snyder-2004,1
ST6GALNAC5,GLRB,0.004264986,Co-expression,Rinn-Snyder-2004,1
