Gene 1,Gene 2,Weight,Network group,Network
GRIA3,GRIA1,0.026301395,Co-expression,Mallon-McKay-2013
CASK,GRM8,0.01690439,Co-expression,Mallon-McKay-2013
CASK,TENM4,0.0112041,Co-expression,Mallon-McKay-2013
NFIB,NFIA,0.01386008,Co-expression,Rieger-Chu-2004
TENM4,PCDH9,0.004146592,Co-expression,Rieger-Chu-2004
ZBTB20,GRM8,0.018460833,Co-expression,Rieger-Chu-2004
NRXN1,PCDH9,0.011130694,Co-expression,Rieger-Chu-2004
NRXN1,TENM4,0.003228582,Co-expression,Rieger-Chu-2004
SGCB,TENM1,0.0267207,Co-expression,Rieger-Chu-2004
GRIA4,DPP10,0.0260446,Co-expression,Perou-Botstein-2000
MEIS2,FNBP1L,0.006110007,Co-expression,Perou-Botstein-2000
GRIA1,PTPRT,0.0113093,Co-expression,Perou-Botstein-2000
NFIC,MEIS2,0.010014987,Co-expression,Perou-Botstein-2000
NFIX,NFIC,0.018861204,Co-expression,Perou-Botstein-2000
CASK,MEIS2,0.010469533,Co-expression,Perou-Botstein-2000
MEF2D,MEF2C,0.008508258,Co-expression,Perou-Botstein-2000
TOX,ASAP1,0.00848846,Co-expression,Wang-Cheung-2015
PTPRD,NFIB,0.021537801,Co-expression,Wang-Cheung-2015
MEIS2,TOX,0.0078744,Co-expression,Wang-Cheung-2015
MEF2C,FNBP1L,0.011266335,Co-expression,Wang-Cheung-2015
NFIC,CADM1,0.008111673,Co-expression,Wang-Cheung-2015
TRIP6,TOX,0.004427672,Co-expression,Wang-Cheung-2015
TRIP6,MEIS2,0.003014268,Co-expression,Wang-Cheung-2015
TRIP6,SGCB,0.006537263,Co-expression,Wang-Cheung-2015
HDAC7,ZBTB20,0.00954661,Co-expression,Wang-Cheung-2015
HDAC7,SGCB,0.011955612,Co-expression,Wang-Cheung-2015
GRIA4,CA10,0.017285272,Co-expression,Roth-Zlotnik-2006
NTM,SGCZ,0.014267123,Co-expression,Roth-Zlotnik-2006
PTPRD,PCDH9,0.011888834,Co-expression,Roth-Zlotnik-2006
CADM1,CA10,0.013938583,Co-expression,Roth-Zlotnik-2006
SGCG,SGCD,0.010805756,Co-expression,Roth-Zlotnik-2006
GRIA3,HS6ST3,0.017759968,Co-expression,Roth-Zlotnik-2006
GRIA3,GRIA2,0.026316354,Co-expression,Roth-Zlotnik-2006
LIN7C,NFIA,0.022165727,Co-expression,Roth-Zlotnik-2006
TRIP6,NFIC,0.010555095,Co-expression,Roth-Zlotnik-2006
PICK1,NFIX,0.00911257,Co-expression,Roth-Zlotnik-2006
GRIA4,CA10,0.00759792,Co-expression,Innocenti-Brown-2011
NFIB,NFIA,0.024754044,Co-expression,Innocenti-Brown-2011
MEF2C,ZEB2,0.01000063,Co-expression,Innocenti-Brown-2011
NFIX,PTPRD,0.021496173,Co-expression,Innocenti-Brown-2011
GRIA3,GRM8,0.02620221,Co-expression,Innocenti-Brown-2011
CADM1,TOX,0.023329904,Co-expression,Smirnov-Cheung-2009
MEF2C,ASAP1,0.011534013,Co-expression,Smirnov-Cheung-2009
CASK,ZBTB20,0.006509914,Co-expression,Smirnov-Cheung-2009
CASK,SGCB,0.007240036,Co-expression,Smirnov-Cheung-2009
PTPRD,TOX,0.005883977,Co-expression,Wu-Garvey-2007
MEF2C,NFIB,0.019260911,Co-expression,Wu-Garvey-2007
TENM1,GRIA2,0.007374298,Co-expression,Wu-Garvey-2007
CANX,ZBTB20,0.008781729,Co-expression,Wu-Garvey-2007
CANX,MEF2C,0.006618877,Co-expression,Wu-Garvey-2007
CASK,TOX,0.006264744,Co-expression,Wu-Garvey-2007
MEF2A,ZBTB20,0.010360446,Co-expression,Wu-Garvey-2007
PTPRD,TENM4,0.018688876,Co-expression,Burington-Shaughnessy-2008
MEF2A,ZBTB20,0.007664271,Co-expression,Burington-Shaughnessy-2008
GRM8,TSHZ3,0.020269072,Co-expression,Chen-Brown-2002
HDAC7,SGCB,0.014164187,Co-expression,Chen-Brown-2002
MEIS2,NFIB,0.010057339,Co-expression,Bild-Nevins-2006 B
MEIS2,ZBTB20,0.008581336,Co-expression,Bild-Nevins-2006 B
PTPRD,PCDH9,0.006284388,Co-expression,Dobbin-Giordano-2005
MEF2C,MEIS2,0.008558209,Co-expression,Dobbin-Giordano-2005
GRIA2,MEIS2,0.00492214,Co-expression,Dobbin-Giordano-2005
SGCD,MEIS2,0.011499653,Co-expression,Dobbin-Giordano-2005
SGCD,GRIA2,0.010559999,Co-expression,Dobbin-Giordano-2005
MEF2D,ASAP1,0.021417325,Co-expression,Dobbin-Giordano-2005
PCDH9,DPP10,0.019589333,Co-expression,Noble-Diehl-2008
HOXA13,GRM8,0.021088133,Co-expression,Noble-Diehl-2008
CASK,FNBP1L,0.025129717,Co-expression,Noble-Diehl-2008
NTM,GRIA4,0.004991705,Co-localization,Johnson-Shoemaker-2003
GRM8,NTM,0.006335419,Co-localization,Johnson-Shoemaker-2003
ZBTB20,NFIB,0.026044616,Co-localization,Johnson-Shoemaker-2003
PTPRD,NTM,0.006179098,Co-localization,Johnson-Shoemaker-2003
ZEB2,NTM,0.00314879,Co-localization,Johnson-Shoemaker-2003
ZEB2,PTPRD,0.011602077,Co-localization,Johnson-Shoemaker-2003
GRIA2,GRIA1,0.009917008,Co-localization,Johnson-Shoemaker-2003
TENM1,NRXN1,0.013688334,Co-localization,Johnson-Shoemaker-2003
SGCG,SGCD,0.007547785,Co-localization,Johnson-Shoemaker-2003
SGCB,NTM,0.003978849,Co-localization,Johnson-Shoemaker-2003
NFIX,NFIB,0.023487253,Co-localization,Johnson-Shoemaker-2003
NFIX,SGCB,0.01720881,Co-localization,Johnson-Shoemaker-2003
GRIA3,PTPRT,0.012584426,Co-localization,Johnson-Shoemaker-2003
GRIA3,GRIA2,0.007140839,Co-localization,Johnson-Shoemaker-2003
CASK,FNBP1L,0.02544548,Co-localization,Johnson-Shoemaker-2003
CASK,SGCB,0.016212428,Co-localization,Johnson-Shoemaker-2003
MEF2A,SGCG,0.008163218,Co-localization,Johnson-Shoemaker-2003
MEF2D,MEF2A,0.027657235,Co-localization,Johnson-Shoemaker-2003
PICK1,NTM,0.005418961,Co-localization,Johnson-Shoemaker-2003
GRM8,GRIA4,0.010507279,Co-localization,Schadt-Shoemaker-2004
GRIA2,GRIA4,0.007023969,Co-localization,Schadt-Shoemaker-2004
GRIA2,GRM8,0.010862794,Co-localization,Schadt-Shoemaker-2004
GRIA3,GRIA4,0.00588591,Co-localization,Schadt-Shoemaker-2004
GRIA3,GRM8,0.010954808,Co-localization,Schadt-Shoemaker-2004
GRIA3,GRIA2,0.006349907,Co-localization,Schadt-Shoemaker-2004
CIT,TSHZ2,0.000359626,Genetic Interactions,Lin-Smith-2010
SGCZ,TSHZ3,0.000651197,Genetic Interactions,Lin-Smith-2010
SGCZ,DPP10,0.000448983,Genetic Interactions,Lin-Smith-2010
CA10,TSHZ2,0.000224522,Genetic Interactions,Lin-Smith-2010
NFIA,TSHZ2,0.000164783,Genetic Interactions,Lin-Smith-2010
NFIA,HS6ST3,0.000194716,Genetic Interactions,Lin-Smith-2010
NFIA,DPP10,0.000158745,Genetic Interactions,Lin-Smith-2010
NFIA,SGCZ,0.000322211,Genetic Interactions,Lin-Smith-2010
ASAP1,CA10,0.000447872,Genetic Interactions,Lin-Smith-2010
GRIA4,TSHZ2,0.000281108,Genetic Interactions,Lin-Smith-2010
GRIA4,HS6ST3,0.000332173,Genetic Interactions,Lin-Smith-2010
GRIA4,DPP10,0.000270809,Genetic Interactions,Lin-Smith-2010
GRIA4,CA10,0.000264802,Genetic Interactions,Lin-Smith-2010
GRIA4,NFIA,0.000194345,Genetic Interactions,Lin-Smith-2010
PCDH9,TSHZ3,0.000409302,Genetic Interactions,Lin-Smith-2010
PCDH9,SGCZ,0.000572796,Genetic Interactions,Lin-Smith-2010
PCDH9,GRIA4,0.000345488,Genetic Interactions,Lin-Smith-2010
NFIB,TSHZ3,0.000239809,Genetic Interactions,Lin-Smith-2010
NFIB,HS6ST3,0.000202807,Genetic Interactions,Lin-Smith-2010
NFIB,CIT,0.00025896,Genetic Interactions,Lin-Smith-2010
NFIB,DPP10,0.000165342,Genetic Interactions,Lin-Smith-2010
NFIB,CA10,0.000161674,Genetic Interactions,Lin-Smith-2010
NFIB,GRIA4,0.000202421,Genetic Interactions,Lin-Smith-2010
GRM8,TSHZ2,0.000681372,Genetic Interactions,Lin-Smith-2010
GRM8,NFIA,0.000471068,Genetic Interactions,Lin-Smith-2010
TOX,TSHZ2,0.000412079,Genetic Interactions,Lin-Smith-2010
TOX,NFIA,0.000284892,Genetic Interactions,Lin-Smith-2010
ZBTB20,TSHZ2,0.000222192,Genetic Interactions,Lin-Smith-2010
ZBTB20,TSHZ3,0.000310456,Genetic Interactions,Lin-Smith-2010
ZBTB20,HS6ST3,0.000262553,Genetic Interactions,Lin-Smith-2010
ZBTB20,CIT,0.000335248,Genetic Interactions,Lin-Smith-2010
ZBTB20,DPP10,0.000214051,Genetic Interactions,Lin-Smith-2010
ZBTB20,NFIA,0.000153613,Genetic Interactions,Lin-Smith-2010
ZBTB20,ASAP1,0.000443223,Genetic Interactions,Lin-Smith-2010
ZBTB20,GRIA4,0.000262053,Genetic Interactions,Lin-Smith-2010
ZBTB20,PCDH9,0.000273078,Genetic Interactions,Lin-Smith-2010
ZBTB20,NFIB,0.000159996,Genetic Interactions,Lin-Smith-2010
ZBTB20,GRM8,0.000635184,Genetic Interactions,Lin-Smith-2010
PTPRD,TSHZ2,0.000185737,Genetic Interactions,Lin-Smith-2010
PTPRD,TSHZ3,0.00025952,Genetic Interactions,Lin-Smith-2010
PTPRD,HS6ST3,0.000219477,Genetic Interactions,Lin-Smith-2010
PTPRD,CIT,0.000280245,Genetic Interactions,Lin-Smith-2010
PTPRD,SGCZ,0.000363184,Genetic Interactions,Lin-Smith-2010
PTPRD,CA10,0.000174963,Genetic Interactions,Lin-Smith-2010
PTPRD,NFIA,0.00012841,Genetic Interactions,Lin-Smith-2010
PTPRD,GRIA4,0.000219058,Genetic Interactions,Lin-Smith-2010
PTPRD,PCDH9,0.000228275,Genetic Interactions,Lin-Smith-2010
PTPRD,ZBTB20,0.000173146,Genetic Interactions,Lin-Smith-2010
CADM1,TSHZ2,0.000230444,Genetic Interactions,Lin-Smith-2010
CADM1,TSHZ3,0.000321986,Genetic Interactions,Lin-Smith-2010
CADM1,NFIA,0.000159318,Genetic Interactions,Lin-Smith-2010
CADM1,NFIB,0.000165939,Genetic Interactions,Lin-Smith-2010
CADM1,ZBTB20,0.000214823,Genetic Interactions,Lin-Smith-2010
CADM1,PTPRD,0.000179577,Genetic Interactions,Lin-Smith-2010
ZEB2,TSHZ2,0.000204344,Genetic Interactions,Lin-Smith-2010
ZEB2,CIT,0.00030832,Genetic Interactions,Lin-Smith-2010
ZEB2,CA10,0.000192491,Genetic Interactions,Lin-Smith-2010
ZEB2,NFIA,0.000141274,Genetic Interactions,Lin-Smith-2010
ZEB2,ASAP1,0.000407622,Genetic Interactions,Lin-Smith-2010
ZEB2,GRIA4,0.000241004,Genetic Interactions,Lin-Smith-2010
ZEB2,NFIB,0.000147145,Genetic Interactions,Lin-Smith-2010
ZEB2,TOX,0.00035329,Genetic Interactions,Lin-Smith-2010
ZEB2,ZBTB20,0.000190493,Genetic Interactions,Lin-Smith-2010
ZEB2,PTPRD,0.000159239,Genetic Interactions,Lin-Smith-2010
PTPRT,HS6ST3,0.000229934,Genetic Interactions,Lin-Smith-2010
PTPRT,DPP10,0.000187457,Genetic Interactions,Lin-Smith-2010
PTPRT,CA10,0.000183299,Genetic Interactions,Lin-Smith-2010
PTPRT,NFIA,0.000134528,Genetic Interactions,Lin-Smith-2010
PTPRT,GRIA4,0.000229496,Genetic Interactions,Lin-Smith-2010
PTPRT,PCDH9,0.000239151,Genetic Interactions,Lin-Smith-2010
PTPRT,NFIB,0.000140118,Genetic Interactions,Lin-Smith-2010
PTPRT,TOX,0.00033642,Genetic Interactions,Lin-Smith-2010
PTPRT,ZBTB20,0.000181396,Genetic Interactions,Lin-Smith-2010
PTPRT,PTPRD,0.000151635,Genetic Interactions,Lin-Smith-2010
PTPRT,CADM1,0.000188134,Genetic Interactions,Lin-Smith-2010
MEIS2,DPP10,0.000276897,Genetic Interactions,Lin-Smith-2010
MEIS2,CA10,0.000270755,Genetic Interactions,Lin-Smith-2010
MEIS2,NFIA,0.000198714,Genetic Interactions,Lin-Smith-2010
MEIS2,GRIA4,0.000338994,Genetic Interactions,Lin-Smith-2010
MEIS2,PCDH9,0.000353256,Genetic Interactions,Lin-Smith-2010
MEIS2,NFIB,0.000206972,Genetic Interactions,Lin-Smith-2010
MEIS2,TOX,0.000496934,Genetic Interactions,Lin-Smith-2010
MEIS2,ZBTB20,0.000267945,Genetic Interactions,Lin-Smith-2010
MEIS2,PTPRD,0.000223983,Genetic Interactions,Lin-Smith-2010
MEIS2,ZEB2,0.000246422,Genetic Interactions,Lin-Smith-2010
GRIA1,DPP10,0.000224831,Genetic Interactions,Lin-Smith-2010
GRIA1,CA10,0.000219844,Genetic Interactions,Lin-Smith-2010
GRIA1,PCDH9,0.000286831,Genetic Interactions,Lin-Smith-2010
GRIA1,NFIB,0.000168054,Genetic Interactions,Lin-Smith-2010
GRIA1,ZBTB20,0.000217562,Genetic Interactions,Lin-Smith-2010
GRIA1,PTPRD,0.000181867,Genetic Interactions,Lin-Smith-2010
GRIA1,CADM1,0.000225642,Genetic Interactions,Lin-Smith-2010
GRIA1,PTPRT,0.000190532,Genetic Interactions,Lin-Smith-2010
MEF2C,HS6ST3,0.000428621,Genetic Interactions,Lin-Smith-2010
MEF2C,CIT,0.000547296,Genetic Interactions,Lin-Smith-2010
MEF2C,NFIA,0.000250774,Genetic Interactions,Lin-Smith-2010
MEF2C,PCDH9,0.000445803,Genetic Interactions,Lin-Smith-2010
MEF2C,NFIB,0.000261195,Genetic Interactions,Lin-Smith-2010
MEF2C,ZBTB20,0.000338142,Genetic Interactions,Lin-Smith-2010
MEF2C,PTPRD,0.000282663,Genetic Interactions,Lin-Smith-2010
MEF2C,PTPRT,0.000296131,Genetic Interactions,Lin-Smith-2010
GRIA2,TSHZ3,0.000412204,Genetic Interactions,Lin-Smith-2010
GRIA2,DPP10,0.000284204,Genetic Interactions,Lin-Smith-2010
GRIA2,PCDH9,0.000362577,Genetic Interactions,Lin-Smith-2010
GRIA2,NFIB,0.000212433,Genetic Interactions,Lin-Smith-2010
GRIA2,PTPRT,0.000240847,Genetic Interactions,Lin-Smith-2010
GRIA2,MEIS2,0.000355761,Genetic Interactions,Lin-Smith-2010
DLG1,TSHZ3,0.00037507,Genetic Interactions,Lin-Smith-2010
DLG1,CIT,0.000405023,Genetic Interactions,Lin-Smith-2010
DLG1,NFIB,0.000193296,Genetic Interactions,Lin-Smith-2010
DLG1,CADM1,0.000259534,Genetic Interactions,Lin-Smith-2010
DLG1,ZEB2,0.00023014,Genetic Interactions,Lin-Smith-2010
DLG1,PTPRT,0.00021915,Genetic Interactions,Lin-Smith-2010
DLG1,MEIS2,0.000323712,Genetic Interactions,Lin-Smith-2010
TENM1,CIT,0.000727448,Genetic Interactions,Lin-Smith-2010
TENM1,CA10,0.000454161,Genetic Interactions,Lin-Smith-2010
TENM1,NFIB,0.000347172,Genetic Interactions,Lin-Smith-2010
TENM1,ZBTB20,0.000449447,Genetic Interactions,Lin-Smith-2010
TENM1,ZEB2,0.000413346,Genetic Interactions,Lin-Smith-2010
TENM1,MEF2C,0.000733726,Genetic Interactions,Lin-Smith-2010
SGCD,ZBTB20,0.000276527,Genetic Interactions,Lin-Smith-2010
SGCD,PTPRT,0.000242172,Genetic Interactions,Lin-Smith-2010
SGCD,TENM1,0.00060003,Genetic Interactions,Lin-Smith-2010
SGCG,TSHZ2,0.000396848,Genetic Interactions,Lin-Smith-2010
SGCG,TSHZ3,0.000554493,Genetic Interactions,Lin-Smith-2010
SGCG,NFIA,0.000274362,Genetic Interactions,Lin-Smith-2010
SGCG,NFIB,0.000285763,Genetic Interactions,Lin-Smith-2010
SGCG,CADM1,0.000383687,Genetic Interactions,Lin-Smith-2010
SGCG,PTPRT,0.000323985,Genetic Interactions,Lin-Smith-2010
SGCG,GRIA1,0.000388578,Genetic Interactions,Lin-Smith-2010
SGCG,TENM1,0.000802739,Genetic Interactions,Lin-Smith-2010
SGCG,SGCD,0.000493894,Genetic Interactions,Lin-Smith-2010
NFIC,TSHZ3,0.001106444,Genetic Interactions,Lin-Smith-2010
NFIC,CIT,0.001194803,Genetic Interactions,Lin-Smith-2010
NFIC,NFIA,0.000547466,Genetic Interactions,Lin-Smith-2010
NFIC,TOX,0.001369072,Genetic Interactions,Lin-Smith-2010
NFIC,GRIA2,0.000980135,Genetic Interactions,Lin-Smith-2010
SGCB,TSHZ2,0.000432072,Genetic Interactions,Lin-Smith-2010
SGCB,ZBTB20,0.000402783,Genetic Interactions,Lin-Smith-2010
SGCB,PTPRD,0.000336699,Genetic Interactions,Lin-Smith-2010
SGCB,ZEB2,0.000370431,Genetic Interactions,Lin-Smith-2010
SGCB,PTPRT,0.000352742,Genetic Interactions,Lin-Smith-2010
NFIX,HS6ST3,0.000574824,Genetic Interactions,Lin-Smith-2010
NFIX,ZBTB20,0.000453482,Genetic Interactions,Lin-Smith-2010
NFIX,PTPRD,0.00037908,Genetic Interactions,Lin-Smith-2010
NFIX,CADM1,0.000470325,Genetic Interactions,Lin-Smith-2010
NFIX,PTPRT,0.000397142,Genetic Interactions,Lin-Smith-2010
NFIX,GRIA1,0.000476321,Genetic Interactions,Lin-Smith-2010
NFIX,SGCG,0.000809947,Genetic Interactions,Lin-Smith-2010
NFIX,SGCB,0.000881839,Genetic Interactions,Lin-Smith-2010
GRIA3,HS6ST3,0.000547439,Genetic Interactions,Lin-Smith-2010
GRIA3,PTPRT,0.000378222,Genetic Interactions,Lin-Smith-2010
GRIA3,GRIA1,0.000453629,Genetic Interactions,Lin-Smith-2010
GRIA3,DLG1,0.000521765,Genetic Interactions,Lin-Smith-2010
LIN7C,TSHZ3,0.000990319,Genetic Interactions,Lin-Smith-2010
LIN7C,SGCZ,0.001385899,Genetic Interactions,Lin-Smith-2010
LIN7C,CA10,0.000667652,Genetic Interactions,Lin-Smith-2010
LIN7C,ZBTB20,0.000660722,Genetic Interactions,Lin-Smith-2010
CANX,NFIA,0.00027443,Genetic Interactions,Lin-Smith-2010
CANX,GRIA4,0.000468159,Genetic Interactions,Lin-Smith-2010
CANX,NFIB,0.000285834,Genetic Interactions,Lin-Smith-2010
CANX,ZBTB20,0.000370038,Genetic Interactions,Lin-Smith-2010
CANX,PTPRD,0.000309327,Genetic Interactions,Lin-Smith-2010
CANX,CADM1,0.000383782,Genetic Interactions,Lin-Smith-2010
CANX,MEIS2,0.000478684,Genetic Interactions,Lin-Smith-2010
CANX,DLG1,0.000447054,Genetic Interactions,Lin-Smith-2010
CANX,TENM1,0.000802938,Genetic Interactions,Lin-Smith-2010
HJURP,NFIA,0.00083548,Genetic Interactions,Lin-Smith-2010
DPP9,NFIB,0.000427669,Genetic Interactions,Lin-Smith-2010
DPP9,GRIA1,0.000581541,Genetic Interactions,Lin-Smith-2010
DPP9,TENM1,0.001201369,Genetic Interactions,Lin-Smith-2010
DPP9,SGCD,0.000739156,Genetic Interactions,Lin-Smith-2010
CASK,NFIA,0.000375677,Genetic Interactions,Lin-Smith-2010
CASK,ASAP1,0.001083952,Genetic Interactions,Lin-Smith-2010
CASK,GRIA4,0.00064088,Genetic Interactions,Lin-Smith-2010
CASK,ZBTB20,0.000506559,Genetic Interactions,Lin-Smith-2010
CASK,PTPRD,0.000423449,Genetic Interactions,Lin-Smith-2010
CASK,SGCD,0.000676278,Genetic Interactions,Lin-Smith-2010
DPP8,TSHZ2,0.000607324,Genetic Interactions,Lin-Smith-2010
DPP8,NFIB,0.000437323,Genetic Interactions,Lin-Smith-2010
DPP8,TOX,0.001049999,Genetic Interactions,Lin-Smith-2010
DPP8,DLG1,0.000683989,Genetic Interactions,Lin-Smith-2010
MEF2A,TSHZ3,0.000510122,Genetic Interactions,Lin-Smith-2010
MEF2A,CIT,0.000550859,Genetic Interactions,Lin-Smith-2010
MEF2A,NFIA,0.000252407,Genetic Interactions,Lin-Smith-2010
MEF2A,PTPRD,0.000284504,Genetic Interactions,Lin-Smith-2010
MEF2A,MEIS2,0.00044027,Genetic Interactions,Lin-Smith-2010
MEF2A,DLG1,0.000411178,Genetic Interactions,Lin-Smith-2010
MEF2A,SGCD,0.000454372,Genetic Interactions,Lin-Smith-2010
MEF2D,TSHZ2,0.00037873,Genetic Interactions,Lin-Smith-2010
MEF2D,SGCZ,0.000740556,Genetic Interactions,Lin-Smith-2010
MEF2D,CA10,0.00035676,Genetic Interactions,Lin-Smith-2010
MEF2D,CADM1,0.00036617,Genetic Interactions,Lin-Smith-2010
MEF2D,ZEB2,0.000324698,Genetic Interactions,Lin-Smith-2010
MEF2D,DLG1,0.000426539,Genetic Interactions,Lin-Smith-2010
MEF2D,LIN7C,0.001126213,Genetic Interactions,Lin-Smith-2010
MEF2D,MEF2A,0.000580122,Genetic Interactions,Lin-Smith-2010
HDAC7,DPP10,0.000677595,Genetic Interactions,Lin-Smith-2010
HDAC7,NFIA,0.000486273,Genetic Interactions,Lin-Smith-2010
HDAC7,ZEB2,0.000603019,Genetic Interactions,Lin-Smith-2010
HDAC7,CANX,0.001171386,Genetic Interactions,Lin-Smith-2010
HDAC7,MEF2A,0.001077383,Genetic Interactions,Lin-Smith-2010
DLG1,GRIA1,0.13573264,Pathway,IMID
CASK,NRXN1,0.16040552,Pathway,IMID
CASK,LIN7C,0.17597826,Pathway,IMID
PICK1,GRIA1,0.17965174,Pathway,IMID
GRIA1,GRIA4,0.13587937,Physical Interactions,IREF-BIOGRID
GRIA2,GRIA1,0.06640295,Physical Interactions,IREF-BIOGRID
DLG1,GRIA1,0.025152564,Physical Interactions,IREF-BIOGRID
NFIC,NFIB,0.15160653,Physical Interactions,IREF-BIOGRID
NFIX,NFIB,0.20691623,Physical Interactions,IREF-BIOGRID
LIN7C,DLG1,0.03262963,Physical Interactions,IREF-BIOGRID
CASK,DLG1,0.011765566,Physical Interactions,IREF-BIOGRID
CASK,LIN7C,0.031473942,Physical Interactions,IREF-BIOGRID
MEF2D,MEF2A,0.048578728,Physical Interactions,IREF-BIOGRID
HDAC7,MEF2C,0.03062659,Physical Interactions,IREF-BIOGRID
HDAC7,MEF2A,0.029213555,Physical Interactions,IREF-BIOGRID
PICK1,GRIA4,0.07460413,Physical Interactions,IREF-BIOGRID
PICK1,GRIA1,0.028477384,Physical Interactions,IREF-BIOGRID
PICK1,GRIA2,0.03645833,Physical Interactions,IREF-BIOGRID
PICK1,GRIA3,0.11575736,Physical Interactions,IREF-BIOGRID
NRXN1,PTPRT,0.09210993,Physical Interactions,IREF-INTACT
DLG1,ASAP1,0.02924176,Physical Interactions,IREF-INTACT
MEF2A,NFIX,0.24390729,Physical Interactions,IREF-INTACT
GRIA1,GRIA4,0.53899354,Predicted,I2D-BIND-Rat2Human
GRIA2,GRIA1,0.10898389,Predicted,I2D-BIND-Rat2Human
LIN7C,DLG1,0.468835,Predicted,I2D-BIND-Rat2Human
CANX,GRIA1,0.23191097,Predicted,I2D-BIND-Rat2Human
CANX,GRIA2,0.23017892,Predicted,I2D-BIND-Rat2Human
CANX,GRIA3,0.3426236,Predicted,I2D-BIND-Rat2Human
CASK,NRXN1,0.08391113,Predicted,I2D-BIND-Rat2Human
PICK1,GRIA1,0.08073132,Predicted,I2D-BIND-Rat2Human
PICK1,GRIA2,0.08012836,Predicted,I2D-BIND-Rat2Human
PICK1,GRIA3,0.11927185,Predicted,I2D-BIND-Rat2Human
MEF2C,CIT,0.26740512,Predicted,I2D-IntAct-Mouse2Human
GRIA2,GRIA4,0.39718446,Predicted,I2D-IntAct-Mouse2Human
GRIA2,GRIA1,0.20638463,Predicted,I2D-IntAct-Mouse2Human
GRIA3,GRIA2,0.34132034,Predicted,I2D-IntAct-Mouse2Human
HOXA13,MEIS2,0.66100985,Predicted,I2D-IntAct-Mouse2Human
LRFN1,DLG1,0.7343266,Predicted,I2D-IntAct-Mouse2Human
MEF2A,NFIX,0.25483292,Predicted,I2D-IntAct-Mouse2Human
TRIP6,MEF2C,0.50889254,Predicted,I2D-IntAct-Mouse2Human
HDAC7,MEF2C,0.50889254,Predicted,I2D-IntAct-Mouse2Human
PICK1,GRIA2,0.30229253,Predicted,I2D-IntAct-Mouse2Human
GRIA2,GRIA1,0.70710677,Predicted,I2D-MGI-Mouse2Human
SGCD,SGCZ,0.5,Predicted,I2D-MGI-Mouse2Human
SGCG,SGCZ,0.5,Predicted,I2D-MGI-Mouse2Human
SGCG,SGCD,0.5,Predicted,I2D-MGI-Mouse2Human
GRIA3,GRIA2,0.70710677,Predicted,I2D-MGI-Mouse2Human
CASK,CADM1,0.55178285,Predicted,I2D-MGI-Mouse2Human
CASK,DLG1,0.1875007,Predicted,I2D-MGI-Mouse2Human
GRIA2,GRIA1,0.1816205,Predicted,I2D-MINT-Mouse2Human
HDAC7,MEF2A,0.62289274,Predicted,I2D-MINT-Mouse2Human
GRIA2,GRIA1,0.1482913,Predicted,I2D-IntAct-Rat2Human
LIN7C,DLG1,0.24376644,Predicted,I2D-IntAct-Rat2Human
PICK1,GRIA2,0.20441177,Predicted,I2D-IntAct-Rat2Human
PICK1,GRIA3,0.44045168,Predicted,I2D-IntAct-Rat2Human
TENM3,TENM2,0.5296512,Shared protein domains,PFAM
NFIB,NFIA,0.1920522,Shared protein domains,PFAM
GRM8,GRIA4,0.011914923,Shared protein domains,PFAM
