Gene 1,Gene 2,Weight,Network group,Network
KCND2,SYT13,0.0063432,Co-expression,Innocenti-Brown-2011
ERC2,MMP16,0.011286574,Co-expression,Perou-Botstein-2000
AUTS2,PCDH9,0.007873384,Co-expression,Dobbin-Giordano-2005
GRIA1,GRIK3,0.011017432,Co-expression,Dobbin-Giordano-2005
APBB1,MMP16,0.020701012,Co-expression,Dobbin-Giordano-2005
ID3,PCDH9,0.008336267,Co-expression,Dobbin-Giordano-2005
ID3,AUTS2,0.016024977,Co-expression,Dobbin-Giordano-2005
NRXN3,SYT13,0.007212465,Co-expression,Dobbin-Giordano-2005
NLGN1,GRIK3,0.015474182,Co-expression,Wang-Cheung-2015
SYT13,ELAVL4,0.013218573,Co-expression,Wang-Cheung-2015
APBB1,TLE4,0.016525665,Co-expression,Wang-Cheung-2015
ZNF609,TCF4,0.018568762,Co-expression,Wang-Cheung-2015
NRXN1,ELAVL4,0.008229948,Co-expression,Bild-Nevins-2006 B
NLGN1,NRXN1,0.007290186,Co-expression,Bild-Nevins-2006 B
ELAVL4,CELF4,0.007869755,Co-localization,Johnson-Shoemaker-2003
ELAVL4,MMP16,0.00450545,Co-localization,Johnson-Shoemaker-2003
NRXN1,MMP16,0.015545629,Co-localization,Johnson-Shoemaker-2003
NRXN1,ELAVL4,0.005552607,Co-localization,Johnson-Shoemaker-2003
GRIA1,MMP16,0.011673794,Co-localization,Johnson-Shoemaker-2003
TCF4,MMP16,0.014750737,Co-localization,Johnson-Shoemaker-2003
ATN1,PBX1,0.012211652,Co-localization,Johnson-Shoemaker-2003
CACNG2,CELF4,0.012977617,Co-localization,Johnson-Shoemaker-2003
CACNG2,ELAVL4,0.003276837,Co-localization,Johnson-Shoemaker-2003
CACNG2,NRXN1,0.009646948,Co-localization,Johnson-Shoemaker-2003
CACNG2,NLGN1,0.011915587,Co-localization,Johnson-Shoemaker-2003
NRXN3,ELAVL4,0.00785889,Co-localization,Johnson-Shoemaker-2003
NRXN3,CACNG2,0.013422737,Co-localization,Johnson-Shoemaker-2003
NRXN2,NRXN1,0.024914535,Co-localization,Johnson-Shoemaker-2003
KCND2,NLGN1,0.020146769,Co-localization,Johnson-Shoemaker-2003
KCND2,NRXN2,0.019040702,Co-localization,Johnson-Shoemaker-2003
TANC2,ELAVL4,0.007371087,Co-localization,Johnson-Shoemaker-2003
TANC2,GRIA1,0.019109286,Co-localization,Johnson-Shoemaker-2003
HS3ST4,CELF4,0.000218389,Genetic Interactions,Lin-Smith-2010
TSHZ2,HS3ST4,0.000177505,Genetic Interactions,Lin-Smith-2010
MMP16,HS3ST4,0.00038002,Genetic Interactions,Lin-Smith-2010
MMP16,TSHZ2,0.000510279,Genetic Interactions,Lin-Smith-2010
DPP10,SGCZ,0.000448983,Genetic Interactions,Lin-Smith-2010
DPP10,CELF4,0.000282502,Genetic Interactions,Lin-Smith-2010
DPP10,MMP16,0.000491583,Genetic Interactions,Lin-Smith-2010
PRICKLE1,CELF4,0.000341807,Genetic Interactions,Lin-Smith-2010
PRICKLE1,HS3ST4,0.0002069,Genetic Interactions,Lin-Smith-2010
PRICKLE1,TSHZ2,0.000277818,Genetic Interactions,Lin-Smith-2010
PRICKLE1,DPP10,0.000267639,Genetic Interactions,Lin-Smith-2010
TLE4,HS3ST4,0.000220608,Genetic Interactions,Lin-Smith-2010
TLE4,TSHZ2,0.000296226,Genetic Interactions,Lin-Smith-2010
TLE4,DPP10,0.000285373,Genetic Interactions,Lin-Smith-2010
ZNF608,BRINP3,0.000677588,Genetic Interactions,Lin-Smith-2010
TSHZ3,SGCZ,0.000651197,Genetic Interactions,Lin-Smith-2010
TSHZ3,HS3ST4,0.000248018,Genetic Interactions,Lin-Smith-2010
SOX5,ZNF608,0.00045063,Genetic Interactions,Lin-Smith-2010
PCDH9,SGCZ,0.000572796,Genetic Interactions,Lin-Smith-2010
PCDH9,CELF4,0.000360406,Genetic Interactions,Lin-Smith-2010
PCDH9,MMP16,0.000627144,Genetic Interactions,Lin-Smith-2010
PCDH9,PRICKLE1,0.000341444,Genetic Interactions,Lin-Smith-2010
PCDH9,TLE4,0.000364068,Genetic Interactions,Lin-Smith-2010
PCDH9,ZNF608,0.000401111,Genetic Interactions,Lin-Smith-2010
PCDH9,TSHZ3,0.000409302,Genetic Interactions,Lin-Smith-2010
PCDH9,SOX5,0.00040447,Genetic Interactions,Lin-Smith-2010
GRIK3,CELF4,0.000310017,Genetic Interactions,Lin-Smith-2010
GRIK3,TSHZ2,0.00025198,Genetic Interactions,Lin-Smith-2010
GRIK3,TLE4,0.000313167,Genetic Interactions,Lin-Smith-2010
ZEB2,CELF4,0.00025141,Genetic Interactions,Lin-Smith-2010
ZEB2,HS3ST4,0.000152181,Genetic Interactions,Lin-Smith-2010
ZEB2,TSHZ2,0.000204344,Genetic Interactions,Lin-Smith-2010
ZEB2,PRICKLE1,0.000238183,Genetic Interactions,Lin-Smith-2010
ZEB2,SOX5,0.000282148,Genetic Interactions,Lin-Smith-2010
ZEB2,ELAVL4,0.000479972,Genetic Interactions,Lin-Smith-2010
ZEB2,GRIK3,0.000216031,Genetic Interactions,Lin-Smith-2010
ZBTB20,HS6ST3,0.000262553,Genetic Interactions,Lin-Smith-2010
ZBTB20,CELF4,0.000273368,Genetic Interactions,Lin-Smith-2010
ZBTB20,HS3ST4,0.000165473,Genetic Interactions,Lin-Smith-2010
ZBTB20,TSHZ2,0.000222192,Genetic Interactions,Lin-Smith-2010
ZBTB20,MMP16,0.000475689,Genetic Interactions,Lin-Smith-2010
ZBTB20,DPP10,0.000214051,Genetic Interactions,Lin-Smith-2010
ZBTB20,TLE4,0.000276146,Genetic Interactions,Lin-Smith-2010
ZBTB20,ZNF608,0.000304243,Genetic Interactions,Lin-Smith-2010
ZBTB20,TSHZ3,0.000310456,Genetic Interactions,Lin-Smith-2010
ZBTB20,PCDH9,0.000273078,Genetic Interactions,Lin-Smith-2010
ZBTB20,ZEB2,0.000190493,Genetic Interactions,Lin-Smith-2010
AUTS2,CELF4,0.000189066,Genetic Interactions,Lin-Smith-2010
AUTS2,HS3ST4,0.000114444,Genetic Interactions,Lin-Smith-2010
AUTS2,TSHZ2,0.000153672,Genetic Interactions,Lin-Smith-2010
AUTS2,MMP16,0.000328995,Genetic Interactions,Lin-Smith-2010
AUTS2,DPP10,0.000148041,Genetic Interactions,Lin-Smith-2010
AUTS2,PRICKLE1,0.000179119,Genetic Interactions,Lin-Smith-2010
AUTS2,TLE4,0.000190987,Genetic Interactions,Lin-Smith-2010
AUTS2,ZNF608,0.00021042,Genetic Interactions,Lin-Smith-2010
AUTS2,SOX5,0.000212182,Genetic Interactions,Lin-Smith-2010
AUTS2,PCDH9,0.000188866,Genetic Interactions,Lin-Smith-2010
AUTS2,ELAVL4,0.00036095,Genetic Interactions,Lin-Smith-2010
AUTS2,GRIK3,0.00016246,Genetic Interactions,Lin-Smith-2010
AUTS2,ZEB2,0.000131748,Genetic Interactions,Lin-Smith-2010
AUTS2,ZBTB20,0.000143255,Genetic Interactions,Lin-Smith-2010
NLGN1,FAM19A1,0.000799188,Genetic Interactions,Lin-Smith-2010
NLGN1,HS3ST4,0.000212403,Genetic Interactions,Lin-Smith-2010
NLGN1,TSHZ2,0.000285208,Genetic Interactions,Lin-Smith-2010
NLGN1,DPP10,0.000274759,Genetic Interactions,Lin-Smith-2010
NLGN1,PRICKLE1,0.000332438,Genetic Interactions,Lin-Smith-2010
NLGN1,TLE4,0.000354464,Genetic Interactions,Lin-Smith-2010
NLGN1,TSHZ3,0.000398505,Genetic Interactions,Lin-Smith-2010
NLGN1,SOX5,0.000393801,Genetic Interactions,Lin-Smith-2010
NLGN1,GRIK3,0.00030152,Genetic Interactions,Lin-Smith-2010
NLGN1,ZEB2,0.000244519,Genetic Interactions,Lin-Smith-2010
NLGN1,AUTS2,0.000183884,Genetic Interactions,Lin-Smith-2010
NR4A2,CELF4,0.000818398,Genetic Interactions,Lin-Smith-2010
NR4A2,HS3ST4,0.000495386,Genetic Interactions,Lin-Smith-2010
NR4A2,PCDH9,0.00081753,Genetic Interactions,Lin-Smith-2010
GRIA1,CELF4,0.000287135,Genetic Interactions,Lin-Smith-2010
GRIA1,MMP16,0.000499646,Genetic Interactions,Lin-Smith-2010
GRIA1,DPP10,0.000224831,Genetic Interactions,Lin-Smith-2010
GRIA1,BRINP3,0.000484538,Genetic Interactions,Lin-Smith-2010
GRIA1,PRICKLE1,0.000272029,Genetic Interactions,Lin-Smith-2010
GRIA1,PCDH9,0.000286831,Genetic Interactions,Lin-Smith-2010
GRIA1,ELAVL4,0.000548176,Genetic Interactions,Lin-Smith-2010
GRIA1,GRIK3,0.000246729,Genetic Interactions,Lin-Smith-2010
GRIA1,ZBTB20,0.000217562,Genetic Interactions,Lin-Smith-2010
GRIA1,AUTS2,0.000150469,Genetic Interactions,Lin-Smith-2010
TCF4,HS3ST4,0.000158503,Genetic Interactions,Lin-Smith-2010
TCF4,TSHZ2,0.000212833,Genetic Interactions,Lin-Smith-2010
TCF4,DPP10,0.000205035,Genetic Interactions,Lin-Smith-2010
TCF4,BRINP3,0.000441875,Genetic Interactions,Lin-Smith-2010
TCF4,TLE4,0.000264514,Genetic Interactions,Lin-Smith-2010
TCF4,ZNF608,0.000291428,Genetic Interactions,Lin-Smith-2010
TCF4,TSHZ3,0.000297379,Genetic Interactions,Lin-Smith-2010
TCF4,SOX5,0.000293869,Genetic Interactions,Lin-Smith-2010
TCF4,ZBTB20,0.000198406,Genetic Interactions,Lin-Smith-2010
TCF4,AUTS2,0.000137221,Genetic Interactions,Lin-Smith-2010
TCF4,NLGN1,0.000254676,Genetic Interactions,Lin-Smith-2010
TCF4,GRIA1,0.000208398,Genetic Interactions,Lin-Smith-2010
PBX1,HS6ST3,0.000219568,Genetic Interactions,Lin-Smith-2010
PBX1,CELF4,0.000228613,Genetic Interactions,Lin-Smith-2010
PBX1,HS3ST4,0.000138382,Genetic Interactions,Lin-Smith-2010
PBX1,TSHZ2,0.000185815,Genetic Interactions,Lin-Smith-2010
PBX1,MMP16,0.00039781,Genetic Interactions,Lin-Smith-2010
PBX1,DPP10,0.000179007,Genetic Interactions,Lin-Smith-2010
PBX1,SOX5,0.000256563,Genetic Interactions,Lin-Smith-2010
PBX1,GRIK3,0.000196442,Genetic Interactions,Lin-Smith-2010
PBX1,ZEB2,0.000159305,Genetic Interactions,Lin-Smith-2010
PBX1,ZBTB20,0.000173219,Genetic Interactions,Lin-Smith-2010
PBX1,NLGN1,0.000222346,Genetic Interactions,Lin-Smith-2010
HOXB1,SGCZ,0.00119199,Genetic Interactions,Lin-Smith-2010
HOXB1,HS3ST4,0.000453987,Genetic Interactions,Lin-Smith-2010
HOXB1,ELAVL4,0.00143185,Genetic Interactions,Lin-Smith-2010
HOXB1,GRIK3,0.000644463,Genetic Interactions,Lin-Smith-2010
HOXB1,ZEB2,0.00052263,Genetic Interactions,Lin-Smith-2010
CACNG2,DPP10,0.000985263,Genetic Interactions,Lin-Smith-2010
CACNG2,GRIK3,0.001081226,Genetic Interactions,Lin-Smith-2010
CACNG2,PBX1,0.000797317,Genetic Interactions,Lin-Smith-2010
GRIK5,ELAVL4,0.001881252,Genetic Interactions,Lin-Smith-2010
GRIK5,PBX1,0.000624398,Genetic Interactions,Lin-Smith-2010
SP7,TLE4,0.001252196,Genetic Interactions,Lin-Smith-2010
SP7,ZNF608,0.001379605,Genetic Interactions,Lin-Smith-2010
SP7,TCF4,0.000899681,Genetic Interactions,Lin-Smith-2010
SYT13,CELF4,0.000694915,Genetic Interactions,Lin-Smith-2010
SYT13,TSHZ2,0.000564822,Genetic Interactions,Lin-Smith-2010
SYT13,PRICKLE1,0.000658355,Genetic Interactions,Lin-Smith-2010
SYT13,TLE4,0.000701976,Genetic Interactions,Lin-Smith-2010
SYT13,ZEB2,0.000484242,Genetic Interactions,Lin-Smith-2010
SYT13,AUTS2,0.000364161,Genetic Interactions,Lin-Smith-2010
SYT13,GRIA1,0.000553053,Genetic Interactions,Lin-Smith-2010
SYT13,TCF4,0.000504357,Genetic Interactions,Lin-Smith-2010
APBB1,DPP10,0.003174443,Genetic Interactions,Lin-Smith-2010
MYO16,SGCZ,0.00057879,Genetic Interactions,Lin-Smith-2010
MYO16,HS3ST4,0.000220441,Genetic Interactions,Lin-Smith-2010
MYO16,DPP10,0.000285156,Genetic Interactions,Lin-Smith-2010
MYO16,BRINP3,0.000614545,Genetic Interactions,Lin-Smith-2010
MYO16,TSHZ3,0.000413585,Genetic Interactions,Lin-Smith-2010
MYO16,SOX5,0.000408703,Genetic Interactions,Lin-Smith-2010
MYO16,ZBTB20,0.000275936,Genetic Interactions,Lin-Smith-2010
MYO16,NLGN1,0.000354195,Genetic Interactions,Lin-Smith-2010
MYO16,NR4A2,0.000826085,Genetic Interactions,Lin-Smith-2010
MLLT10,HS6ST3,0.000347177,Genetic Interactions,Lin-Smith-2010
MLLT10,SGCZ,0.000574499,Genetic Interactions,Lin-Smith-2010
MLLT10,MMP16,0.000629008,Genetic Interactions,Lin-Smith-2010
MLLT10,BRINP3,0.000609988,Genetic Interactions,Lin-Smith-2010
MLLT10,ELAVL4,0.000690103,Genetic Interactions,Lin-Smith-2010
MLLT10,GRIK3,0.000310609,Genetic Interactions,Lin-Smith-2010
MLLT10,ZEB2,0.00025189,Genetic Interactions,Lin-Smith-2010
MLLT10,AUTS2,0.000189427,Genetic Interactions,Lin-Smith-2010
MLLT10,GRIA1,0.000287684,Genetic Interactions,Lin-Smith-2010
MLLT10,TCF4,0.000262354,Genetic Interactions,Lin-Smith-2010
MLLT10,PBX1,0.000229049,Genetic Interactions,Lin-Smith-2010
MLLT10,MYO16,0.000364873,Genetic Interactions,Lin-Smith-2010
NRXN3,HS6ST3,0.000259002,Genetic Interactions,Lin-Smith-2010
NRXN3,SGCZ,0.00042859,Genetic Interactions,Lin-Smith-2010
NRXN3,HS3ST4,0.000163235,Genetic Interactions,Lin-Smith-2010
NRXN3,TSHZ2,0.000219186,Genetic Interactions,Lin-Smith-2010
NRXN3,DPP10,0.000211156,Genetic Interactions,Lin-Smith-2010
NRXN3,BRINP3,0.000455066,Genetic Interactions,Lin-Smith-2010
NRXN3,TSHZ3,0.000306257,Genetic Interactions,Lin-Smith-2010
NRXN3,PCDH9,0.000269385,Genetic Interactions,Lin-Smith-2010
NRXN3,ELAVL4,0.000514834,Genetic Interactions,Lin-Smith-2010
NRXN3,AUTS2,0.000141317,Genetic Interactions,Lin-Smith-2010
NRXN3,NLGN1,0.000262279,Genetic Interactions,Lin-Smith-2010
NRXN3,TCF4,0.000195722,Genetic Interactions,Lin-Smith-2010
NRXN3,PBX1,0.000170876,Genetic Interactions,Lin-Smith-2010
NRXN3,SYT13,0.000519413,Genetic Interactions,Lin-Smith-2010
NRXN3,MYO16,0.000272204,Genetic Interactions,Lin-Smith-2010
NRXN3,MLLT10,0.000270186,Genetic Interactions,Lin-Smith-2010
CHD7,HS3ST4,0.000236465,Genetic Interactions,Lin-Smith-2010
CHD7,TSHZ2,0.000317517,Genetic Interactions,Lin-Smith-2010
CHD7,ZNF608,0.000434771,Genetic Interactions,Lin-Smith-2010
CHD7,PCDH9,0.000390236,Genetic Interactions,Lin-Smith-2010
CHD7,GRIK3,0.000335677,Genetic Interactions,Lin-Smith-2010
CHD7,ZEB2,0.000272219,Genetic Interactions,Lin-Smith-2010
CHD7,ZBTB20,0.000295994,Genetic Interactions,Lin-Smith-2010
CHD7,GRIA1,0.000310901,Genetic Interactions,Lin-Smith-2010
CHD7,MYO16,0.000394319,Genetic Interactions,Lin-Smith-2010
CHD7,NRXN3,0.000291991,Genetic Interactions,Lin-Smith-2010
LYST,HS6ST3,0.000673937,Genetic Interactions,Lin-Smith-2010
DOT1L,HS6ST3,0.000790996,Genetic Interactions,Lin-Smith-2010
DOT1L,AUTS2,0.000431584,Genetic Interactions,Lin-Smith-2010
NRXN2,DPP10,0.000763143,Genetic Interactions,Lin-Smith-2010
NRXN2,TSHZ3,0.00110685,Genetic Interactions,Lin-Smith-2010
NRXN2,ELAVL4,0.001860672,Genetic Interactions,Lin-Smith-2010
KCND2,HS3ST4,0.00027018,Genetic Interactions,Lin-Smith-2010
KCND2,MMP16,0.000776693,Genetic Interactions,Lin-Smith-2010
KCND2,DPP10,0.000349497,Genetic Interactions,Lin-Smith-2010
KCND2,ZEB2,0.000311031,Genetic Interactions,Lin-Smith-2010
KCND2,TCF4,0.000323952,Genetic Interactions,Lin-Smith-2010
KCND2,MLLT10,0.000447201,Genetic Interactions,Lin-Smith-2010
NLGN1,NRXN1,1,Physical Interactions,IREF-DIP
ATN1,ZNF608,1,Physical Interactions,IREF-DIP
HOXB1,PBX1,1,Physical Interactions,IREF-DIP
CACNG2,GRIA1,0.8660254,Physical Interactions,IREF-DIP
SP7,TCF4,0.28581312,Physical Interactions,IREF-DIP
ID3,TCF4,0.3040456,Physical Interactions,IREF-DIP
MLLT10,TCF4,0.2618461,Physical Interactions,IREF-DIP
DOT1L,TCF4,0.1968642,Physical Interactions,IREF-DIP
DOT1L,MLLT10,0.40005553,Physical Interactions,IREF-DIP
AUTS2,ZNF608,0.3846674,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
NLGN1,NRXN1,0.1208259,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
ATN1,AUTS2,0.04058216,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
HOXB1,PBX1,0.124069095,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
CACNG2,GRIA1,0.11458002,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
GRIK5,GRIK3,0.71192795,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
FBRS,AUTS2,0.3846674,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
SYT13,NRXN1,0.45568034,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
APBB1,TSHZ2,0.19235568,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
APBB1,TSHZ3,0.36440995,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
MYO16,NRXN1,0.45568034,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
ID3,TCF4,0.034137733,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
ZNF609,AUTS2,0.3846674,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
TANC1,PRICKLE1,0.31438243,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
NRXN3,NLGN1,0.32293227,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
CHD7,ZBTB20,0.43279907,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
LYST,CELF4,0.31901214,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
LYST,ATN1,0.032499943,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
DOT1L,MLLT10,0.07583291,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
NRXN2,NLGN1,0.25850663,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
KCND2,DPP10,0.3108023,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
TANC2,PRICKLE1,0.25194654,Physical Interactions,BIOGRID-SMALL-SCALE-STUDIES
NLGN1,NRXN1,0.07014569,Predicted,I2D-BIND-Rat2Human
NRXN3,NLGN1,0.106924124,Predicted,I2D-BIND-Rat2Human
NRXN2,NLGN1,0.106924124,Predicted,I2D-BIND-Rat2Human
NLGN1,NRXN1,0.25279924,Predicted,Wu-Stein-2010
HOXB1,PBX1,0.033336148,Predicted,Wu-Stein-2010
CACNG2,GRIA1,0.17634167,Predicted,Wu-Stein-2010
GRIK5,GRIK3,0.25903904,Predicted,Wu-Stein-2010
ID3,TCF4,0.056495257,Predicted,Wu-Stein-2010
NRXN3,NLGN1,0.27595463,Predicted,Wu-Stein-2010
NRXN2,NLGN1,0.3738508,Predicted,Wu-Stein-2010
TSHZ3,TSHZ2,0.010864592,Shared protein domains,INTERPRO
ELAVL4,CELF4,0.005949674,Shared protein domains,INTERPRO
ZEB2,TSHZ2,0.02620905,Shared protein domains,INTERPRO
ZEB2,TSHZ3,0.012890181,Shared protein domains,INTERPRO
GRIA1,GRIK3,0.042483553,Shared protein domains,INTERPRO
GRIK5,GRIK3,0.042483553,Shared protein domains,INTERPRO
GRIK5,GRIA1,0.042483553,Shared protein domains,INTERPRO
FBRS,AUTS2,0.5,Shared protein domains,INTERPRO
SP7,ZNF608,0.003073132,Shared protein domains,INTERPRO
SP7,TSHZ3,0.003800119,Shared protein domains,INTERPRO
ID3,TCF4,0.009179417,Shared protein domains,INTERPRO
ZNF609,ZNF608,0.00545887,Shared protein domains,INTERPRO
ZNF609,SP7,0.003073025,Shared protein domains,INTERPRO
TANC1,MYO16,0.015172046,Shared protein domains,INTERPRO
NRXN3,NRXN1,0.039292276,Shared protein domains,INTERPRO
LYST,TLE4,0.013783485,Shared protein domains,INTERPRO
NRXN2,NRXN1,0.03696346,Shared protein domains,INTERPRO
NRXN2,NRXN3,0.03696346,Shared protein domains,INTERPRO
TANC2,MYO16,0.015172046,Shared protein domains,INTERPRO
TANC2,TANC1,0.04105,Shared protein domains,INTERPRO
