official gene symbol,scores
RP11-143J12.2,3.879524
TAGAP,3.8700614
RP11-18H21.1,3.8333464
CHURC1,3.8316967
ZNF101,3.8224044
TSC22D3,3.8152597
CDC14A,3.8055916
ILF3-AS1,3.8013475
TOPORS-AS1,3.7908905
FAIM3,3.7799494
MYLIP,3.7676406
CDC42SE2,3.7591856
KRT10,3.7546754
TOMM20,3.7413702
CNBP,3.73447
TMIGD2,3.7320588
ANXA2R,3.7063406
UBASH3A,3.6901095
BEX4,3.6841078
CCNG1,3.6835349
TBCC,3.6730776
CCNI,3.670394
LBH,3.6659772
CD247,3.6649275
TBC1D10C,3.6632338
FUS,3.6603844
ZNF563,3.659211
UBE2D2,3.6459684
PIM2,3.6436803
NAP1L1,3.6385784
SCML4,3.635715
MORF4L1,3.6353986
ASNS,3.6336977
LRP2BP,3.6160448
RWDD1,3.6033807
AP3M2,3.5940986
NAE1,3.5923896
UBIAD1,3.5920606
EIF3H,3.5863757
NDNL2,3.5725508
CD200R1,3.5706484
SIRPG,3.5700321
SLC2A4RG,3.556707
STAT3,3.5545738
COX11,3.541694
HLA-A,3.5357156
ZSCAN18,3.5294259
XXbac-BPG299F13.17,3.5264816
RBL2,3.5194325
CHMP7,3.5145605
AK5,3.5085042
HSPE1,3.4883528
EPS8L2,3.4763758
SEPT1,3.4647121
FRA10AC1,3.464697
SRSF7,3.460077
GRAP2,3.4576948
RP11-660L16.2,3.4576318
DDX24,3.451282
BRIX1,3.449395
CNIH1,3.443038
RP11-1399P15.1,3.4382842
B2M,3.4254801
GPR171,3.407829
PDE7A,3.4062867
SF1,3.4034429
STT3B,3.400815
RFC1,3.3948202
GATA3,3.3749046
LINS,3.3608027
GLT8D1,3.3593862
INTS6-AS1,3.356711
CCND2,3.3491304
MFNG,3.340342
SFI1,3.3215804
LINC00649,3.3171327
SUPT3H,3.3146641
REG4,3.3048697
RSL1D1,3.3030937
METTL12,3.3001966
TECR,3.2950528
TMEM63A,3.2894967
SF3B1,3.2868204
IL6ST,3.2751124
TNFAIP8,3.2743273
TMEM173,3.2688816
MAGEH1,3.2607849
KLF2,3.2569573
DDX19A,3.2538724
SVIP,3.22285
RP11-277L2.3,3.214649
PRKCA,3.206806
SEPT6,3.1933203
PHF1,3.1897745
GIMAP1,3.1878564
NDUFS5,3.1878045
HMHA1,3.1698713
GPR183,3.165129
SOCS1,3.1616607
PFN2,3.1522927
IPCEF1,3.1470845
THYN1,3.1455953
ARHGEF1,3.1449294
FBXO32,3.1420722
CRLF3,3.1417685
CCDC64,3.1394641
ANAPC16,3.1361284
C14orf1,3.1352723
EEF2,3.1325774
FKBP5,3.11767
UBL3,3.1164906
SSBP1,3.115301
PCNP,3.0951245
GTSCR1,3.0897446
SUPT20H,3.0882914
TMEM14B,3.082345
ERGIC2,3.0787358
FGFR1OP2,3.0751271
RPL39,3.0710564
CEBPZ,3.0647953
STK4,3.062497
CARS,3.06087
PDK1,3.0567818
CCDC57,3.0401266
CCDC104,3.0370312
C12orf45,3.0239248
GCSAM,3.02083
SNHG9,3.017091
ZNF775,3.0145435
ANKRD44,3.0126965
XXcos-LUCA11.4,3.0118735
ANKH,3.0111501
ORC4,3.0083623
LYPD3,3.00807
COL18A1,3.0039067
DGKA,3.0017931
OST4,3.0006933
SLC8B1,2.9965923
YEATS4,2.9951212
FOXP1,2.98835
DGCR6L,2.9876285
PRKCH,2.9842048
LGALS3BP,2.9764094
SECISBP2,2.976128
HSP90AB1,2.9757502
TXNDC9,2.9730685
MPRIP,2.969739
HSPB1,2.9655156
TMEM50B,2.9447644
DBP,2.9405308
THAP7,2.9392512
RSBN1,2.9369264
C19orf60,2.9354126
TUBA4A,2.9315524
DEGS1,2.924235
STAT4,2.9202917
SNHG12,2.9198577
TNFRSF25,2.918317
MTERFD2,2.911674
HSBP1L1,2.910569
LINC00402,2.9012086
ITGA6,2.8954928
RALA,2.8952477
CXorf65,2.8881884
FNBP1,2.8846042
PI16,2.87867
TRADD,2.8735802
COX6C,2.872804
SEPW1,2.8711731
DCAKD,2.8579657
TMEM261,2.854763
PEX13,2.850413
MAST4,2.8469713
SPCS1,2.8417094
CDC25B,2.8413734
MLLT3,2.8349411
DNAJB9,2.8310764
THEMIS,2.8268986
FAM175A,2.8250213
MPHOSPH8,2.819724
PIBF1,2.8177574
XAB2,2.817209
MED4,2.8033967
IGFBP3,2.802528
VSIG1,2.7923496
KIAA1551,2.787236
MRPL1,2.7869272
LRBA,2.7846658
MFGE8,2.765884
PGAP1,2.7612014
CD8B,2.7569828
CIRBP,2.7543333
AKIRIN1,2.7513375
ADD3,2.750713
PAG1,2.7400866
PHLDB3,2.7344005
PPIE,2.7316658
EPM2AIP1,2.7313147
ISCU,2.7310586
BIN3,2.7291982
PODXL2,2.7289786
CD52,2.7233574
HMGN1,2.7201033
ACSL6,2.7171884
G3BP2,2.7170722
P2RY8,2.7093465
NDRG2,2.705851
KDSR,2.704934
TRIM39,2.7049115
RAD18,2.704324
CCM2,2.6882513
GOLGA7,2.688034
MIF,2.6829398
PSMG2,2.6824927
C12orf76,2.6758971
C10orf35,2.6732616
GCC2,2.673237
EPB41L4A-AS1,2.6688843
CNN2,2.6686504
C9orf78,2.6635664
UBAC2,2.6600363
NOG,2.6574137
RBM4,2.657339
ZNF274,2.6548388
BLOC1S3,2.654081
GLOD4,2.652952
SEPT9,2.6506665
MAPKAPK5-AS1,2.6397736
GGT7,2.6396742
TMEM42,2.6339657
IPP,2.6212451
RALGAPA1,2.617257
ZNF131,2.6160905
RORA,2.6152318
RAB3IP,2.6142273
USP20,2.6064417
TMC8,2.6025605
H1FX,2.6018348
RP11-799D4.4,2.5993114
ESD,2.5917041
LINC00544,2.589036
EPHA1-AS1,2.5875316
FAM162A,2.585561
EIF4B,2.5852604
IL27RA,2.581009
NT5C3B,2.5791469
ZC3HAV1,2.5720482
TIMM10B,2.5620317
RNF125,2.5575218
RINT1,2.5540743
LYRM4,2.5528123
CSGALNACT1,2.5511382
PRPF19,2.5489078
BNIP3,2.5387113
TMEM25,2.5322998
ATM,2.5316536
QTRT1,2.524698
LPAR6,2.5227954
LRRC8C,2.5223649
ANXA11,2.5168092
HNRNPDL,2.5148616
ANK3,2.5148115
SAE1,2.5144653
ZNF430,2.513767
BOLA3,2.5133903
CCDC66,2.5126352
OPTN,2.5105264
SH2D1A,2.5068216
COQ10B,2.506649
NDUFA4,2.5003645
RSRC2,2.4985802
MTERF,2.4984999
G3BP1,2.4973042
C5orf45,2.4951034
SMPD1,2.494971
ZNF140,2.4892929
THAP1,2.487735
TOB1,2.4849045
CRBN,2.479224
LSM5,2.4779599
EEPD1,2.4775245
CA5B,2.4768856
SATB1,2.471921
RNF139,2.4710343
DHRS3,2.470413
PNRC1,2.4691992
VPS33A,2.4672434
BCLAF1,2.4648514
SLC40A1,2.454074
BUB3,2.4534345
GSTM3,2.4515352
PLP2,2.4500701
WWP1,2.4488077
SFMBT1,2.4430482
RBM11,2.4402425
FKBP11,2.439958
DUS3L,2.4381254
C1orf52,2.4357111
CTD-2336O2.1,2.4326406
PLK3,2.430322
CCT4,2.426293
FOXN3,2.4204395
CDKN1B,2.4189494
WNT7A,2.4176924
MICA,2.4168177
KLF5,2.4164946
CRTC3,2.4133515
TRAPPC6A,2.4097257
CLN5,2.4086814
NMT2,2.4081454
TBRG4,2.407987
STAMBPL1,2.4062314
KIAA1147,2.405852
HARS,2.4055183
SNORA76,2.4031441
ATRX,2.402646
UBALD2,2.4004972
EEF1E1,2.3972485
ZNF331,2.3968527
BIRC3,2.39511
DARS,2.3923886
RNF214,2.3923883
ATPIF1,2.3903244
GRAMD1A,2.387859
BCAS2,2.3859835
DPH5,2.383251
RASA3,2.3786948
UGP2,2.3732471
HSF2,2.3717568
SPEF2,2.3655775
U2AF1L4,2.3643818
DEXI,2.3615842
GPR146,2.3580823
GRAP,2.357765
ZFP90,2.3563364
TMEM106B,2.3558457
DENND2D,2.3556056
GBP3,2.3523366
MT-ND2,2.3522737
PPIG,2.3521142
ZNF506,2.346966
ATG9B,2.3451889
ATF7IP2,2.3448641
YDJC,2.3419056
SCML1,2.3407228
RP11-161M6.2,2.3402076
RP11-275I4.1,2.3389747
ZNF512,2.3344407
AC084018.1,2.3324008
TSPYL1,2.3281498
AGMAT,2.3267646
YRDC,2.3263602
LRRN3,2.3224592
RP11-817O13.8,2.322013
FAAH2,2.3218374
DNAJC9,2.3197334
FARSA,2.3194687
ENOPH1,2.3164585
LYRM7,2.314626
SPRYD3,2.314397
MDS2,2.3139935
SNHG8,2.311623
FAM153A,2.3106837
DNAJA3,2.310471
YME1L1,2.3098457
GIMAP2,2.3092563
RNF157,2.3081079
CD44,2.3076189
STRAP,2.3070407
ZFAND2B,2.306578
TPR,2.3040082
NARG2,2.3010137
DLG1,2.30086
CD59,2.2999313
RP4-539M6.22,2.2962508
SLC25A38,2.2923906
UFSP2,2.2894797
TAMM41,2.2853477
MTHFD1L,2.2849264
RASSF7,2.2846756
PDE3B,2.2818933
PITHD1,2.2804
CD46,2.2801762
YTHDF2,2.271358
OXCT1,2.2677171
PAXIP1-AS1,2.266893
KRIT1,2.2660298
SMIM20,2.2598772
CLUAP1,2.2597163
MINA,2.2579038
CHD3,2.257267
EEF1G,2.2562878
PIGC,2.255819
ISG20,2.2543204
OARD1,2.253219
DUSP4,2.2513542
FBL,2.250532
MTRF1,2.2497404
MDH1,2.249139
NT5DC1,2.2487233
MITD1,2.247894
TRMT10C,2.2461498
TOMM5,2.2460442
C1orf228,2.2459702
MAT2B,2.2458777
ZMYM2,2.2458541
RP11-119D9.1,2.2441843
RP11-244H3.4,2.2401478
MTF2,2.2375667
RP11-83A24.2,2.2356808
UXT,2.2348866
CTB-31O20.2,2.234156
NIPAL3,2.230649
DDB2,2.2303643
MRPS21,2.2293162
RUNX2,2.228862
TTC3,2.2263608
ZFYVE28,2.2262373
TCF20,2.2257967
PNISR,2.2251225
ANO9,2.22453
IMPDH2,2.2242227
SLC22A17,2.2240613
ABHD14B,2.2238913
CDC37L1,2.22122
MYB,2.2160964
VIM,2.2151256
FAM60A,2.2144222
SPAG16,2.212795
FAM126B,2.2126024
DAP3,2.2124553
CEBPZ-AS1,2.2121093
NIT1,2.2116175
RECK,2.2114286
CCDC65,2.2100255
MEI1,2.2095585
TMEM65,2.2094676
ARL4C,2.2086585
TOM1L2,2.2084618
RP11-589C21.6,2.2070456
SON,2.2048898
C2orf40,2.2017388
ABLIM1,2.2002747
ZNF771,2.1992602
PITPNA-AS1,2.1967332
RP3-467N11.1,2.1950521
USP5,2.194957
DDX39B,2.1934586
ECHDC2,2.1917179
SLC38A1,2.1914454
FAM107B,2.190907
CLPP,2.1824343
DCAF4,2.174189
KIDINS220,2.173746
GALT,2.1727574
CDR2,2.1687393
NOP14-AS1,2.1665354
ITPR3,2.1662397
PTP4A1,2.1648715
RP1-187B23.1,2.1619391
KIAA1279,2.1603317
USP10,2.1580327
DOCK9,2.1576698
MAGOHB,2.1564946
NIFK-AS1,2.1564736
SEMA4D,2.154597
CTD-2228K2.5,2.152041
MATR3,2.1476417
SCAMP1,2.144818
MTUS1,2.1447215
TNFRSF10D,2.1432438
ITFG2,2.1417902
LOXL1-AS1,2.1385665
PCYOX1,2.1373937
KRT1,2.1362774
TMEM243,2.134242
CYP3A5,2.1342146
NAP1L2,2.1334198
RP11-415F23.4,2.1316981
ZFAND1,2.1302898
C1QBP,2.129542
RBM12,2.1267848
FXYD2,2.1248024
LPAR2,2.1242461
MYL12B,2.124018
MPI,2.1208143
ORMDL3,2.1201358
RP11-473M20.16,2.1178474
IL6R,2.1160202
MRFAP1L1,2.115568
MRPS35,2.1147008
TSEN2,2.114535
RP11-427H3.3,2.1138613
RP11-350G8.5,2.1120558
POU5F1B,2.1119516
IRF2BP1,2.1095772
CSE1L,2.1055026
RP11-977G19.11,2.1034386
RP11-348F1.2,2.1011763
SIVA1,2.100643
C7orf55-LUC7L2,2.0988705
CTC-524C5.2,2.0970955
H2AFY2,2.096734
TMEM237,2.0961175
OXSM,2.0949757
RP11-138A9.1,2.0947685
SLC25A45,2.0945826
PCBP4,2.0927002
PREPL,2.091975
RP11-350N15.5,2.0907938
ZNF134,2.089367
HNRNPF,2.0889773
SCAPER,2.088626
FXR1,2.0830019
RP11-367J11.3,2.082013
ABI2,2.079252
IL11RA,2.0788767
KIF2A,2.0746067
MT1X,2.0744967
MTFP1,2.0724618
TRIM59,2.0717435
RP5-1073O3.7,2.0715406
ZNF780B,2.0708494
BRD7,2.0688837
RP11-700H6.1,2.0684261
LPIN1,2.0678875
ZNF569,2.0666752
C6orf203,2.064609
TXNIP,2.064272
ARHGDIB,2.0634
CDKN2AIP,2.0628266
ASB16-AS1,2.0624182
EIF2S3,2.0614815
INF2,2.061336
XXbac-BPGBPG55C20.2,2.0608773
C1orf172,2.0578432
TGFBR2,2.0575929
EBPL,2.056001
TUBD1,2.0557024
FAM101B,2.0554543
ABCD4,2.0548615
EVA1C,2.0542004
KLF12,2.0537379
ZNF174,2.0519161
TFAP4,2.0493484
PDCD4,2.0481446
MINOS1,2.0480103
GPR155,2.0475512
RP11-474G23.2,2.0460236
CHCHD7,2.042476
ACP6,2.0419366
LMO7,2.041191
NAA50,2.0410552
LIPT2,2.0410216
DUSP2,2.040788
MYSM1,2.0380483
TSGA10,2.0366201
TAF9B,2.0328794
SNRPN,2.030451
GLTPD1,2.0297127
TAF1D,2.0296628
CLK1,2.0283515
CENPV,2.028242
IFRD1,2.0258834
POMGNT2,2.024726
CITED4,2.022675
SPTBN1,2.0223815
THEM6,2.016716
ARID5A,2.0154092
RWDD2A,2.0134406
MAP4K4,2.012589
PTMA,2.0108383
RPA3-AS1,2.008755
MCCC1,2.0077202
CEP19,2.0062687
ENOSF1,2.0056455
RP11-266J6.2,2.0031247
RP11-392P7.6,2.0004704
ZEB1,1.9960852
EPC1,1.9960676
EI24,1.9957556
C19orf12,1.9947261
AKAP1,1.9908607
TMEM67,1.9883736
MFHAS1,1.9875318
PPP1R35,1.9847913
B3GNT1,1.9846176
CCR4,1.983847
ZBED6CL,1.9827497
ZBTB20,1.9815772
TARBP2,1.9810392
UBQLN2,1.9809629
CTD-2020K17.4,1.9796352
PEX12,1.9784046
TTPAL,1.9754966
ZCCHC11,1.9743322
MALT1,1.9737103
AC093323.3,1.9731171
UTP15,1.973082
SRP9,1.9723772
RP11-1143G9.4,1.9707524
AP003774.1,1.9695457
TMEM161B-AS1,1.969287
EBAG9,1.9690915
SIRT4,1.9660124
HOXB2,1.9641092
NUS1,1.9639779
ASH1L,1.9619187
HMOX2,1.9614438
PCMTD2,1.9610837
THOC7,1.9610552
GIMAP6,1.9599988
PKP4,1.9575129
SVIL,1.9571283
MORC4,1.9539983
LZTS2,1.9531143
DCP1A,1.951829
RAN,1.9507898
BMI1,1.950682
ARL6IP5,1.9500408
GTF2H1,1.9490147
RAD23A,1.9477025
TMEM14A,1.946397
RNF138,1.9441998
DDIT3,1.9419632
POLR1E,1.9415704
MYH3,1.9408518
SPTAN1,1.939793
BEX5,1.939181
ZNF485,1.9388256
PDP1,1.9372804
MOAP1,1.9365038
ATP5L2,1.9357818
BBIP1,1.9356432
AC020571.3,1.9345542
BLOC1S4,1.933478
ZNF473,1.9333848
P4HTM,1.9326341
LINC00954,1.9315858
CEP68,1.930783
TCEAL8,1.9304378
UBA2,1.9302491
AC022182.3,1.9300593
RPA2,1.9300095
FAM98B,1.929671
NOP58,1.9294143
PPARD,1.9287337
BZW2,1.9279485
ESF1,1.9278915
NOP56,1.9268041
EGLN2,1.9263321
ZNF75D,1.9256262
MICU2,1.9227227
NSMCE4A,1.9221895
SLAMF1,1.9219685
CLEC2D,1.921612
SMEK2,1.9200318
MBIP,1.9192904
ELP5,1.9184796
WDR54,1.9144117
RP5-1007M22.2,1.9140583
CAPN7,1.9127066
APBB1,1.9126287
PUS3,1.9093332
PRPF18,1.9086268
RANBP6,1.9073399
MAPK3,1.9069681
SRP68,1.9062173
THUMPD1,1.9044735
EMB,1.903935
SLC38A5,1.9033903
CORO2A,1.9033029
HIAT1,1.9032792
NUDT16L1,1.9032114
ZFP69,1.9024836
FBXL8,1.90169
SAMD10,1.9015857
RIOK2,1.9012072
AIM1L,1.900938
LINC00863,1.9005109
KIAA1430,1.9001787
LINC-PINT,1.899601
ZXDB,1.8987945
RHPN1,1.8981214
ATP6V1E2,1.8977908
TRIM62,1.8968934
PRKCZ,1.8960189
GGNBP2,1.8956563
NPR2,1.8944434
NECAP2,1.8926657
DSEL,1.8916197
RBM48,1.890976
ZNF571,1.889517
HABP4,1.8889827
FBXO34,1.8874083
DDHD2,1.8860277
RFXAP,1.8852082
GNB5,1.8844137
MBTPS1,1.8842098
CTLA4,1.8824935
GMCL1,1.882475
FMN1,1.8824458
POMT1,1.881043
RPS11,1.8802944
ZC3H12D,1.8798729
CCAR2,1.8771118
ZBTB6,1.8768146
CCNL1,1.8757966
PCNX,1.8741753
PPM1K,1.8737583
WDR6,1.8729776
GNPDA2,1.87154
MXRA8,1.8711339
HMGCS1,1.8699228
MALSU1,1.8698577
OGFOD1,1.8659002
ATG12,1.8650234
CMSS1,1.8644441
USP44,1.8615618
SEC22C,1.861283
KIAA1429,1.8604366
RP4-583P15.10,1.8597442
RP1-234P15.4,1.8570212
RNF157-AS1,1.8555436
DAD1,1.8542603
RRS1,1.8524096
RP11-496I9.1,1.8519671
TRUB2,1.851768
DLL3,1.8513757
PLLP,1.8513538
C22orf26,1.8484739
MATN1-AS1,1.848066
SGTA,1.8480194
CGGBP1,1.8473827
MARCH7,1.8472513
NRCAM,1.8470004
RPS24,1.8466775
HIST1H4C,1.8453472
GTF2F1,1.8439281
CSTF3,1.8438643
IP6K1,1.8420773
RP11-535A5.1,1.8408762
ATP1A1,1.8407774
KMT2E,1.8388461
ANKEF1,1.8383884
PTGES3,1.8350761
ZNF528,1.8349195
C7orf55,1.8346494
PLEK2,1.8339777
CDK10,1.8322881
MBNL1,1.829483
MCM7,1.8292581
JMY,1.8270564
NAA38,1.8254131
MED30,1.8254075
FDXACB1,1.8224319
DDA1,1.8220477
HSPA2,1.8207414
C21orf59,1.8184061
ARID5B,1.8181669
MBTD1,1.8166201
FBLN7,1.8151466
CDCA4,1.8123157
CNOT6,1.8103694
SDCBP2-AS1,1.8080951
ERH,1.807145
TMEM177,1.8066666
URB2,1.8065495
PTPLAD1,1.8040595
EIF3D,1.8040509
GPX7,1.8023604
SNRPF,1.8014628
TRIM52,1.8008502
N4BP2,1.7966342
CKMT2-AS1,1.796138
HSD17B8,1.7933089
XRRA1,1.7929753
TRIM16,1.792401
CHD6,1.7909706
TJP3,1.7898003
SC5D,1.7895454
DCBLD1,1.7890242
TARBP1,1.7889314
SPG20,1.7875915
GSKIP,1.7875142
SLAIN2,1.7867436
SEPHS2,1.7834595
WHSC1L1,1.7832532
AC016629.8,1.781343
CHORDC1,1.7808878
NDUFA12,1.7802204
RFC3,1.7801713
PHAX,1.7800993
RABEPK,1.777934
UBL4A,1.775128
PRIM2,1.7728697
IBTK,1.7720585
NSG1,1.7716978
LYSMD4,1.7713811
CCDC176,1.7706354
EPHA1,1.7705257
CCDC152,1.770126
TNFAIP3,1.7697569
MT-ND4,1.7696031
SSR2,1.7683463
AXIN2,1.7674619
SLC16A1,1.7656671
OTUD6B,1.7656239
METTL16,1.7655985
ZNF766,1.7630471
TRNT1,1.7608289
SLFN12L,1.7601527
RP1-43E13.2,1.759458
EML2,1.7593389
CTD-2562J15.6,1.7592971
SH2D3A,1.7589782
DYNLRB1,1.7585948
RP11-421L21.3,1.7569445
LMAN1,1.7542356
AC009299.3,1.7530446
CORO1B,1.75298
TEPP,1.7528328
HNRNPR,1.7516209
PTPRC,1.7505152
GTF2H2,1.7503767
LYRM9,1.7502398
HIBCH,1.7490811
NCK2,1.7487617
PEX5,1.7484548
TRMT112,1.747681
SLC26A11,1.7474023
FTSJ1,1.7467769
ACTR1B,1.7465547
SENP5,1.7455286
TMEM45B,1.7451831
DBR1,1.7445729
GOLT1B,1.7426629
PHYH,1.7423687
AD000090.2,1.7419261
TNPO2,1.7404613
EIF3J-AS1,1.737237
N4BP2L2,1.7365956
ZNHIT3,1.7364153
C2CD4D,1.7347493
RP11-661A12.12,1.7345403
PANK1,1.734497
RP5-884G6.2,1.7344626
RP11-540O11.6,1.734288
KTN1-AS1,1.7341981
RP11-707M3.3,1.733769
TRIM31,1.7331275
ARHGEF10,1.7329808
BOP1,1.7328151
RP11-33O4.1,1.7324145
C15orf41,1.7321743
RP11-83N9.5,1.7311589
TMEM116,1.7290335
RASA2,1.7287195
TNFRSF4,1.7286915
CCDC167,1.7277807
RTKN2,1.7274619
RP13-1032I1.7,1.7270977
TROVE2,1.72628
ALDOC,1.7259613
WDR5B,1.7226483
LENG1,1.7221106
NOLC1,1.7184303
ASTN2,1.7178013
METTL2B,1.7151842
PELO,1.7145896
L3MBTL3,1.7144878
DNAJC19,1.7115774
OCM,1.7115204
DNPH1,1.7106491
PDE12,1.7089807
RP5-1180E21.5,1.7080363
RNF44,1.7076406
WRNIP1,1.70747
PSMD5-AS1,1.7072482
LBR,1.7070422
KLF9,1.7054104
ST7L,1.704921
RPS17,1.7044641
RP11-356I2.4,1.7028048
INTS10,1.7020555
CWF19L2,1.6999952
PAQR8,1.6998037
KDM2A,1.6995912
HELLS,1.6982619
LCMT1,1.6982185
PRPF6,1.6971339
CUTC,1.697108
ALMS1,1.6967164
TRAM1,1.6965051
SEPT7,1.692392
CIB1,1.6920522
FXYD7,1.6915046
CHD7,1.6891503
ALS2,1.688689
