official gene symbol,scores
CD99,2.7132933
TUBA1C,2.6716292
MPST,2.6429996
SOD2,2.6320813
CHMP6,2.6271996
NDUFAF3,2.597446
GAPDH,2.5713274
UBL4A,2.5672185
MCUR1,2.5389466
NT5C3A,2.5114522
C9orf16,2.497315
RDH11,2.4959905
GSTO1,2.4659314
DBNL,2.4577174
FLNA,2.414539
VDAC3,2.4057343
RBBP6,2.396293
PDZK1IP1,2.3856044
FSTL1,2.37393
ITGB3,2.369377
ESAM,2.3603103
STX11,2.356526
ADIPOR1,2.3546836
ALOX12,2.350472
ALDOA,2.3499224
HIST1H2BJ,2.340285
SENCR,2.329741
CLDN5,2.3294098
TRAPPC1,2.305859
UBAC2,2.3045492
PTPN18,2.2964907
WBP2,2.2855468
SCGB1C1,2.2730803
RAB10,2.2637548
TPTEP1,2.2577064
MTPN,2.2568142
DMTN,2.2510505
PNMA1,2.2438817
HIST2H2BE,2.2384465
VAPA,2.23395
APP,2.2336802
SNAP23,2.2332194
P2RX1,2.2271304
SLC40A1,2.2149708
XPNPEP1,2.2129366
SWI5,2.1599
CYB5R1,2.1598597
TMEM91,2.1516855
EIF4G2,2.14043
PACSIN2,2.1302743
RIOK3,2.1291513
SQSTM1,2.091194
AP2M1,2.0785315
HIST1H1C,2.0775738
DAP,2.058498
TSC22D3,2.0493224
ITGB1,2.0476916
CAMTA1,2.04208
B2M,2.0314515
FKBP8,2.0314496
TAX1BP3,2.002685
PYCR2,1.9953021
USF2,1.9797678
RABGAP1L,1.968664
TGFB1,1.9576288
G6PD,1.9562718
SECISBP2,1.95421
TMED3,1.9462639
TPM3,1.9430449
ARHGAP6,1.9301465
CTTN,1.9300183
RP11-879F14.2,1.9287003
C9orf89,1.9282835
PVALB,1.9277285
MAGED2,1.9018805
GLUL,1.9013617
SVIP,1.9003432
ST3GAL3,1.8993084
AP2S1,1.8919934
ABTB1,1.879974
SCFD2,1.8745224
TLN1,1.8689144
ETFA,1.8687302
HIST1H2BD,1.8655257
FAH,1.8640555
KIAA0513,1.8607168
ANKRD9,1.8558083
SPHK1,1.8447503
TUBB2A,1.8338438
GMPR,1.8308064
MGLL,1.818504
FAM63A,1.8180076
DAAM1,1.8148532
SKP1,1.8089335
C19orf33,1.7954062
CD27-AS1,1.7893765
ABHD16A,1.7786845
MEA1,1.7711115
TMEM140,1.7678505
PYGL,1.7670263
H1F0,1.7578107
MAP1LC3B,1.7259848
ATP6V1E1,1.7182678
HMGN1,1.708773
ZMAT2,1.6951306
TMEM219,1.682495
SLC39A3,1.6543128
ATP2A3,1.6455045
STXBP2,1.6388843
RBX1,1.6347985
TUBA1B,1.6282945
TOLLIP,1.6237123
MAPRE2,1.6171215
TACC3,1.6163899
PRKAR1A,1.6127352
PLEK,1.5994465
CRYL1,1.5729073
BRK1,1.5683311
SPNS1,1.547436
TMBIM1,1.5297122
DIAPH1,1.524839
GABARAPL2,1.5220833
TP53TG1,1.5134333
PAIP2,1.5100666
RAB32,1.5085412
CYB5R3,1.5055914
RAB4A,1.4945265
UBXN11,1.4926807
SYTL4,1.4880735
LCN2,1.4873102
C15orf26,1.4865363
AC007879.7,1.4860572
SCN1B,1.4856266
SEPT4,1.4852563
GATA2,1.4850534
SMIM5,1.4833304
TUBA8,1.4815495
RP11-359I18.5,1.479717
SAMD14,1.4791911
TDRP,1.4786296
RSPH9,1.4775982
ATP9A,1.4763894
TGFB1I1,1.4763529
SH3BGRL2,1.4750254
NT5M,1.4740034
MEST,1.4716015
AC092295.7,1.4714338
PRKAR2B,1.4711285
LGALSL,1.470446
ENKUR,1.4699597
ACADVL,1.4694995
EGFL7,1.4668922
HEMGN,1.466835
SIAE,1.4608327
CST3,1.457741
STOM,1.4575231
SERPINE2,1.454754
R3HDM4,1.4539913
NPPA-AS1,1.4516035
FNTB,1.4515991
HIST1H2AE,1.451486
TRIM58,1.4443555
SMOX,1.4408962
SPOCD1,1.4403219
GTPBP2,1.4398116
HIST1H2AG,1.4389563
ARF3,1.436559
ACVR1,1.4357257
AC137932.6,1.434799
SUSD1,1.4258089
ZGLP1,1.4230536
CAPZA2,1.423043
PCP2,1.4184827
SSFA2,1.4178501
CDYL,1.4156753
CLIC4,1.4134665
VKORC1,1.4134496
FN3K,1.4121256
CERS2,1.4119091
TJP2,1.409166
GFI1B,1.4079843
FAM13B,1.405167
RAB8A,1.401289
ABCC3,1.3959581
BTBD7,1.3917251
RAB27B,1.3910812
ANO6,1.3873147
HTATIP2,1.3797276
RYBP,1.3771248
ARHGAP21,1.3769969
RPS19BP1,1.3763928
ENO2,1.3755152
NEXN,1.3750191
YPEL5,1.3719574
HEXIM2,1.3693917
SPPL3,1.366573
C4orf3,1.3631
ENDOD1,1.3543302
DNAJC4,1.349456
CRAT,1.3492743
HSPB1,1.3447528
PYGB,1.3427092
HMHA1,1.3401184
PDLIM7,1.337298
PRDX5,1.3371818
MBNL1-AS1,1.3370029
WRB,1.3347391
USP12,1.3333321
RILP,1.3306316
UQCRH,1.329284
AMD1,1.326835
MOB3C,1.3226794
AGPAT1,1.3206829
NFE2,1.3205234
NAPG,1.3204912
SCYL2,1.3173639
TUBB4B,1.3152686
TBC1D15,1.312174
SLC44A1,1.3104483
LYL1,1.3096575
WIPI1,1.29496
SPIN2B,1.292984
CMIP,1.2897354
EGLN2,1.2897245
CDIP1,1.2872038
SLC30A5,1.2870233
UNC45A,1.2819917
ROGDI,1.2813678
PPP1R14A,1.2783469
SDHA,1.276518
DGCR2,1.2674785
CD68,1.2616204
GLA,1.2596898
ANXA7,1.2562242
PKIG,1.2548431
CCNG1,1.2459612
ZYX,1.24128
CXCL16,1.2395123
MTFR1L,1.2291611
DAPP1,1.2265264
CTSD,1.225247
BNIP3,1.2249924
AK3,1.2205534
PTP4A2,1.2205485
GNB5,1.2187809
ANKRD10,1.2176467
ASNA1,1.2147912
LDLRAP1,1.2143232
ZFAND2A,1.210021
STK24,1.209821
EXOSC4,1.2051541
LINC01003,1.2030947
ARRB1,1.1951462
IFRD1,1.1885837
DOK1,1.1866176
TPP2,1.1845583
UIMC1,1.1830392
TBC1D17,1.1820171
PTPRA,1.1767225
CCND3,1.1743369
ACOT8,1.1732111
HPCAL1,1.1722523
ADI1,1.1706632
VASP,1.1686186
BLOC1S6,1.1666713
MIR4435-1HG,1.1666346
C17orf59,1.1616414
KIF2A,1.1575818
RAB37,1.157481
UBE2B,1.1449093
INSIG1,1.1447846
SPG20,1.1426865
UBB,1.140683
TMOD3,1.1381624
SPTSSA,1.1377487
TWF2,1.1360344
LMNA,1.1358924
NCK2,1.132115
DOK2,1.1290158
PRKCD,1.1260804
GPCPD1,1.1236489
MYH9,1.118156
YIF1B,1.1173567
CLTA,1.11453
SYPL1,1.1113136
MT-ATP6,1.1101156
MSN,1.1092837
UBQLN1,1.108081
GNAS,1.1055351
PRCC,1.1046602
IFI27L2,1.1025785
RABIF,1.0984881
CMPK1,1.0952884
USP10,1.0909432
BCAP31,1.0906103
PTPLAD2,1.0782202
ATP6V1D,1.0681998
BTK,1.0672684
HK1,1.0605236
CHD9,1.0603384
EIF2AK1,1.058701
PTTG1IP,1.0544864
RPA1,1.0467477
AZIN1,1.04608
CMTM6,1.038634
YWHAQ,1.0285873
PHF20L1,1.0133288
BNIP3L,1.0110606
GRSF1,1.0089641
SLC44A2,1.0085078
RHOF,1.0071425
FTL,1.0031246
EMD,1.00022
TAL1,0.9971165
SEC14L5,0.9963092
CTD-2541M15.1,0.99581414
RHOBTB1,0.99565333
HRASLS,0.99560463
MAP1A,0.9954663
MEG3,0.9952883
SERPINE1,0.995277
GLS2,0.99520355
WDR11-AS1,0.995073
MMRN1,0.99462914
MEIS1,0.9944383
RP11-647K16.1,0.9944211
ATP13A4,0.99365467
CALD1,0.9933367
WNT11,0.9932347
LNP1,0.9928771
LAMP5,0.99228066
IGF2BP3,0.9910159
RP4-781K5.2,0.9908638
PLBD1,0.99083513
LINC00984,0.9908241
LY6G5B,0.99078774
SDCBP2,0.9907823
RP3-329E20.2,0.9902646
BEND2,0.99018246
PBX1,0.99007964
RAB6B,0.9900168
TNS1,0.9896987
C12orf39,0.989495
TTC30A,0.98934925
MSRB3,0.98930424
VIL1,0.9892903
MYLK,0.98914015
AC004069.2,0.988917
UBE2C,0.9889046
hsa-mir-1199,0.9885535
ASAP2,0.98846936
PLA2G4C,0.98822224
PBLD,0.986883
HOMER2,0.98672813
GP6,0.98648155
RNF217,0.98647064
TERF2IP,0.98561966
JAM3,0.9852531
GUCY1A3,0.98518384
RNF10,0.98403794
THBS1,0.983165
ZNF778,0.98247224
C1orf198,0.98229116
ZNF841,0.98197424
PPP1R26,0.9815788
EML6,0.9812495
CLIP2,0.9811787
HIST1H2AM,0.98114663
RP11-142C4.6,0.98052144
CAPN2,0.980006
SSX2IP,0.9797379
CTNNAL1,0.9784061
INPP5A,0.9779218
PDGFC,0.97789395
MCF2L,0.97787815
TMCC2,0.9777321
ARG2,0.97739136
KIFC3,0.9763443
CETP,0.9762559
RAB38,0.9761316
HBQ1,0.9745373
GUCY1B3,0.974132
LEPR,0.9736303
CDC42BPB,0.9735666
LIPA,0.9727736
MTURN,0.97235656
EHD3,0.9721269
PRTFDC1,0.9719782
MAN1A1,0.9715811
RP11-378A13.2,0.97133
ZNF615,0.97077817
PSRC1,0.97032523
TRIM16L,0.96973747
IRS1,0.96929276
MBOAT2,0.9690826
ANK1,0.9687283
TNFSF4,0.96856827
CPAMD8,0.9676889
PTCH1,0.9665363
WBP5,0.96645576
ZHX1-C8ORF76,0.9645462
RP11-159D12.2,0.96131015
ACCS,0.9611583
RP11-514O12.4,0.95986354
AC145212.1,0.9595146
ZCCHC17,0.9575538
AC093818.1,0.9571112
ALPK1,0.95704746
TBXA2R,0.956846
PGD,0.9559512
TM6SF1,0.95313776
DPY19L1,0.9527155
C9orf3,0.95216954
FAM212B,0.9518228
LINC00152,0.9510804
RBM38,0.95096725
EFNB1,0.9507658
MSANTD3,0.9503968
AK1,0.9495449
BSCL2,0.9479867
EGLN3,0.9472683
MOB3B,0.9471546
ACO1,0.94668895
FAM212A,0.9462582
SMIM1,0.9462388
GSTM4,0.94588387
STK3,0.9452892
TMSB4Y,0.9448365
NLK,0.9446826
MRPS24,0.9444922
PTPRJ,0.9440233
LINC01011,0.9432326
CACTIN,0.941754
CDK2,0.94078153
AKIRIN2,0.94067836
RP11-712B9.2,0.9403199
TSPAN15,0.93987393
DAB2,0.9392205
HIP1,0.9375448
UBA3,0.9370195
SORT1,0.9365581
CTDSPL,0.9358454
EYA3,0.9355802
USP21,0.9354803
REXO2,0.93517077
KLHDC3,0.93420374
YIPF2,0.93304336
UXS1,0.93300396
TMEM64,0.9316691
GOLGA1,0.9314463
CENPP,0.9306512
SUMO3,0.9299519
CD46,0.92986184
ARMC5,0.92949384
KDELR1,0.9293812
RPGR,0.9290306
MARK4,0.9281926
CEACAM3,0.9280192
RP11-773D16.1,0.92784524
SLC9A1,0.92771125
C7orf31,0.9276514
PHF2,0.924107
PTK2,0.92291236
CTB-55O6.12,0.92212033
DAG1,0.92097634
TBC1D13,0.92086184
TNFRSF8,0.9203636
DR1,0.9201072
PRUNE,0.9199646
MSH6,0.9190039
MTMR2,0.91873384
MIF4GD,0.9184607
IDH2,0.9176
F11R,0.9169308
RASGRP2,0.91556233
LIG3,0.9150985
MYO1C,0.914561
EBLN2,0.9137428
ARFGEF2,0.91355795
TSPAN18,0.9127327
RAB30,0.9098501
F2R,0.9096485
COTL1,0.90892833
MYO5A,0.9073769
FAM73B,0.9069942
RP11-218M22.1,0.9063602
LIPT2,0.9055061
STARD4,0.90469354
VWA8,0.9042178
ARHGAP18,0.9009101
TCF19,0.9008694
TRPS1,0.89786893
IFI27L1,0.8975372
MOB1A,0.8962622
C1orf43,0.8942687
KIFAP3,0.8942171
NRIP1,0.8922335
TBCK,0.8908896
ACTR3B,0.88827765
DBN1,0.88790536
HMGB3,0.8873012
CDR2,0.8865513
SOS1,0.885697
MTMR10,0.88556856
RAB13,0.88417506
RARG,0.88263756
RFX3,0.8805518
CEACAM21,0.8789614
PMS1,0.8779741
GFOD1,0.8767824
TMEM104,0.8757632
CEP290,0.8749264
PANX1,0.87442183
TADA3,0.8742602
SCRN3,0.87423074
TMEM68,0.87352455
PLAGL2,0.8730434
CAPZB,0.87185705
NBAS,0.86992717
HIPK2,0.86980855
PI16,0.86942726
TSPYL4,0.8682809
PTGIR,0.86741257
ATP2C1,0.8665862
FAM118B,0.86599135
BNIP2,0.8645405
SLC2A11,0.86367214
SIRT3,0.86361414
SEL1L,0.86331534
SOCS2,0.86315006
GALNT10,0.8629956
MAP1S,0.8614202
SLC35D2,0.8611598
TBC1D25,0.86113185
PRR24,0.860677
LASP1,0.8601096
ANKRD28,0.8597474
KLHL22,0.8578846
SCARB2,0.857664
GGA3,0.85762334
GNL3L,0.85726553
AKIRIN1,0.85677856
TRRAP,0.85633904
LRRC23,0.85560536
TRAPPC9,0.8548075
RNPEPL1,0.8538588
SLC38A6,0.85141915
ODF2,0.8512104
PDK1,0.85026383
MSRB1,0.85003376
HSDL1,0.8494747
C11orf24,0.8492642
CD226,0.84913784
ZG16B,0.8485877
ANKRD49,0.8482242
HS1BP3,0.8477262
EMC3,0.8472718
PIK3CG,0.8467186
HPGD,0.84566617
FAR1,0.8420625
KCTD18,0.8402911
C18orf32,0.8398368
PUM2,0.83959836
GNA15,0.83924264
ACTR10,0.83839065
CAAP1,0.83742774
PCED1A,0.8363091
MKRN1,0.8362884
TCP11L2,0.8352415
GPD1L,0.8346836
POLR2G,0.8337442
ZNF217,0.8331095
TLK1,0.8330811
RC3H1,0.8327736
OPA1,0.8322895
SVIL,0.8292236
ZCCHC2,0.8286745
KMT2D,0.8285395
MAD2L1BP,0.8282308
CHD1L,0.82785404
ITGAX,0.8277333
ACP1,0.82741463
GK,0.8273062
USP20,0.82685703
BICD2,0.82640713
LRP10,0.82493544
CYB5R4,0.8221377
ASRGL1,0.822084
INF2,0.82164973
ZDHHC5,0.82139575
TUBB6,0.82087106
CCDC92,0.81882614
SIDT1,0.8175315
OGFOD2,0.8164287
TBC1D7,0.8163077
MTG1,0.81617
UHRF2,0.81558836
MADD,0.8137419
PADI4,0.8132657
ATF2,0.8113892
RAB3GAP2,0.81070423
SFXN3,0.8086998
GMEB1,0.8055914
AC093673.5,0.8030385
PTMS,0.80284464
ACOT13,0.80275816
RNF8,0.80240965
ORMDL3,0.8023395
KCNK6,0.80135196
NSMAF,0.79913217
SH3GL1,0.7990382
CASP3,0.79900306
CLN8,0.7981152
MTHFD2L,0.79806757
PDK2,0.7979745
SNX18,0.7969029
PCK2,0.7965568
CMTR1,0.79599875
HSD17B4,0.7954135
PSTPIP2,0.79537404
LRRC8D,0.7947996
DCAF6,0.7942471
KLHL28,0.79369324
OTUB1,0.7927673
BAP1,0.7919576
CYB5D2,0.79107755
GLRX5,0.78904265
FBRS,0.786482
TMEM175,0.786091
POC1B,0.78574324
ETV6,0.7857195
TANGO2,0.7856515
RIT1,0.7832688
FAM127B,0.7818361
DNASE1L1,0.78168255
NPEPPS,0.78138274
EPS15L1,0.77989525
TMEM127,0.77900517
ABHD2,0.777155
ADAM19,0.77607596
KPNA4,0.774291
MAFG,0.77285343
GPR137,0.77208835
RBM4B,0.7699572
STRADB,0.7699039
MAST4,0.7693888
EIF2B2,0.7692375
LPAR5,0.7673564
MTIF3,0.7659262
TCTA,0.7644949
CANT1,0.76317185
SYMPK,0.76274914
CD82,0.76076543
RNF2,0.75566083
TBC1D5,0.75540537
CLEC4A,0.75382775
NDFIP1,0.7530577
CHST2,0.7524538
RNF5,0.75216013
XPNPEP3,0.7513952
COQ9,0.75041664
CALU,0.75017256
BCL2L1,0.74930733
NFIC,0.7482992
RPAP3,0.7469035
B4GALT1,0.74679506
KCTD20,0.7405812
OSER1-AS1,0.73961574
SPRYD3,0.73704004
FBXL8,0.73320085
PPP2R4,0.7317128
KCNE3,0.73055303
MOSPD3,0.7288742
FAM3A,0.72795516
MAP4K2,0.72775066
ZNF414,0.7261667
WDR26,0.7259745
BSG,0.7258693
RP1-39G22.7,0.72560364
FHOD1,0.72370976
RPN1,0.7232958
VEZF1,0.71993464
PARK7,0.7178362
CPNE3,0.71725523
POLR2E,0.7169661
UBE2J1,0.7160233
C6orf136,0.71522933
CD63,0.7150988
CIRH1A,0.7136778
FAM120A,0.7129201
C8orf76,0.71275353
TRAF7,0.7125613
HDGF,0.7124524
PRKCB,0.712062
C12orf75,0.7118091
RAD23B,0.71046275
NFKBIB,0.70986956
FAM228B,0.70985854
TMEM107,0.70961165
ARRDC3,0.7086046
GMPPA,0.708136
RENBP,0.7076718
LSR,0.70767
TRAP1,0.70677125
VAPB,0.7063448
PPM1N,0.70461524
RPS27L,0.70435834
CCPG1,0.7043006
ETS2,0.703927
IL17RA,0.70282626
RRAS2,0.7016022
ANXA11,0.6993019
HSD17B12,0.6962962
RP13-1032I1.7,0.6957376
MGRN1,0.6944554
BZRAP1-AS1,0.69406414
PCIF1,0.69296736
PHACTR4,0.69256026
ERLEC1,0.6915743
NCSTN,0.6912407
ARCN1,0.6911802
TMEM116,0.6909689
KPNA1,0.68968594
CENPT,0.6892361
PNP,0.6891299
AP1B1,0.6885881
N4BP2L1,0.68814594
CRK,0.687699
SIAH2,0.68768543
SMYD3,0.68653387
ZC3HAV1,0.6864287
TBC1D9B,0.6863604
RFC2,0.6855355
PGS1,0.68487984
BET1,0.6838525
TBL1XR1,0.68259156
TBC1D22A,0.6819074
TPGS2,0.6810533
KAT6A,0.68063587
GMIP,0.6805144
SLAIN2,0.68032193
ZFYVE21,0.6803022
VPS13C,0.6797251
CHST12,0.6793082
AMPD2,0.6788197
ST7L,0.67777014
KANSL1-AS1,0.6775938
GPR65,0.67608064
NINJ1,0.6743181
EML3,0.6741619
C18orf8,0.67229456
C3orf38,0.6713721
LINC00938,0.6685363
SCP2,0.668324
BCAP29,0.6675133
CORO1B,0.6635202
TMEM115,0.6625377
ARL6IP5,0.662524
GSAP,0.66076934
LRRFIP2,0.65995276
FGD5-AS1,0.65951383
HDAC10,0.6587215
SNX9,0.6586494
PRR14,0.65767545
NDUFA5,0.6575532
SMARCA2,0.6570294
VGLL4,0.6560221
DAD1,0.6547914
CD36,0.65310264
TRPC4AP,0.6526263
FAM49A,0.65237194
PCMTD1,0.6523174
TTF1,0.65220356
ARIH2,0.6492167
CDC16,0.6491172
RTN3,0.6469319
NFKB2,0.6468755
TSPAN13,0.6463463
KMT2E-AS1,0.64509344
FN3KRP,0.6442972
VPS37B,0.64422107
PRR7,0.64403635
RNF34,0.6432702
HAVCR2,0.6429938
UBE2E3,0.6383989
NMD3,0.6383459
TTC7A,0.6371449
SLC25A24,0.63467956
ARAP1,0.63188857
PPM1A,0.62954247
TP53RK,0.6293605
DERA,0.62754923
RP3-395M20.12,0.6246552
CTD-2336O2.1,0.62297046
DOCK10,0.6192396
AKTIP,0.61909586
SELT,0.6155188
AUP1,0.6137443
TMEM106C,0.61264724
DNAJB2,0.6095811
TMEM199,0.60950637
LINC00657,0.6089613
RNF6,0.60806465
ANAPC5,0.60761195
CATSPER1,0.607411
GDI1,0.6062557
NCOA1,0.60567695
SLC50A1,0.6046706
LAT,0.60391426
VCL,0.60359204
CTSL,0.6034409
TMEM55A,0.6028755
UFL1,0.6022779
MRPL17,0.5994084
ORC4,0.5987929
RP11-220I1.1,0.5981787
GNA13,0.59635586
LPCAT1,0.59626913
INPP5K,0.5950156
DSTN,0.5923167
LMBRD1,0.5918029
RNF216,0.5908082
TMA16,0.5891263
MEPCE,0.58904344
FAM110A,0.5847177
AASDHPPT,0.58289325
NUP62,0.58104676
GADD45A,0.5794754
FOPNL,0.5775366
USP34,0.5766838
HECA,0.57619715
RIC8A,0.57618606
ANAPC11,0.5759717
FLII,0.5759668
DKC1,0.5748548
EPB41,0.57351804
CASP6,0.5715088
C11orf21,0.56883746
ZNFX1,0.56469256
SBNO1,0.5602216
RP11-94L15.2,0.55622226
DYNLL2,0.5554851
DDB2,0.5554091
CCAR1,0.5546407
ISCA1,0.5533034
ARRDC2,0.55297047
NBR1,0.5498143
RFWD2,0.5477338
FDPS,0.54695207
SULT1A1,0.5467833
H2AFV,0.5440767
USP14,0.5427969
CDKN1A,0.539793
SLC39A4,0.53962815
ZNF688,0.5394637
RHEB,0.5392235
EMC8,0.5377074
AIG1,0.5374096
PPIF,0.5360192
NUCB1,0.5352463
ACTN4,0.5351597
RAB1B,0.53314555
CORO7,0.5307375
HDAC5,0.53019905
PRPSAP2,0.52956873
C7orf49,0.5282682
CRLS1,0.52671206
THAP11,0.5243487
GLYR1,0.5210383
CHTF8,0.5190702
ANP32B,0.51888293
IVNS1ABP,0.51860344
TM2D2,0.51681143
NTAN1,0.51649505
GABARAPL1,0.5151114
MRPL10,0.51435876
SNUPN,0.5140804
STX12,0.5133921
TACC1,0.5128401
CDS2,0.5121042
SUPT4H1,0.5101907
UCHL5,0.50844204
CORO1C,0.5057297
H2AFZ,0.50531554
PLEKHO1,0.5051744
SLA2,0.50035024
C16orf91,0.498749
IFRD2,0.49762663
WDR82,0.49667022
HAUS4,0.49642706
RP11-1143G9.4,0.49461183
SERINC3,0.49451518
LGALS3BP,0.4930828
RASSF1,0.49128872
WDR45,0.49118164
SMYD2,0.49115354
FYB,0.49037126
ADH5,0.4886019
COA5,0.48804736
SMPD1,0.4879586
TROVE2,0.48356
JAK1,0.48293066
MRPL51,0.48214793
SF3B2,0.48030233
ERBB2IP,0.47983912
CHRAC1,0.47814715
RP11-660L16.2,0.47686777
NUTF2,0.47431785
RALB,0.47078678
HMG20B,0.46986678
ICT1,0.46937892
STARD3NL,0.46561694
FCGR2A,0.46044245
SSBP2,0.45475748
DNMT1,0.45255828
CAND1,0.45206705
RHOC,0.4519795
ICAM2,0.4512362
UBA7,0.44691843
C12orf76,0.44667408
SMS,0.44642797
DUSP22,0.44637233
KMT2A,0.44558427
SEC14L1,0.44306633
ATP6AP1,0.43973836
HIGD1A,0.43902376
ERV3-1,0.4368351
NDUFA6,0.43642935
PSMC6,0.43630037
GUSB,0.43598098
ACAA2,0.43588188
TRAFD1,0.4357983
SAMSN1,0.43459842
RHOA,0.43360052
HOOK3,0.43343958
NDUFA4,0.43193567
DCAF8,0.43078655
TBPL1,0.42616373
NAE1,0.42371964
TRAPPC5,0.42345393
MRPL18,0.42321736
PTGDR,0.42176977
TMEM9B,0.42039132
RAB31,0.41793504
AP3S1,0.41426045
IKBIP,0.4105656
LYRM5,0.41038823
LYPLA2,0.4077476
TCIRG1,0.40769812
TSEN34,0.40751895
CRBN,0.4063934
SMAP1,0.4059944
VRK3,0.40368974
OSER1,0.39811006
PRMT2,0.3925499
MARCH6,0.3923812
BHLHE40,0.3922557
SERPINB9,0.39157394
GYG1,0.3904782
FAM192A,0.38768712
NRBP1,0.384335
C11orf83,0.3817076
MLXIP,0.3797075
C7orf55-LUC7L2,0.37540275
OSTF1,0.37413836
WIBG,0.37064418
PTEN,0.3696175
IL1B,0.36939535
PIGT,0.3622666
SURF4,0.3567803
RNF213,0.35638
POP4,0.35527095
STX4,0.3546064
SHARPIN,0.35394165
ARPP19,0.35114807
RFXANK,0.34961686
MOB2,0.34784535
RNF115,0.34722066
GRB2,0.34427783
HNRNPH2,0.34140193
SNX20,0.34030965
FAM105A,0.33770305
NEK7,0.3371484
AP1M1,0.3350292
C14orf2,0.3312195
TES,0.32894382
UBE2F,0.3289005
RASA3,0.3288376
COPA,0.32868698
PCM1,0.327241
C1orf52,0.3251623
PFKL,0.32342404
CYFIP2,0.32040998
CDC25B,0.31988803
TSR2,0.3159793
HEBP2,0.3149536
COPS3,0.31117296
CHMP4B,0.3104687
NUDT21,0.30810982
CHMP1B,0.30809435
BLVRB,0.3063496
SERINC1,0.3026462
RP11-1094M14.11,0.29894945
RAB6A,0.29621252
CCND2,0.29105052
ARID5B,0.28710607
ORAI1,0.28605208
MRPL37,0.28422394
ANKRD13A,0.28375715
RTFDC1,0.2807934
FAM50A,0.28002897
YIPF3,0.28001228
PSMD2,0.27804363
ACYP2,0.2762114
MMP24-AS1,0.27591196
VAMP7,0.27559617
CHMP2B,0.27494988
M6PR,0.27460927
IFIT3,0.2738413
SRSF6,0.27008256
ING4,0.2661033
COX7B,0.2653395
ARL5A,0.2614949
CTSZ,0.26082286
CREG1,0.253074
FXYD5,0.25153467
CCDC85B,0.249813
CTNNBL1,0.24761745
STRA13,0.24187863
NUCB2,0.24142635
PASK,0.24015823
GS1-251I9.4,0.23985843
FAM200B,0.23780735
GNB1,0.23553838
SDR39U1,0.2322753
GABARAP,0.22831497
WIPF1,0.22161163
TSSC4,0.22060724
RAD21,0.21651815
ELMO1,0.21553569
ATOX1,0.21232873
MTHFD2,0.21071734
UBE2K,0.20951304
ITGAL,0.20936486
C6orf62,0.20737278
MRPS5,0.20464024
SHISA5,0.2033556
BANF1,0.20317255
RTN4,0.19383308
NR4A1,0.19232154
CFL1,0.18972708
RBCK1,0.18748315
