official gene symbol,scores
PSME2,8.029016
GLIPR2,8.023683
SEC11A,8.01469
NOP10,7.9891644
DUSP6,7.971899
TNFRSF1B,7.9361444
RILPL2,7.9103947
LYN,7.8743773
GNG5,7.8717923
CD63,7.853989
SAT2,7.848984
ZYX,7.846325
UBE2L6,7.8001933
ABI3,7.7647405
FOLR3,7.7083273
NDUFS7,7.705608
HN1,7.68555
THEMIS2,7.6784525
C4orf48,7.662211
ARHGEF40,7.6355815
LYST,7.6283975
LILRA3,7.6206846
ATP5J2,7.5825024
SCIMP,7.5689006
POLE4,7.564766
PPP4C,7.5508747
NR4A1,7.521179
SCPEP1,7.500001
CAPNS1,7.480054
POU2F2,7.4766088
GNAI2,7.4763503
NUDT16,7.4705276
CCL3,7.4634686
COPE,7.4068837
GRINA,7.3855033
TMEM179B,7.3546925
MTMR11,7.3503246
UQCRC1,7.3204083
GPBAR1,7.2954745
GLIPR1,7.2708974
LILRB4,7.2532043
IFITM2,7.2479687
ZNF706,7.243408
LYL1,7.234965
NAPRT1,7.2342806
POLR2L,7.1758766
UNC93B1,7.1632752
OSCAR,7.160151
CLEC12A,7.148399
SH3BGRL,7.136364
CHCHD2,7.109891
ID2,7.091625
ARF5,7.085407
CHMP4B,7.074183
FCGR3A,7.070006
IL8,7.0229173
SAMHD1,7.0155625
CD300LF,7.010511
FOS,7.0006948
ACTG1,6.952745
G0S2,6.943889
CSF1R,6.9295287
CECR1,6.924314
CORO1A,6.9218707
RAB24,6.919129
PKM,6.9113736
CD86,6.889643
TESC,6.884471
CHMP1B,6.8826222
CD300C,6.8753605
MSN,6.8690495
HEBP1,6.8611407
PARVG,6.8573275
MRPL23,6.8544254
GNAS,6.8321624
ARPC5,6.819696
IL1B,6.8162103
SLC43A2,6.8123856
RHOC,6.8062425
UQCRFS1,6.7891564
GLUL,6.7855134
RBX1,6.7773733
LAMTOR2,6.7768364
RNF181,6.772276
CD36,6.767202
COX5A,6.7632375
LILRB3,6.754117
TNFAIP2,6.7431602
BNIP3L,6.728843
TPPP3,6.724901
ADRBK1,6.713068
REEP5,6.7025895
CDKN1A,6.668964
PTPN6,6.657154
CSTA,6.6377964
MT-ND3,6.5624504
C11orf31,6.5538573
SDCBP,6.5374904
RASSF4,6.53681
MIR24-2,6.5326166
BAX,6.529606
ZFAND5,6.527021
TREX1,6.497771
CD4,6.4806085
CASP4,6.448505
EIF1,6.4316926
TGFB1,6.428309
ID1,6.4182615
ATF3,6.4092884
AOAH,6.4011145
HNMT,6.3732157
FCGR1A,6.371821
PPT1,6.348982
ENO1,6.3394685
DOK2,6.3387127
CD97,6.332281
MYO9B,6.3309717
MARCO,6.319786
LILRB1,6.3109584
MYD88,6.308786
CREG1,6.3058352
DYNLT1,6.286525
ZNHIT1,6.266449
AHNAK,6.2609925
EIF4E2,6.2540393
CDKN1C,6.251133
SERPINB6,6.243919
UBL5,6.243538
UBE2D1,6.240368
FES,6.2357883
RNF7,6.1882644
RNASE6,6.1817265
GNB1,6.1451635
NIPSNAP3A,6.1373606
PSMB9,6.134679
VAMP5,6.1287317
SLC16A3,6.1282964
ALOX5,6.1223173
MAPKAPK3,6.110734
HOTAIRM1,6.108411
CD37,6.105843
COMT,6.1003
RBP7,6.0970216
MIDN,6.0809536
TCIRG1,6.0715094
EPSTI1,6.068004
FAM110A,6.0417275
CSNK2B,6.0316777
RXRA,6.0248804
SMS,5.99774
RETN,5.9805264
WASF2,5.9752564
RAB31,5.97378
NAGK,5.966964
LINC00877,5.963553
YBX3,5.9613104
ATOX1,5.9574823
EMR2,5.946307
PPP1CA,5.9387164
SRA1,5.9375696
LACTB,5.93543
ZNF385A,5.9177723
CAMK1,5.9110494
CTSC,5.908506
MCL1,5.9052987
CLTB,5.8699384
CXCL16,5.864235
EHBP1L1,5.8598056
NANS,5.855268
MYADM,5.841266
LILRA2,5.8408136
UBE2R2,5.8005266
SULT1A1,5.7898335
PTPN18,5.7741213
CRTAP,5.7472057
PLXNB2,5.743203
PLSCR1,5.7420974
UNC119,5.7357206
LAP3,5.7260385
VMP1,5.714685
ATP5B,5.6996183
TIMM13,5.6881676
SRSF9,5.6815658
TRAPPC1,5.6650114
KIAA0930,5.663264
CLEC4A,5.6614194
STX10,5.6580124
SPG21,5.653739
HLA-DMB,5.646579
CD55,5.636956
GAS7,5.631574
UQCR10,5.6281137
DRAP1,5.6139946
NDUFB1,5.604861
PTP4A2,5.5902233
QPCT,5.5884027
ZNF467,5.587057
SSR3,5.5399013
LRRFIP1,5.5354915
CARS2,5.522376
RTN4,5.520877
CD83,5.508772
TUBA1A,5.504848
PID1,5.5034523
LDHA,5.4908504
RNPEP,5.4877415
RTN3,5.4712343
ATP5G3,5.4617734
GRB2,5.457809
FIS1,5.445056
APOBEC3B,5.440759
UBA52,5.4247475
MPP1,5.421806
CD1D,5.4142513
RPS11,5.411756
PTPRE,5.4036736
FLNA,5.4022098
AGPAT2,5.400609
COX17,5.39408
HSD17B11,5.391319
TMEM219,5.3875885
IL17RA,5.3766127
COX4I1,5.3749185
NEDD8,5.374757
NQO2,5.3715944
IFI35,5.3636484
H3F3B,5.361394
MAP3K3,5.359413
NAMPT,5.3480954
LAPTM5,5.3469806
POLD4,5.342503
PLEKHO1,5.3239427
UQCR11-1,5.3235207
KYNU,5.322586
SDHB,5.3182755
NFE2,5.3175864
FAM49B,5.3139544
BTK,5.309812
SQRDL,5.3054295
LFNG,5.2838535
MT-ND5,5.2732944
ATG16L2,5.261379
DENND6B,5.239757
HK3,5.238964
AP2A1,5.237434
NDUFB11,5.236952
TMEM176A,5.2334967
C10orf11,5.226418
PTAFR,5.2124
COMMD9,5.207815
SYK,5.197695
ANAPC11,5.1942234
C9orf89,5.1869154
FUOM,5.176625
PDLIM7,5.172109
RNF13,5.1580462
CLEC4E,5.150219
PRDX3,5.1473994
PSMB8,5.146587
S100A12,5.143242
PRDX5,5.1372128
IMPDH1,5.1299033
RP11-362F19.1,5.119367
TMEM205,5.113387
LRP1,5.1106706
LILRA1,5.108152
HMGB2,5.105734
COX7A2L,5.1028013
NMI,5.0938354
SNX10,5.0897098
ZDHHC7,5.088359
SLC25A3,5.0880527
HM13,5.087872
CALHM2,5.0873075
TPM3,5.073259
ARAP1,5.0480723
RNASE2,5.0414824
EDF1,5.020228
CHST15,5.015497
RPS9,5.0035543
PABPC1,4.9991407
UBXN11,4.989406
STAC3,4.9886084
PAK1,4.986133
SMARCD3,4.985203
NBPF10,4.980589
CD300A,4.9803395
TAGLN2,4.980011
SIGLEC10,4.976007
FBP1,4.972904
RELT,4.9709935
MYO1F,4.9619956
NFKBIZ,4.9599934
PCGF5,4.953925
FCGR1B,4.9458942
C19orf59,4.9404244
DYNLL1,4.935933
CSF2RA,4.9306884
MGST1,4.9287524
VDAC1,4.923928
ATP5L,4.9100876
PLIN3,4.893539
MAP3K11,4.8908763
HHEX,4.8820424
HCLS1,4.876649
BATF3,4.87045
NRG1,4.8700547
FAM49A,4.8688903
WAS,4.859714
PYGL,4.856787
SMAP2,4.8516154
RALB,4.847799
IRF7,4.8401594
SLC2A6,4.8332505
CBR1,4.825745
HRH2,4.8249683
MTHFD2,4.823444
LAMTOR5,4.8184357
C19orf43,4.8140903
NRROS,4.8124547
CHCHD10,4.8118463
CATSPER1,4.806711
NDUFS6,4.8054833
ZDHHC1,4.7873755
FAM46A,4.7802787
PHPT1,4.779509
ARF1,4.769677
ALDH3B1,4.7683015
CACNA2D3,4.767417
SYNGR2,4.75801
C1orf43,4.755799
ATP5EP2,4.751303
SF3B5,4.745276
LTA4H,4.7444715
EIF6,4.71149
CAPZA2,4.7060657
CRIP1,4.701233
IRF5,4.7003217
TMEM208,4.699834
IDH3G,4.692608
IGFBP7,4.6815324
TXNDC17,4.6682343
TNFRSF1A,4.667248
ZNF524,4.664912
PPDPF,4.6626716
NACA,4.6594243
RASGRP4,4.642602
LSMD1,4.634513
PPM1F,4.631915
MRPL54,4.630118
RNF135,4.629164
SNF8,4.6290345
OLIG1,4.621885
TREM1,4.6198096
TTYH3,4.61731
NOTCH2NL,4.612553
ATP5H,4.6029286
CHMP2A,4.596154
IDH2,4.589169
MOB1A,4.5851293
NCKAP1L,4.5832033
SIGLEC1,4.5829177
IQGAP1,4.580813
RAB5C,4.5771265
GNS,4.577113
VIMP,4.573074
PSMB4,4.5694013
C11orf21,4.559909
CTD-2006K23.1,4.554682
BAG1,4.5331397
ROGDI,4.5300503
CTSL,4.5209746
HEXB,4.5176597
SIRPB1,4.511986
FIBP,4.5010095
SELPLG,4.4995704
VMA21,4.498128
ITGAM,4.497735
CORO1C,4.4964185
CKB,4.487106
MBOAT7,4.4850817
ACAA1,4.484817
CEBPG,4.483942
RAB10,4.4677396
NDUFC2,4.465044
MTPN,4.442215
CYC1,4.440385
OXA1L,4.437808
PIK3AP1,4.426517
PSMA4,4.418678
GUK1,4.4068003
JOSD2,4.404094
RAB34,4.401361
CD93,4.4007373
PHACTR1,4.398501
RAB8A,4.3982263
TMEM14C,4.3967314
MEFV,4.393641
PGAM1,4.3911657
PNPLA6,4.389383
IMPA2,4.385222
LAPTM4A,4.3842707
NCF4,4.3840766
PRKACA,4.375172
TNFAIP8L2,4.3738027
CUX1,4.370897
C19orf10,4.369277
CSK,4.3608723
CHCHD5,4.3598003
MS4A4A,4.3561754
FAM45A,4.3525
PTGIR,4.3508267
NCF1,4.349598
MTMR14,4.348989
PRKCD,4.3486185
SECTM1,4.3450766
IFIT3,4.3416624
COX6A1,4.3385468
RAB7A,4.3384957
TNNI2,4.338215
RP11-65J3.1,4.3363004
CAST,4.3342705
NDUFA7-1,4.3313513
PLA2G7,4.3311195
HDLBP,4.3289433
ENY2,4.3271422
SCNM1,4.323755
PARL,4.3169794
IRAK3,4.307312
TRAPPC5,4.307309
YWHAH,4.3072076
PCBP1,4.3067164
FAM195A,4.3062105
SGK1,4.293711
PER1,4.2908216
TRAPPC2L,4.290092
TCF7L2,4.289719
NAGA,4.2896914
ARHGAP27,4.2895317
SH3BP2,4.2856703
AC093673.5,4.2833667
CEBPA,4.2774067
NADK,4.2757897
PARVB,4.2757435
RIN3,4.2730174
RAB11FIP1,4.2659626
SPTSSA,4.260455
MPC1,4.258677
FRAT2,4.254548
TSEN34,4.249807
ATP5C1,4.249515
PRR13,4.2416434
KDM1B,4.238292
CD44,4.2341747
GSN,4.2335877
ERGIC3,4.23305
CKAP4,4.2326727
AP003733.1,4.2319083
JUND,4.229407
AMPD2,4.2196116
NOTCH2,4.218375
ENTPD1,4.2127366
FKBP15,4.203585
IFIT1,4.201692
ATP6V1B2,4.1946754
MARCKSL1,4.192723
IGBP1,4.184246
C7orf73,4.182668
FKBP8,4.179064
SNX2,4.1776175
PLEK,4.1758757
SLC15A3,4.1751943
SNORD3B-1,4.1745996
NDUFB2,4.1726193
GABARAPL1,4.169093
C14orf2,4.163048
SQSTM1,4.1598654
PGK1,4.1581254
SRD5A3,4.1557245
CALCOCO2,4.1532593
NDUFB10,4.14504
MGLL,4.1421885
ETHE1,4.141196
METRNL,4.1350265
ARRB1,4.1340766
PARP14,4.1324253
H2AFZ,4.1163535
MID1IP1,4.1029525
TSPAN4,4.0941296
PDXK,4.0850763
NLRP3,4.0803165
RPS6KA4,4.0802174
KDELR1,4.076194
DUSP23,4.0754857
ZEB2,4.074198
MOB3A,4.068122
IKBIP,4.0640016
POMP,4.0632215
ORAI3,4.0623426
STX7,4.051732
TLN1,4.04695
ZNF703,4.0455756
PARK7,4.0398154
MICAL1,4.03222
SH2B3,4.0316343
RNF149,4.0251794
RAB3D,4.0243473
CDH23,4.02276
AKIRIN2,4.0226674
CACNA2D4,4.0127273
ARPC1A,4.011866
UQCRQ,4.00873
MDH2,4.0085306
PRDX1,3.9987452
C15orf39,3.995986
PRDX6,3.9908862
NDUFA2,3.9896357
MARCKS,3.9862487
ANXA1,3.973963
TOM1,3.9716768
SIGLEC5,3.9687753
ATP1B3,3.9669404
PGP,3.9639733
MYO1G,3.960072
GPSM3,3.953687
PSMB1,3.948585
PSMB7,3.9459348
UBXN1,3.9433744
ASGR2,3.9389112
MPST,3.9347107
GLA,3.9329865
NDUFV3,3.9234798
SEC14L1,3.9233203
CAPZB,3.9228158
WIPI1,3.9215117
EMC7,3.9208999
CD151,3.918312
TAX1BP3,3.9164405
EMR1,3.9163935
PPP1R9B,3.9137714
PSENEN,3.8995922
SNN,3.891773
LSM10,3.8898807
EPN1,3.887939
MIR142,3.8858583
LYSMD2,3.883935
PBX2,3.8822541
OSTF1,3.8822434
PHC2,3.8814125
WDR13,3.8796213
COQ2,3.8735964
YIF1B,3.8694794
SPINT2,3.8671932
CCNY,3.8549776
NPL,3.8490324
CMTM6,3.8467872
HSPA6,3.8421533
KLF6,3.8418815
GALK1,3.840851
RAB4A,3.8403447
DHRS4L2,3.8326283
AKR1A1,3.8248684
ADAP1,3.82127
MMP24-AS1,3.819781
TP53I3,3.8078005
DPEP2,3.8069239
NRGN,3.8064308
TPGS1,3.8036137
ATP5I,3.7951953
KCNE3,3.791628
SNAP29,3.7874448
IRF2BP2,3.7819924
VPS28,3.779359
OAS3,3.7759538
SULF2,3.7735178
NDUFB7,3.7693386
METTL9,3.7690399
CYP27A1,3.7579255
FOSL2,3.7575238
TMEM147,3.757225
HLA-B,3.7542765
SLC24A4,3.7475784
LTBR,3.7388058
NINJ2,3.7387547
DRAM2,3.735857
SMPDL3A,3.7337453
GBGT1,3.7298682
CAT,3.726711
VAMP3,3.7250178
C19orf24,3.7242644
PRDX4,3.7211454
ATP6AP2,3.7171547
CTNNA1,3.7144053
IL1RN,3.7115495
NDUFS3,3.703963
FGD4,3.699829
ERCC1,3.697411
ALKBH7,3.6924932
ITGAL,3.6871824
ERICH1,3.686154
TMEM167A,3.6828377
PFDN2,3.6819148
MRPL53,3.6817415
CHPT1,3.681422
SNORD3D,3.6789443
UBAC1,3.6783652
ADAP2,3.6779764
FGD2,3.6716013
FHL3,3.6680253
MIIP,3.6669986
LCP1,3.666759
NFAM1,3.6662657
NDUFAF3,3.662987
SHKBP1,3.6629202
QSOX1,3.662409
YWHAE,3.6595523
LRRK2,3.6582918
IFIT2,3.6392872
PPIF,3.6392276
ARHGEF10L,3.6309397
CARD9,3.628658
TFEB,3.6281745
RNF114,3.619334
SH3BP1,3.619072
CCDC124,3.6131704
TRIOBP,3.6088607
IQSEC1,3.6074717
ACTR2,3.6050959
LRPAP1,3.6049185
DOCK2,3.5990894
ZSWIM7,3.5969791
EMILIN2,3.5862677
SLC27A3,3.5845802
PTP4A3,3.583084
TEN1,3.5824323
RER1,3.5815358
PPCDC,3.5785875
NEURL1,3.5783029
LMO2,3.5753353
DKFZP761J1410,3.5753078
HADHB,3.57225
LAIR1,3.5693314
DICER1,3.569036
EMC8,3.5675423
FAU,3.5663545
RARA,3.5660646
TOLLIP,3.5659459
SIGLEC7,3.5654395
GAA,3.5646362
FAM50A,3.5644438
TTC7A,3.5639846
CDK2AP1,3.5585697
MTIF3,3.552793
RRAS,3.5448709
HAUS4,3.5431228
GNA15,3.5412495
S100Z,3.5398588
KCNMB1,3.5392601
PSMB6,3.5373385
SNX27,3.5367467
ITGAX,3.5356073
AGPAT3,3.528496
SKAP2,3.5283632
UBR4,3.5250525
CCR1,3.5231347
H1F0,3.5202115
RABGAP1L,3.518206
BCKDK,3.5166664
KCTD12,3.5120165
UQCRB,3.5109015
ANP32B,3.5089066
CXCL2,3.5046616
SPN,3.4995937
CMTM3,3.4983428
CCL3L3,3.4977674
SH3GLB1,3.494778
OGFR,3.4941173
SCAND1,3.4907455
C19orf70,3.4838347
PLCB2,3.4770443
MIR4435-1HG,3.4760358
FUCA2,3.4741755
FAM32A,3.4719572
ZNF106,3.468414
SIRPA,3.465614
RAP1A,3.4612036
SASH3,3.4580364
CCT5,3.4534671
BCL2L11,3.4516747
SLC46A2,3.4497635
C19orf53,3.4451196
ATF5,3.4411063
LMAN2,3.438151
SLCO3A1,3.435665
FEZ2,3.4330006
RENBP,3.4221323
DNASE1L1,3.4161441
RP3-525N10.2,3.415375
TIMP2,3.4152
TFE3,3.4123616
CCDC23,3.4069078
TGOLN2,3.4031665
MTHFS,3.4031608
CLEC10A,3.397461
TCF25,3.39695
NDUFB5,3.392076
MX2,3.3898966
LSM6,3.3884377
DRAM1,3.3854692
DNAJC4,3.3843448
AIMP2,3.384037
SMIM12,3.380756
NACC2,3.3801246
CES1,3.3797927
FMNL1,3.37828
FXYD6,3.3771758
GPR35,3.3770523
IFI27L2,3.3760386
SIN3B,3.3616943
ARL4A,3.3609614
MXD3,3.3565252
SIGLEC14,3.3559098
RBM3,3.3550236
RTFDC1,3.3527055
VPS53,3.3517992
IL15,3.349971
ZFHX3,3.3483317
RAB13,3.345642
NCOR2,3.3450184
PRKCDBP,3.3443787
LMO4,3.3414235
NAPA,3.3400748
SLC25A11,3.3363519
CHN2,3.334927
FLOT2,3.3326952
TMED3,3.330176
TMEM258,3.326419
SFXN5,3.3258507
CCDC88A,3.3257067
GMPR,3.325154
HADHA,3.3198683
DOK3,3.3151374
EVI2B,3.3126616
LILRA6,3.3124743
CDC42EP2,3.3104904
PLOD3,3.3076873
DENND1A,3.3074899
FUCA1,3.3055265
TRMT1,3.3044004
RP11-802E16.3,3.3024857
PMVK,3.3023129
DCTN3,3.3013623
BUD31,3.29534
DDAH2,3.2938576
ANAPC15,3.2911844
GBAS,3.2894435
C2,3.287757
SEMA4A,3.286761
NUDT14,3.2844388
MSRB2,3.2779794
YWHAB,3.2763913
RNASE4,3.272433
MAP2K3,3.2724152
NEU1,3.2713106
MAFK,3.2643218
SLIRP,3.2637417
UBE2J1,3.2635837
HDGF,3.2627034
COX14,3.2564137
CHP1,3.2560022
CASP5,3.255419
NME1-NME2,3.2548378
TIMM17B,3.2544048
QKI,3.2540908
TIMM8B,3.2539275
AZI2,3.2522116
SUMO3,3.2501535
COA1,3.2471254
IL10RB,3.2421288
SIGLEC9,3.240308
HES1,3.2349157
POLR1D,3.2345064
SRP14,3.2342172
ASCL2,3.2320502
ANKRD13D,3.2281325
PSMB2,3.2277093
ARID3A,3.2270615
PTPLAD2,3.226521
RNASEH2C,3.2248654
SAMD4A,3.221845
VPS29,3.2213268
CMTM7,3.2208776
FOLR2,3.220845
STAT2,3.220814
FPR2,3.2204494
RNF213,3.2189057
SNX17,3.2100327
ARL8A,3.209077
RP11-110A12.2,3.2074065
TXN2,3.205234
ZNF593,3.200821
ATP6AP1,3.1946054
RGS18,3.187611
IL18,3.18553
AP003774.6,3.1853197
HBEGF,3.1842282
NFKBIE,3.1841848
TMED1,3.1834962
BCL6,3.1815822
P2RY13,3.18092
ZGLP1,3.1785414
SSNA1,3.1784465
NDUFC1,3.1783602
MRPL20,3.1753738
LINC00937,3.1748168
DBI,3.1737826
PLP2,3.1731634
MRPS11,3.1685474
ICAM4,3.160807
NUBP1,3.157288
ADAR,3.1557543
SEC61B,3.1509044
MRPL44,3.1464283
ACOT9,3.1462595
TCN2,3.14579
MRPL14,3.1454864
TXNL4A,3.1431134
DNAJB12,3.1427004
ATP6V0E1,3.1418104
MFSD1,3.141601
POLR3K,3.1413698
PISD,3.140028
SLC39A1,3.1372979
VMO1,3.135753
CHST7,3.1335247
MEGF9,3.1331358
ABR,3.1327403
TMEM199,3.1304271
MLX,3.1303518
DPYD,3.1289423
FAM127A,3.1288211
TRIB1,3.1260424
SP110,3.1214225
CNIH4,3.1193244
HOMER3,3.1189263
PABPN1,3.1155612
SEC61A1,3.1153798
MRAS,3.1153738
KCNK6,3.1119514
TYK2,3.1116104
RPS24,3.111357
KLF10,3.1028159
PLD3,3.0978549
SLC43A3,3.093031
PFKL,3.0903554
FAM214B,3.0899498
MRPL27,3.0886908
PTPN9,3.0873477
SEC16A,3.086274
CWC15,3.0816083
ASAP1,3.0805933
EIF3H,3.0775135
NDUFA1,3.077416
ATP5F1,3.0770123
RGS10,3.073545
ZMIZ1,3.0731905
OTUD1,3.0641391
UBE2A,3.0608397
EIF5,3.058011
FAM89B,3.0577576
MCTP1,3.0566301
HCST,3.0514736
PEPD,3.049405
TMEM183A,3.0482416
PIM3,3.045916
ERP44,3.0446186
CUEDC2,3.041906
DPP7,3.0409667
GIMAP1,3.0394485
MRPL21,3.0388873
TPMT,3.0348122
CYSTM1,3.0299153
ZBTB7A,3.0289426
COX6A1P2,3.0264158
CALML4,3.0263114
CDV3,3.0262365
NUDT3,3.023158
IFNGR1,3.0223656
UQCC2,3.0218496
XAF1,3.021659
RASSF2,3.020403
ATRAID,3.0158906
CMIP,3.0156906
TCEA2,3.0146422
CELF1,3.0096774
GAS2L1,3.006416
MPV17,3.0060835
TUBGCP2,3.005958
OGFRL1,3.0042865
GIMAP8,3.0035462
HSD17B10,3.0022647
RILP,3.001229
TNNT1,2.9964664
WSB1,2.9944284
TWF2,2.9937372
IER3,2.9926224
LTB4R,2.9924357
DNAJC7,2.989113
ILK,2.9869514
MTSS1,2.9847279
MRPL51,2.9839606
MPG,2.983028
SYF2,2.98203
TUBB6,2.9803028
HSPA1A,2.9716263
ACTR1A,2.965683
MFSD12,2.9655747
MXD1,2.9645872
RAB20,2.961423
H2AFJ,2.96117
NLN,2.959438
MT-ATP6,2.9576814
MED28,2.957665
ARHGAP4,2.953868
MBD2,2.9532168
SDHD,2.952271
TNFRSF8,2.9512868
TET2,2.944362
DECR1,2.9418998
RP11-295G20.2,2.9384503
RNF141,2.9358506
ASRGL1,2.9356933
ETS2,2.9324186
UPP1,2.9294353
MAPKAPK2,2.9259167
GLT1D1,2.9225037
AHCYL1,2.921006
MYCL,2.9206057
SELO,2.9173675
SCARB2,2.9146893
PITPNA,2.914252
SAP18,2.9112763
EXOSC1,2.9108634
FRAT1,2.9102662
SHFM1,2.9093523
TBC1D8,2.9092703
JDP2,2.9088268
FBXO42,2.9067144
EIF2AK4,2.9010596
CLEC4G,2.901003
VKORC1,2.90089
VPS25,2.8988657
PPM1M,2.8954992
PTEN,2.8943043
NAT9,2.8934112
MILR1,2.8914678
AP3S1,2.8911533
CHD4,2.8906517
TPP1,2.8880806
TACC1,2.887935
TMEM255B,2.8857474
FADS1,2.8828168
RPN1,2.8817923
TANGO2,2.8743978
CHMP5,2.872399
UBE2F,2.8722298
PSME3,2.870638
CXorf40A,2.869498
ARAP3,2.8624818
ZNF581,2.8611422
TOR2A,2.8591578
KDM6B,2.8549757
LEPROT,2.8540173
CKLF,2.8531377
ROMO1,2.8510423
PSMB10,2.8506856
ALDH3A2,2.8488963
ADRBK2,2.841271
SURF1,2.8375177
SDSL,2.8371289
KIAA2013,2.8359394
SH2B2,2.832428
