Gene 1,Gene 2,Weight,Network group,Network
NLGN1,ERC2,0.005043093,Co-expression,Wu-Garvey-2007
NRXN3,KCNN2,0.027174288,Co-expression,Smirnov-Cheung-2009
AUTS2,NRXN3,0.009957057,Co-expression,Smirnov-Cheung-2009
MEIS2,AUTS2,0.009848576,Co-expression,Smirnov-Cheung-2009
LHX2,KCNN2,0.026844688,Co-expression,Smirnov-Cheung-2009
LHX2,NRXN3,0.02694181,Co-expression,Smirnov-Cheung-2009
LHX2,AUTS2,0.010788504,Co-expression,Smirnov-Cheung-2009
LHX2,KHDRBS3,0.01619522,Co-expression,Smirnov-Cheung-2009
NLGN1,MEIS2,0.01145082,Co-expression,Smirnov-Cheung-2009
KHDRBS3,NRXN3,0.019868126,Co-expression,Wang-Cheung-2015
MYCBP2,SRRM2,0.022343691,Co-expression,Wang-Cheung-2015
DPYSL3,ZFPM2,0.017538449,Co-expression,Wang-Cheung-2015
DAO,RFX3,0.010066726,Co-expression,Wang-Cheung-2015
ELAVL4,ELAVL2,0.01584427,Co-expression,Wang-Cheung-2015
ZBTB20,SRRM2,0.010700651,Co-expression,Bahr-Bowler-2013
MYCBP2,SRRM2,0.010377036,Co-expression,Bahr-Bowler-2013
MYCBP2,ZBTB20,0.008298752,Co-expression,Bahr-Bowler-2013
TCF3,TCF4,0.02266555,Co-expression,Bahr-Bowler-2013
NCOR1,CTR9,0.008783789,Co-expression,Bahr-Bowler-2013
HDAC1,SIN3A,0.009365395,Co-expression,Bahr-Bowler-2013
ZFPM2,RFX3,0.021853,Co-expression,Innocenti-Brown-2011
AUTS2,LYST,0.02117875,Co-expression,Innocenti-Brown-2011
DPYSL3,TCF4,0.012988343,Co-expression,Innocenti-Brown-2011
DAO,SLC4A4,0.006704728,Co-expression,Innocenti-Brown-2011
DAO,CNTNAP2,0.004909863,Co-expression,Innocenti-Brown-2011
ERC2,NTM,0.017292935,Co-expression,Mallon-McKay-2013
ERC2,NRXN3,0.018293086,Co-expression,Mallon-McKay-2013
TCF12,RFX3,0.014459278,Co-expression,Mallon-McKay-2013
SIN3A,TCF3,0.011866295,Co-expression,Mallon-McKay-2013
DPYSL3,PPP2R2B,0.009014624,Co-expression,Mallon-McKay-2013
DPYSL3,CNTNAP2,0.016453218,Co-expression,Mallon-McKay-2013
MEIS2,ZNF462,0.010641895,Co-expression,Ramaswamy-Golub-2001
MEIS2,SLC4A4,0.008960127,Co-expression,Ramaswamy-Golub-2001
ELAVL4,SLC8A1,0.012149843,Co-expression,Ramaswamy-Golub-2001
ERC2,DMD,0.011061023,Co-expression,Alizadeh-Staudt-2000
CTR9,ERC2,0.009205168,Co-expression,Alizadeh-Staudt-2000
MEIS2,PROX1,0.022070752,Co-expression,Wang-Maris-2006
CBFA2T2,PROX1,0.010662191,Co-expression,Wang-Maris-2006
TCF4,CBFA2T2,0.015139315,Co-expression,Wang-Maris-2006
PPFIA3,ERC2,0.008659654,Co-expression,Wang-Maris-2006
TCF12,TCF3,0.012766833,Co-expression,Wang-Maris-2006
DPYSL3,AHCYL2,0.011028655,Co-expression,Wang-Maris-2006
DPYSL3,ERC2,0.007069702,Co-expression,Wang-Maris-2006
ELAVL4,CNTNAP2,0.015891256,Co-expression,Wang-Maris-2006
KHDRBS3,DMD,0.006669987,Co-expression,Bild-Nevins-2006 B
MEIS2,DMD,0.005614822,Co-expression,Bild-Nevins-2006 B
MEIS2,ZBTB20,0.008581336,Co-expression,Bild-Nevins-2006 B
CTR9,AUTS2,0.008126576,Co-expression,Bild-Nevins-2006 B
TCF4,PROX1,0.024690144,Co-expression,Bild-Nevins-2006 B
NLGN1,DAO,0.009248492,Co-expression,Bild-Nevins-2006 B
DMD,KCNN2,0.013220851,Co-expression,Dobbin-Giordano-2005
KHDRBS3,ELAVL2,0.004929647,Co-expression,Dobbin-Giordano-2005
MEIS2,ZFPM2,0.006365716,Co-expression,Dobbin-Giordano-2005
TCF4,MYCBP2,0.011963425,Co-expression,Dobbin-Giordano-2005
TCF4,MEIS2,0.006226998,Co-expression,Dobbin-Giordano-2005
TCF12,MYCBP2,0.019444853,Co-expression,Dobbin-Giordano-2005
DAO,SLC4A4,0.010691664,Co-expression,Dobbin-Giordano-2005
DAO,DMD,0.009754834,Co-expression,Dobbin-Giordano-2005
LHX2,HDAC3,0.008970273,Co-expression,Dobbin-Giordano-2005
PPFIA2,KIRREL3,0.008053838,Co-expression,Chen-Brown-2002
ERC2,MEIS2,0.008769918,Co-expression,Chen-Brown-2002
PPFIA1,ERC2,0.006693239,Co-expression,Chen-Brown-2002
ELAVL4,PPFIA2,0.010472775,Co-expression,Chen-Brown-2002
LHX2,DPYSL3,0.014890866,Co-expression,Chen-Brown-2002
TRPM3,HS6ST3,0.000281097,Genetic Interactions,Lin-Smith-2010
KIRREL3,TRPM3,0.000229275,Genetic Interactions,Lin-Smith-2010
SLC4A4,TRPM3,0.000286104,Genetic Interactions,Lin-Smith-2010
KCNN2,TRPM3,0.000279169,Genetic Interactions,Lin-Smith-2010
KCNN2,KIRREL3,0.000269589,Genetic Interactions,Lin-Smith-2010
KCNN2,SLC4A4,0.000336411,Genetic Interactions,Lin-Smith-2010
DMD,KIRREL3,0.000504862,Genetic Interactions,Lin-Smith-2010
RFX3,KIRREL3,0.00037022,Genetic Interactions,Lin-Smith-2010
RFX3,SLC4A4,0.000461984,Genetic Interactions,Lin-Smith-2010
LYST,HS6ST3,0.000673937,Genetic Interactions,Lin-Smith-2010
LYST,DMD,0.00125343,Genetic Interactions,Lin-Smith-2010
SRRM2,DMD,0.001455824,Genetic Interactions,Lin-Smith-2010
ZFPM2,KIRREL3,0.000435496,Genetic Interactions,Lin-Smith-2010
ZFPM2,LRRTM4,0.00235632,Genetic Interactions,Lin-Smith-2010
ZFPM2,SRRM2,0.001255801,Genetic Interactions,Lin-Smith-2010
SLC8A1,HS6ST3,0.000336999,Genetic Interactions,Lin-Smith-2010
SLC8A1,JPH1,0.001335405,Genetic Interactions,Lin-Smith-2010
SLC8A1,TRPM3,0.000284638,Genetic Interactions,Lin-Smith-2010
SLC8A1,KCNN2,0.000334687,Genetic Interactions,Lin-Smith-2010
NRXN3,HS6ST3,0.000259002,Genetic Interactions,Lin-Smith-2010
NRXN3,TRPM3,0.00021876,Genetic Interactions,Lin-Smith-2010
NRXN3,KIRREL3,0.000211253,Genetic Interactions,Lin-Smith-2010
NRXN3,SLC8A1,0.000262265,Genetic Interactions,Lin-Smith-2010
PROX1,SLC4A4,0.000280683,Genetic Interactions,Lin-Smith-2010
PROX1,DMD,0.000512896,Genetic Interactions,Lin-Smith-2010
PROX1,SRRM2,0.000648612,Genetic Interactions,Lin-Smith-2010
PROX1,SLC8A1,0.000279245,Genetic Interactions,Lin-Smith-2010
ZBTB20,HS6ST3,0.000262553,Genetic Interactions,Lin-Smith-2010
ZBTB20,TRPM3,0.000221759,Genetic Interactions,Lin-Smith-2010
ZBTB20,KIRREL3,0.00021415,Genetic Interactions,Lin-Smith-2010
ZBTB20,SLC4A4,0.00026723,Genetic Interactions,Lin-Smith-2010
ZBTB20,KCNN2,0.000260752,Genetic Interactions,Lin-Smith-2010
ZBTB20,SLC8A1,0.00026586,Genetic Interactions,Lin-Smith-2010
AUTS2,ZNF462,0.000410409,Genetic Interactions,Lin-Smith-2010
AUTS2,TRPM3,0.000153373,Genetic Interactions,Lin-Smith-2010
AUTS2,KIRREL3,0.00014811,Genetic Interactions,Lin-Smith-2010
AUTS2,KCNN2,0.000180341,Genetic Interactions,Lin-Smith-2010
AUTS2,RFX3,0.000247657,Genetic Interactions,Lin-Smith-2010
AUTS2,SLC8A1,0.000183874,Genetic Interactions,Lin-Smith-2010
AUTS2,NRXN3,0.000141317,Genetic Interactions,Lin-Smith-2010
AUTS2,PROX1,0.000150467,Genetic Interactions,Lin-Smith-2010
AUTS2,ZBTB20,0.000143255,Genetic Interactions,Lin-Smith-2010
PPP2R2B,KIRREL3,0.000394739,Genetic Interactions,Lin-Smith-2010
PPP2R2B,PROX1,0.000401021,Genetic Interactions,Lin-Smith-2010
KHDRBS3,ZNF462,0.000860087,Genetic Interactions,Lin-Smith-2010
KHDRBS3,TRPM3,0.00032142,Genetic Interactions,Lin-Smith-2010
KHDRBS3,LYST,0.000770613,Genetic Interactions,Lin-Smith-2010
KHDRBS3,SRRM2,0.000895046,Genetic Interactions,Lin-Smith-2010
KHDRBS3,PROX1,0.00031533,Genetic Interactions,Lin-Smith-2010
KHDRBS3,ZBTB20,0.000300216,Genetic Interactions,Lin-Smith-2010
KHDRBS3,AUTS2,0.000207635,Genetic Interactions,Lin-Smith-2010
CNTNAP2,ZNF462,0.000439201,Genetic Interactions,Lin-Smith-2010
CNTNAP2,HS6ST3,0.000194325,Genetic Interactions,Lin-Smith-2010
CNTNAP2,TRPM3,0.000164132,Genetic Interactions,Lin-Smith-2010
CNTNAP2,SLC8A1,0.000196773,Genetic Interactions,Lin-Smith-2010
CNTNAP2,NRXN3,0.000151231,Genetic Interactions,Lin-Smith-2010
CNTNAP2,PROX1,0.000161022,Genetic Interactions,Lin-Smith-2010
MYCBP2,KCNN2,0.000447851,Genetic Interactions,Lin-Smith-2010
MYCBP2,NRXN3,0.000350941,Genetic Interactions,Lin-Smith-2010
MYCBP2,ZBTB20,0.000355753,Genetic Interactions,Lin-Smith-2010
MEIS2,TRPM3,0.000286869,Genetic Interactions,Lin-Smith-2010
MEIS2,KIRREL3,0.000277026,Genetic Interactions,Lin-Smith-2010
MEIS2,SRRM2,0.000798833,Genetic Interactions,Lin-Smith-2010
MEIS2,ZFPM2,0.000544894,Genetic Interactions,Lin-Smith-2010
MEIS2,NRXN3,0.000264321,Genetic Interactions,Lin-Smith-2010
MEIS2,PROX1,0.000281434,Genetic Interactions,Lin-Smith-2010
MEIS2,ZBTB20,0.000267945,Genetic Interactions,Lin-Smith-2010
MEIS2,AUTS2,0.000185315,Genetic Interactions,Lin-Smith-2010
MEIS2,KHDRBS3,0.000388362,Genetic Interactions,Lin-Smith-2010
PPFIA2,KIRREL3,0.000257113,Genetic Interactions,Lin-Smith-2010
PPFIA2,KCNN2,0.000313065,Genetic Interactions,Lin-Smith-2010
PPFIA2,ZBTB20,0.000248685,Genetic Interactions,Lin-Smith-2010
PPFIA2,AUTS2,0.000171995,Genetic Interactions,Lin-Smith-2010
PPFIA2,KHDRBS3,0.000360447,Genetic Interactions,Lin-Smith-2010
PPFIA2,CNTNAP2,0.000184061,Genetic Interactions,Lin-Smith-2010
PPFIA2,MEIS2,0.000321701,Genetic Interactions,Lin-Smith-2010
RUNX1T1,TRPM3,0.000247406,Genetic Interactions,Lin-Smith-2010
RUNX1T1,LRRTM4,0.001292693,Genetic Interactions,Lin-Smith-2010
RUNX1T1,SRRM2,0.000688941,Genetic Interactions,Lin-Smith-2010
RUNX1T1,NRXN3,0.000227959,Genetic Interactions,Lin-Smith-2010
RUNX1T1,CNTNAP2,0.000171034,Genetic Interactions,Lin-Smith-2010
CTR9,AUTS2,0.000347117,Genetic Interactions,Lin-Smith-2010
CTR9,RUNX1T1,0.000559936,Genetic Interactions,Lin-Smith-2010
PPFIA1,KIRREL3,0.000464253,Genetic Interactions,Lin-Smith-2010
PPFIA1,KCNN2,0.000565282,Genetic Interactions,Lin-Smith-2010
PPFIA1,SLC8A1,0.000576356,Genetic Interactions,Lin-Smith-2010
TCF4,ZNF462,0.000568411,Genetic Interactions,Lin-Smith-2010
TCF4,TRPM3,0.000212419,Genetic Interactions,Lin-Smith-2010
TCF4,KIRREL3,0.00020513,Genetic Interactions,Lin-Smith-2010
TCF4,DMD,0.000467745,Genetic Interactions,Lin-Smith-2010
TCF4,SLC8A1,0.000254662,Genetic Interactions,Lin-Smith-2010
TCF4,NRXN3,0.000195722,Genetic Interactions,Lin-Smith-2010
TCF4,PROX1,0.000208394,Genetic Interactions,Lin-Smith-2010
TCF4,ZBTB20,0.000198406,Genetic Interactions,Lin-Smith-2010
TCF4,AUTS2,0.000137221,Genetic Interactions,Lin-Smith-2010
TCF4,CNTNAP2,0.000146847,Genetic Interactions,Lin-Smith-2010
TCF4,MYCBP2,0.000340769,Genetic Interactions,Lin-Smith-2010
TCF4,PPFIA2,0.00023821,Genetic Interactions,Lin-Smith-2010
TCF4,RUNX1T1,0.000221351,Genetic Interactions,Lin-Smith-2010
GIT1,ZBTB20,0.000758509,Genetic Interactions,Lin-Smith-2010
GIT1,PPFIA2,0.000910684,Genetic Interactions,Lin-Smith-2010
TCF3,TRPM3,0.000541343,Genetic Interactions,Lin-Smith-2010
TCF3,DMD,0.001192032,Genetic Interactions,Lin-Smith-2010
TCF3,NRXN3,0.000498792,Genetic Interactions,Lin-Smith-2010
TCF3,ZBTB20,0.00050563,Genetic Interactions,Lin-Smith-2010
TCF3,MEIS2,0.000654087,Genetic Interactions,Lin-Smith-2010
TCF3,RUNX1T1,0.000564106,Genetic Interactions,Lin-Smith-2010
TCF12,HS6ST3,0.000350705,Genetic Interactions,Lin-Smith-2010
TCF12,KIRREL3,0.00028605,Genetic Interactions,Lin-Smith-2010
TCF12,SLC4A4,0.000356952,Genetic Interactions,Lin-Smith-2010
TCF12,RFX3,0.000478311,Genetic Interactions,Lin-Smith-2010
TCF12,ZFPM2,0.000562645,Genetic Interactions,Lin-Smith-2010
TCF12,NRXN3,0.000272932,Genetic Interactions,Lin-Smith-2010
TCF12,ZBTB20,0.000276674,Genetic Interactions,Lin-Smith-2010
TCF12,AUTS2,0.000191352,Genetic Interactions,Lin-Smith-2010
TCF12,CNTNAP2,0.000204777,Genetic Interactions,Lin-Smith-2010
TCF12,PPFIA2,0.000332181,Genetic Interactions,Lin-Smith-2010
TCF12,RUNX1T1,0.000308671,Genetic Interactions,Lin-Smith-2010
TCF12,PPFIA1,0.000599797,Genetic Interactions,Lin-Smith-2010
TCF12,TCF3,0.000675395,Genetic Interactions,Lin-Smith-2010
SIN3A,TRPM3,0.000797574,Genetic Interactions,Lin-Smith-2010
SIN3A,RFX3,0.001287877,Genetic Interactions,Lin-Smith-2010
SIN3A,PPP2R2B,0.001373171,Genetic Interactions,Lin-Smith-2010
NEGR1,ZNF462,0.000545906,Genetic Interactions,Lin-Smith-2010
NEGR1,JPH1,0.000957125,Genetic Interactions,Lin-Smith-2010
NEGR1,TRPM3,0.000204009,Genetic Interactions,Lin-Smith-2010
NEGR1,KIRREL3,0.000197008,Genetic Interactions,Lin-Smith-2010
NEGR1,SLC4A4,0.000245839,Genetic Interactions,Lin-Smith-2010
NEGR1,DMD,0.000449226,Genetic Interactions,Lin-Smith-2010
NEGR1,ZFPM2,0.000387505,Genetic Interactions,Lin-Smith-2010
NEGR1,SLC8A1,0.00024458,Genetic Interactions,Lin-Smith-2010
NEGR1,ZBTB20,0.00019055,Genetic Interactions,Lin-Smith-2010
NEGR1,AUTS2,0.000131788,Genetic Interactions,Lin-Smith-2010
NEGR1,KHDRBS3,0.000276186,Genetic Interactions,Lin-Smith-2010
NEGR1,CNTNAP2,0.000141033,Genetic Interactions,Lin-Smith-2010
NEGR1,PPFIA2,0.000228779,Genetic Interactions,Lin-Smith-2010
NEGR1,RUNX1T1,0.000212588,Genetic Interactions,Lin-Smith-2010
NEGR1,CBFA2T2,0.000594583,Genetic Interactions,Lin-Smith-2010
NEGR1,SIN3A,0.000685329,Genetic Interactions,Lin-Smith-2010
NCOR1,SLC4A4,0.00049784,Genetic Interactions,Lin-Smith-2010
NCOR1,ZFPM2,0.000784721,Genetic Interactions,Lin-Smith-2010
NCOR1,NRXN3,0.000380658,Genetic Interactions,Lin-Smith-2010
NCOR1,AUTS2,0.000266879,Genetic Interactions,Lin-Smith-2010
NCOR1,MYCBP2,0.000662757,Genetic Interactions,Lin-Smith-2010
NCOR1,MEIS2,0.000499173,Genetic Interactions,Lin-Smith-2010
NCOR1,PPFIA2,0.000463293,Genetic Interactions,Lin-Smith-2010
NCOR1,RUNX1T1,0.000430503,Genetic Interactions,Lin-Smith-2010
NCOR1,TCF4,0.000369624,Genetic Interactions,Lin-Smith-2010
NCOR1,TCF3,0.000941973,Genetic Interactions,Lin-Smith-2010
RFX4,HS6ST3,0.000617185,Genetic Interactions,Lin-Smith-2010
RFX4,TRPM3,0.000521291,Genetic Interactions,Lin-Smith-2010
RFX4,ELAVL2,0.001455466,Genetic Interactions,Lin-Smith-2010
RFX4,AUTS2,0.000336749,Genetic Interactions,Lin-Smith-2010
RFX4,TCF4,0.000466393,Genetic Interactions,Lin-Smith-2010
HDAC3,NRXN3,0.001283936,Genetic Interactions,Lin-Smith-2010
HDAC3,PROX1,0.001367063,Genetic Interactions,Lin-Smith-2010
DPYSL3,LRRTM4,0.003677087,Genetic Interactions,Lin-Smith-2010
DPYSL3,PROX1,0.000690416,Genetic Interactions,Lin-Smith-2010
DPYSL3,ZBTB20,0.000657324,Genetic Interactions,Lin-Smith-2010
DPYSL3,CNTNAP2,0.00048651,Genetic Interactions,Lin-Smith-2010
DPYSL3,PPFIA2,0.000789198,Genetic Interactions,Lin-Smith-2010
DPYSL3,NEGR1,0.000604709,Genetic Interactions,Lin-Smith-2010
C19orf47,HS6ST3,0.001015649,Genetic Interactions,Lin-Smith-2010
C19orf47,CNTNAP2,0.000593037,Genetic Interactions,Lin-Smith-2010
DAO,DMD,0.001662177,Genetic Interactions,Lin-Smith-2010
DAO,PROX1,0.000740549,Genetic Interactions,Lin-Smith-2010
DAO,RUNX1T1,0.000786593,Genetic Interactions,Lin-Smith-2010
DAO,TCF4,0.000675357,Genetic Interactions,Lin-Smith-2010
ELAVL4,NRXN3,0.000514834,Genetic Interactions,Lin-Smith-2010
ELAVL4,AUTS2,0.00036095,Genetic Interactions,Lin-Smith-2010
ELAVL4,RUNX1T1,0.000582249,Genetic Interactions,Lin-Smith-2010
LHX2,LRRTM4,0.004347774,Genetic Interactions,Lin-Smith-2010
HDAC1,PROX1,0.000978876,Genetic Interactions,Lin-Smith-2010
HDAC1,CTR9,0.002258208,Genetic Interactions,Lin-Smith-2010
HDAC1,DAO,0.003172312,Genetic Interactions,Lin-Smith-2010
NLGN1,TRPM3,0.000284653,Genetic Interactions,Lin-Smith-2010
NLGN1,KIRREL3,0.000274886,Genetic Interactions,Lin-Smith-2010
NLGN1,KCNN2,0.000334705,Genetic Interactions,Lin-Smith-2010
NLGN1,RFX3,0.000459642,Genetic Interactions,Lin-Smith-2010
NLGN1,ZFPM2,0.000540685,Genetic Interactions,Lin-Smith-2010
NLGN1,SLC8A1,0.000341262,Genetic Interactions,Lin-Smith-2010
NLGN1,NRXN3,0.000262279,Genetic Interactions,Lin-Smith-2010
NLGN1,AUTS2,0.000183884,Genetic Interactions,Lin-Smith-2010
NLGN1,CNTNAP2,0.000196784,Genetic Interactions,Lin-Smith-2010
NLGN1,CTR9,0.000644235,Genetic Interactions,Lin-Smith-2010
NLGN1,TCF4,0.000254676,Genetic Interactions,Lin-Smith-2010
NLGN1,GIT1,0.000973633,Genetic Interactions,Lin-Smith-2010
NLGN1,NEGR1,0.000244593,Genetic Interactions,Lin-Smith-2010
ERC2,PPFIA2,0.43340063,Physical Interactions,IREF-BIND
CTR9,CNTNAP2,1,Physical Interactions,IREF-BIND
CBFA2T2,RUNX1T1,0.4512975,Physical Interactions,IREF-BIND
PPFIA1,ERC2,0.43340063,Physical Interactions,IREF-BIND
TCF4,RUNX1T1,0.4512975,Physical Interactions,IREF-BIND
PPFIA3,ERC2,0.43340063,Physical Interactions,IREF-BIND
GIT1,PPFIA2,0.34716415,Physical Interactions,IREF-BIND
GIT1,PPFIA1,0.34716415,Physical Interactions,IREF-BIND
GIT1,PPFIA3,0.34716415,Physical Interactions,IREF-BIND
TCF3,RUNX1T1,0.35745284,Physical Interactions,IREF-BIND
TCF12,RUNX1T1,0.2922654,Physical Interactions,IREF-BIND
SIN3A,RUNX1T1,0.16067375,Physical Interactions,IREF-BIND
NCOR1,RUNX1T1,0.07057246,Physical Interactions,IREF-BIND
HDAC3,RUNX1T1,0.084351875,Physical Interactions,IREF-BIND
HDAC3,NCOR1,0.082670234,Physical Interactions,IREF-BIND
HDAC1,RUNX1T1,0.070974894,Physical Interactions,IREF-BIND
HDAC1,SIN3A,0.1583685,Physical Interactions,IREF-BIND
ERC2,PPFIA2,0.093751535,Physical Interactions,IREF-BIOGRID
CTR9,CNTNAP2,0.109798506,Physical Interactions,IREF-BIOGRID
CBFA2T2,RUNX1T1,0.02858695,Physical Interactions,IREF-BIOGRID
PPFIA1,PPFIA2,0.059742432,Physical Interactions,IREF-BIOGRID
PPFIA1,ERC2,0.039898336,Physical Interactions,IREF-BIOGRID
PPFIA3,ERC2,0.117057934,Physical Interactions,IREF-BIOGRID
GIT1,PPFIA2,0.044604283,Physical Interactions,IREF-BIOGRID
GIT1,ERC2,0.029788487,Physical Interactions,IREF-BIOGRID
GIT1,PPFIA1,0.018982481,Physical Interactions,IREF-BIOGRID
GIT1,PPFIA3,0.055692796,Physical Interactions,IREF-BIOGRID
TCF3,RUNX1T1,0.006839545,Physical Interactions,IREF-BIOGRID
TCF3,TCF4,0.002299703,Physical Interactions,IREF-BIOGRID
TCF12,RUNX1T1,0.012625904,Physical Interactions,IREF-BIOGRID
TCF12,TCF3,0.005291343,Physical Interactions,IREF-BIOGRID
SIN3A,RUNX1T1,0.006237478,Physical Interactions,IREF-BIOGRID
SIN3A,CBFA2T2,0.010925795,Physical Interactions,IREF-BIOGRID
SIN3A,TCF3,0.002614041,Physical Interactions,IREF-BIOGRID
NEGR1,NTM,0.29061055,Physical Interactions,IREF-BIOGRID
NCOR1,RUNX1T1,0.008388106,Physical Interactions,IREF-BIOGRID
NCOR1,CBFA2T2,0.014692914,Physical Interactions,IREF-BIOGRID
NCOR1,TCF3,0.00351534,Physical Interactions,IREF-BIOGRID
NCOR1,SIN3A,0.003205894,Physical Interactions,IREF-BIOGRID
RFX4,RFX3,0.3186294,Physical Interactions,IREF-BIOGRID
HDAC3,PROX1,0.015224016,Physical Interactions,IREF-BIOGRID
HDAC3,RUNX1T1,0.006379223,Physical Interactions,IREF-BIOGRID
HDAC3,CBFA2T2,0.011174082,Physical Interactions,IREF-BIOGRID
HDAC3,NCOR1,0.003278747,Physical Interactions,IREF-BIOGRID
C19orf47,NTM,0.35439488,Physical Interactions,IREF-BIOGRID
HDAC1,ZFPM2,0.009109009,Physical Interactions,IREF-BIOGRID
HDAC1,RUNX1T1,0.002975878,Physical Interactions,IREF-BIOGRID
HDAC1,SIN3A,0.001137366,Physical Interactions,IREF-BIOGRID
NLGN1,NRXN3,0.2900234,Physical Interactions,IREF-BIOGRID
ERC2,PPFIA2,0.07963104,Physical Interactions,IREF-SMALL-SCALE-STUDIES
CBFA2T2,RUNX1T1,0.07162335,Physical Interactions,IREF-SMALL-SCALE-STUDIES
PPFIA1,PPFIA2,0.06317962,Physical Interactions,IREF-SMALL-SCALE-STUDIES
PPFIA1,ERC2,0.058651228,Physical Interactions,IREF-SMALL-SCALE-STUDIES
TCF4,RUNX1T1,0.018806245,Physical Interactions,IREF-SMALL-SCALE-STUDIES
PPFIA3,PPFIA2,0.079623744,Physical Interactions,IREF-SMALL-SCALE-STUDIES
PPFIA3,ERC2,0.07391672,Physical Interactions,IREF-SMALL-SCALE-STUDIES
PPFIA3,PPFIA1,0.058645852,Physical Interactions,IREF-SMALL-SCALE-STUDIES
GIT1,PPFIA2,0.046273462,Physical Interactions,IREF-SMALL-SCALE-STUDIES
GIT1,ERC2,0.042956814,Physical Interactions,IREF-SMALL-SCALE-STUDIES
GIT1,PPFIA1,0.034082126,Physical Interactions,IREF-SMALL-SCALE-STUDIES
GIT1,PPFIA3,0.04295288,Physical Interactions,IREF-SMALL-SCALE-STUDIES
TCF3,RUNX1T1,0.007288663,Physical Interactions,IREF-SMALL-SCALE-STUDIES
TCF12,RUNX1T1,0.028171752,Physical Interactions,IREF-SMALL-SCALE-STUDIES
TCF12,TCF3,0.006116305,Physical Interactions,IREF-SMALL-SCALE-STUDIES
SIN3A,RUNX1T1,0.0084165,Physical Interactions,IREF-SMALL-SCALE-STUDIES
SIN3A,CBFA2T2,0.017956164,Physical Interactions,IREF-SMALL-SCALE-STUDIES
SIN3A,TCF3,0.001827287,Physical Interactions,IREF-SMALL-SCALE-STUDIES
NEGR1,NTM,0.5505102,Physical Interactions,IREF-SMALL-SCALE-STUDIES
NCOR1,RUNX1T1,0.010784611,Physical Interactions,IREF-SMALL-SCALE-STUDIES
NCOR1,CBFA2T2,0.023008406,Physical Interactions,IREF-SMALL-SCALE-STUDIES
NCOR1,TCF3,0.002341422,Physical Interactions,IREF-SMALL-SCALE-STUDIES
